compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
cheiro_verde	cheiro_verde	cheiro/n_verde/a	cheiro	verde	19	1.0000	1.1547	4.3684	1.2566	0.7895	1.0317	tempero(10);tempero verde(4);ervas(3);vegetal(3);erva(2);salsa(2);tempeiro(1);erva de cheiro(1);erva aromática(1);ervas aromáticas(1);especiarias verdes(1);planta(1);cebolinha(1);cheiro esverdeado(1);mato(1);salsinha e cebolinha(1);cebolinha e salsa(1);vegetais verdes(1);a(1);temperos(1);mistura de salsinha e cebolinha(1);salsa e cebolinha(1);s(1);condimento aromático(1);condimento(1)
circuito_integrado	circuito_integrado	circuito/n_integrado/a	circuito	integrado	26	4.8462	0.3679	4.5769	0.7027	4.5385	0.7060	chip(18);microchip(7);circuito(5);ci(4);placa(3);chip integrado(2);placa integrada(2);conjunto de transistores(1);cirucito eletrônico(1);componente feito na placa(1);ic(1);circuito all in one (tudo em um)(1);componente intrínseco a uma placa(1);circuito não feito em partes(1);processador(1);componente de computador(1);equipamento eletrônico(1);circuito eletrônico miniaturizado(1);componente elétrico(1);a(1);circuito feito tudo junto(1);s(1);eletrônica(1);circuito eletronico(1)
classe_executivo	classe_executiva	classe/n_executivo/a	classe	executiva	27	4.2593	0.6559	2.5926	0.9711	2.8889	0.9337	primeira classe(9);classe de negócios(3);alta classe(2);classe de luxo(2);classe rica(2);classe mais barata(1);burguesia(1);parte reservada da cabine(1);classe econômica(1);categoria mais cara(1);classe corporativa(1);classe empresarial(1);classe mais alta(1);setor de passagens intermediárias(1);classe mais importante(1);classe preferencial(1);classe alta(1);setor do avião com qualidade intermediária(1);classe privelegiada(1);espaco do avião que eh mais confortavel e mais caro que a classe economica(1);classe intermediária(1);classe privilegiada(1);local especifico destinado aqueles que exercem funcoes executivas(1);chefes(1);classe prioritária(1);setor executivo(1);lugar de luxo(1);classe mais nobre(1);business class(1);ala executiva(1);chefia(1);qualidade média(1);a(1);classe rico(1);lugares mais caros(1);classe superior(1);viagem a trabalho(1);lugares mais confortáveis(1);classe mais cara(1);classe(1);divisão executiva(1);categoria executiva(1);s(1);conforto(1);serviço superior ão da classe economica(1)
coluna_social	coluna_social	coluna/n_social/a	coluna	social	22	2.7727	1.1519	3.9091	1.0650	2.6818	1.2492	coluna de fofoca(3);reportagem(2);revista de fofoca(2);coluna de jornal(2);notícias da sociedade(2);matéria(2);páginas de famosos(1);notícias sobre sociedade(1);materia de jornal(1);seção de fofocas do jornal(1);meios de comunicação(1);jornalismo social(1);espaço para informações sociais(1);fofocas(1);parte social de jornal ou revista(1);coluna de noticias(1);fofoca(1);coluna de fofocas(1);coluna sobre festas(1);página de fofocas(1);lacuna social(1);panfleto da high society(1);espaço social(1);informações de pessoas(1);tabloide(1);manchete social(1);cobertura dos eventos locais(1);coluna de personalidades(1);coluna do cotidiano(1);coluna de revista(1);a(1);notícias sociais(1);site de fofoca(1);fofoca sobre celebridades(1);redação(1);reportagens sociais(1);s(1);coluna com enfoque em relações sociais(1);reportagens(1);ambientes de fofoca(1)
colégio_militar	colégio_militar	colégio/n_militar/a	colégio	militar	27	5.0000	0.0000	4.8889	0.3203	4.8889	0.3203	escola militar(13);colégio do exército(7);escola(4);colégio(4);instituição militar(2);colegio do exercito(2);escola da aeronautica(1);colégio subordinado ão exército(1);educação militar(1);escola de oficiais do exército(1);escola de guerra(1);colégio da aeronáutica(1);colegio da aeronautica(1);exército(1);colégio preparatório para quem quer seguir carreira militar(1);escola pública(1);educandário militar(1);instituição militar de ensino(1);s(1);da marinha(1);internato(1);colégio da marinha(1);colégio de militares(1);ensino militar(1);a(1);colégio regido por militares(1);escola do exercito(1);escola de ensino médio e fundamental regida por militares(1);instituição educacional(1);ensino militarizado(1);instituição de ensino comandada por militares(1);corporação(1)
comida_caseiro	comida_caseira	comida/n_caseiro/a	comida	caseira	39	4.9744	0.1601	4.1026	0.9402	4.1282	1.0047	comida feita em casa(24);comida de casa(9);comida(6);comida simples(5);refeição caseira(4);comida da mãe(3);comida artesanal(2);comida não industrial(2);comida tradicional(2);comida doméstica(2);culinária cotidiana(1);comida que não é artificial(1);comida de mãe(1);petisco caseiro(1);comfort food(1);feita em casa(1);comida de pai(1);feita em cas(1);boia(1);comida de conforto(1);comida que lembra a comida que a mãe faz(1);alimento caseiro(1);comidinha(1);não industrial(1);comida não comprada(1);comida do dia a a dia(1);comida de familia(1);alimento de casa(1);a(1);refeição popular(1);alimentação feita por membros familiares(1);comida de vó(1);grude(1);comida popular(1);s(1);tempero caseiro(1);elaborada em casa(1);comida da vó(1)
companhia_aéreo	companhia_aérea	companhia/n_aéreo/a	companhia	aérea	29	4.5517	0.7831	3.4483	1.1208	3.1724	1.3381	empresa aérea(14);companhia de aviação(5);empresa de aviões(3);companhia de aviões(3);empresa de aviação(3);avião(2);empresa de voo(2);transportadora aérea(2);empresa(1);empresa que trabalha com avioes(1);aeroporto(1);empresa de transporte por avião(1);operadora de vôos(1);empresa de movimentação aérea(1);empresa de vôos(1);viagens(1);companhia de vôo(1);corporação aérea(1);tam(1);time aereo(1);empresa que oferece transporte aereo(1);agencia aerea(1);linhas aéreas(1);companhia de taxi aéreo(1);empresa de taxi aéreo(1);empresas(1);companhia de vôos(1);a(1);empresa aeronáutica(1);companhia de voo(1);empresa de linhas aéreas(1);aviação(1);empresa de avião(1);companhia(1);transporte(1);empresa aerea(1);s(1);empresa de voos(1);linha aérea(1)
conta_corrente	conta_corrente	conta/n_corrente/a	conta	corrente	29	4.5517	0.6317	2.5862	0.9070	2.7931	1.1765	conta bancária(16);conta(7);conta no banco(4);conta em banco(3);conta à ordem(3);conta de banco(3);poupança(2);conta em instituição financeira(1);contas poupança(1);conta do banco(1);conta bancaria(1);contas(1);conta ativa(1);conta aplicação(1);banco(1);depósito de dinheiro(1);cc(1);deposito e saque(1);depósito(1);conta poupança(1);cofres(1);conta de giro(1);conta bancária movimentada(1);saldo bancário(1);a(1);conta de depósito(1);s(1);aplicação financeira(1)
coração_partido	coração_partido	coração/n_partido/a	coração	partido	35	1.7429	1.1966	1.5429	1.0667	1.0857	0.9194	triste(8);decepção amorosa(6);magoado(5);tristeza(4);decepcionado(4);decepção(3);desiludido(3);mágoa(3);desapontado(2);sofrimento(2);dor de cotovelo(2);desilusão(2);profundamente desapontado(1);traído(1);espírito partido(1);sofrendo por amor(1);magoad(1);coração despedaçado(1);magoa(1);triste por amor(1);sentimentos arrasados(1);profundamente triste(1);coração dividido(1);muito triste(1);depressão(1);desilusão amorosa(1);coração destruído(1);frustração amorosa(1);decepção afetiva(1);coração dilacerado(1);sofrimento amoroso(1);coração quebrado(1);tristeza extrema(1);triteza amorosa(1);desapontamento amoroso(1);a(1);deilusão amorosa(1);infelicidade(1);s(1);coração cortado(1);dor de amor(1);sentimento ferido(1);desapontamento(1)
corda_bambo	corda_bamba	corda/n_bambo/a	corda	bamba	30	0.9667	0.9643	1.6667	1.2130	1.3333	1.0283	situação delicada(5);situação de risco(4);incerteza(3);dificuldade(3);situação complicada(3);vulnerabilidade(2);no limite(2);saia justa(2);situação difícil(2);desequilibrio(2);beira do abismo(1);duvidoso(1);em risco(1);propenso ão erro(1);incerto(1);instável(1);instavel(1);voluvel(1);indecisão(1);por um triz(1);fio instável(1);situação instável(1);perto do erro(1);ameaça de queda(1);à beira do erro(1);receio(1);instabilidade(1);enrrascada(1);corda frouxa(1);iminencia(1);periculosidade(1);arriscado(1);s(1);ameaça(1);iminência do tombo(1);zona de risco(1);faca no pescoço(1);situação duvidosa(1);a(1);difícil(1);beira o erro(1);perigo(1);quase caindo(1);cai não cai(1);mais pra lá que pra cá(1);insegurança(1);complicação(1);aperto(1);estresse(1);apuros(1)
corda_vocal	cordas_vocais	corda/n_vocal/a	cordas	vocais	32	1.9688	1.3316	4.4688	0.8026	2.3125	1.0906	pregas vocais(13);voz(11);garganta(8);músculos vocais(3);gogó(3);laringe(2);vias vocais(1);cordas vocálicas(1);aparelho fonador(1);som(1);parte do corpo(1);fala(1);tecido da laringe(1);orgão vibratório(1);parte do corpo humano(1);órgão(1);cordas da voz(1);sistema de fala(1);diz se de parte do aparelho fonador humano responsável por modular o fluxo de ar na fala(1);a(1);faixas membranosas da laringe(1);cordas responsáveis pela voz(1);membrana emissora de som(1);sons(1);órgãos responsáveis pela voz(1);onde passa o som(1);caixa vocal(1);ondas(1);palheta vocal(1);vocal(1);s(1);aparelhos vocais(1);fíbras vocais(1)
curto_circuito	curto_circuito	curto/a_circuito/n	circuito	curto	26	3.1923	1.0961	1.7692	1.2102	2.0385	1.1826	problema elétrico(6);choque(6);pane(4);curto(4);falha elétrica(3);pane elétrica(3);colapso(2);curto elétrico(2);estragou o circuito(1);conectar os dois terminais da tomada(1);falha na energia(1);sobrecarga elétrica(1);energia(1);falha(1);dificuldade(1);problema eletrico(1);circuito com alta corrent(1);queimou o circuito(1);circuito com baixa resistencia(1);fenômeno elétrico(1);explosão elétrica(1);choque elétrico(1);conectar os dois terminais de entrada de um circuito(1);pane no sistema(1);acidente(1);a(1);pani elétrica(1);descarga elétrica(1);passagem de corrente elétrica acima do normal(1);mal funcionamento(1);desorientação(1);s(1);desfuncionamento(1)
câmara_frio	câmara_fria	câmara/n_frio/a	câmara	fria	20	4.8000	0.5231	5.0000	0.0000	4.7000	0.6569	refrigerador(6);congelador(5);frigorífico(4);sala fria(3);geladeira(2);freezer(2);câmara resfriada(2);câmara(2);câmara frigorífica(2);despensa(1);câmara de congelamento(1);camara frigorifica(1);reservatório frio(1);local de temperatura controlada(1);estufa fria(1);frigoríficos(1);câmara de gelo(1);sala refrigerada(1);compartimento frigorífico(1);câmara que é fria(1);sala gelada(1);recinto resfriado(1);ambiente climatizado(1);a(1);s(1);câmara gelada(1)
céu_aberto	céu_aberto	céu/n_aberto/a	céu	aberto	35	2.4000	1.5568	2.6286	1.4569	1.7143	1.2735	ar livre(15);sem teto(7);ao ar livre(6);ambiente aberto(3);na rua(3);aberto(2);sem cobertura(2);sem proteção(2);fora(2);rua(2);espaço aberto(2);descoberto(2);externo(2);de rua(2);sem telhado(1);exterior(1);céu livre(1);ambiente externo(1);s(1);em ambiente aberto(1);área não coberta(1);direto pro ceu(1);abóbada celeste(1);céu visível(1);céu limpo(1);área aberta(1);natureza(1);não coberto(1);campos(1);a(1);em contato com o tempo na rua(1);sem o teto(1);teto aberto(1);ás estrelas(1);exposto ão tempo(1);fora de um edifício(1);exposto(1);céu de brigadeiro(1);firmamento(1)
círculo_vicioso	círculo_vicioso	círculo/n_vicioso/a	círculo	vicioso	28	2.3571	1.1292	3.4643	1.2905	2.4286	1.3174	ciclo vicioso(7);repetição(2);diz se de uma situação ininterrupta que acaba sempre voltando ão estado inicial(1);laço(1);ciclo aditivo(1);agravamento de um problema(1);ciclo de erros(1);repetição de ações(1);ciclo ruim(1);looping(1);comportamento negativo(1);algo que se repete de maneira circular(1);circuito sem fim(1);ciclo destrutivo(1);círculo degenerativo(1);negatividade(1);ciclo inacabável(1);rotina que se repete(1);ciclo(1);algo que está se repetindo constantemente(1);circulo viciado(1);situação negativa(1);círculo permanente(1);comportamento que segue um padrão que rotaciona(1);sequência repetitiva(1);açoes repetitivas(1);processo cíclico vantajoso(1);definição circular(1);vício(1);circulo que vicia(1);impotencia(1);problema sem solução(1);rede do mal(1);ciclo nocivo(1);tendência(1);ciclo benéfico(1);dependência(1);período difícil(1);ouroboros(1);problema(1);círculo maléfico(1);a(1);circulo de vicios(1);repetição de atividades(1);algo repetitivo(1);processo negativo(1);vicio(1);procedimento que perdura(1);círculo de coisas ruins(1);s(1);sequência desfávorável(1);círculo malicioso(1);circulo sem fim(1);sequencia repetida(1);sucessão desfavorável e infinita(1)
círculo_virtuoso	círculo_virtuoso	círculo/n_virtuoso/a	círculo	virtuoso	16	2.3750	0.9574	4.2500	1.0000	2.7500	1.2383	ciclo virtuoso(3);ciclo(3);ciclo positivo(3);rede de virtudes(1);prosperidade(1);boa vibe(1);movimento honesto(1);karma positivo(1);processo positivo(1);ciclo vicioso(1);movimento ético(1);círculo de sorte(1);s(1);ajuda mútua(1);laço virtuoso(1);círculo positivo(1);situação favorável(1);boas ações recíprocas(1);processo cíclico vantajoso(1);ciclo benéfico(1);a(1);processo auto alimentador(1);ciclo de virtude(1);movimento correto(1);desenvolvimento(1);círculo de acontecimentos positivos(1);ações positivas(1);circulo bom(1);corrente do bem(1);sequência de acontecimentos bons(1);círculo construtivo(1)
deputado_federal	deputado_federal	deputado/n_federal/a	deputado	federal	27	5.0000	0.0000	4.9259	0.2669	4.9259	0.2669	político(12);deputado(7);representante(4);deputado da federação(3);congressista(3);parlamentar federal(2);congressista federal(2);representante nacional(2);deputado nacional(1);politico(1);senador(1);representante do congresso nacional(1);cargo federal(1);presidente(1);representante da câmara(1);político federal(1);cargo político(1);representante federal(1);funcionario publico(1);a(1);legislador(1);parlamentar(1);deputado estadual(1);deputado do país(1);mentiroso profissional(1);deputado da esfera federal(1);eleito(1);s(1);funcionário do país(1);funcionário federal(1);corrupto(1);cargo público(1)
desfile_militar	desfile_militar	desfile/n_militar/a	desfile	militar	29	4.9655	0.1857	5.0000	0.0000	4.9310	0.2579	parada militar(9);desfile(5);marcha(4);marcha militar(4);demonstração militar(3);parada(2);desfile de militares(2);exibição militar(2);desfile dos militares(2);passeata(2);caminhada(2);desfile ufanista(2);passeata militar(1);caminhada militar(1);desfile patriótico(1);desfile do exército(1);apresentações(1);ensaio militar(1);apresentações de militares(1);parada do exercito(1);apresentação militar(1);desfile do exercito(1);marchinha(1);desfile policiais(1);exposição militar(1);passarela(1);desfile patriotico(1);marcha ordenada para o público(1);comemoração militar(1);a(1);desfile marcial(1);apresentação do exército(1);exibição(1);s(1);desfile patriota(1)
direito_humano	direitos_humanos	direito/n_humano/a	direitos	humanos	21	4.8095	0.5118	3.9524	1.2836	4.0476	1.0713	direitos básicos(3);direitos humanitários(2);direitos(2);direitos do homem(2);direitos fundamentais(2);direitos individuais(1);direito pessoal(1);direito das pessoas, em qualquer situação e local em que estejam(1);que todo humando mereçe por natureza(1);direitos univesais(1);direitos basicos(1);direitos do cidadão(1);s(1);ajuda aos humanos(1);leis de respeito pessoal(1);direitos e liberdades dos seres humanos(1);leis humanitárias(1);respeito a pessoa(1);dignidade humana(1);direitos universais(1);direitos humanitarios(1);direitos de vida(1);humanidade(1);direito à vida(1);respeito(1);direitos humanistas(1);garantias mínimas(1);a(1);direito a todos(1);direitos dos seres humanos(1);direitos basico de todo ser humano que existe, por exemplo, saude, abrigo, seguranca, etc (1);direitos de todos(1);direito de expressão(1);liberdades públicas(1);direito civil(1);direitos de tudo da classe humana(1);privilégios garantidos aos humanos(1)
disco_rígido	disco_rígido	disco/n_rígido/a	disco	rígido	38	3.5789	1.3076	3.3947	1.5861	2.8158	1.5041	hd(21);memória secundária(5);hdd(5);memoria(4);disco duro(3);winchester(2);armazenamento(2);memória permanente(2);memória(2);aparelho de armazenamento de dados(1);parte do computador(1);dispositivo de memória bruta(1);drive de armazenamento(1);drive(1);hardware(1);periférico(1);hard drive(1);dispositivo de armazentamento(1);memória rígida(1);sistema de armazenamento(1);memória física(1);memoria fisica(1);disco de armazenamento(1);computador(1);sata(1);disco de computador(1);local de armazenamento(1);que não é virtual(1);dispositivo para armazenamento de dados em um computador(1);equipamento eletrônico(1);periférico de estocagem(1);dispositivo de armazenamento(1);aramazenamento de memória do dispositivo eletrônico(1);disco de memória(1);hard disk drive(1);disco magnético(1);ssd(1);hard disk(1);parte do computador para armazenamento de dados(1);a(1);unidade de armazenamento(1);armazenador de dados(1);disco de armazenamento de dados em um computador(1);objeto, disco tangivel(1);memória interna(1);disco(1);memória de massa(1);armazenamento eletrônico(1);s(1)
disco_voador	disco_voador	disco/n_voador/a	disco	voador	35	2.9143	1.6516	4.7714	0.5470	3.0000	1.5146	ovni(19);nave espacial(7);ufo(6);objeto voador não identificado(5);nave extraterrestre(3);nave alienígena(3);nave alienigena(2);nave de et(2);espaçonave(2);nave(1);aliens(1);nave extra terrestre(1);objeto não identificado(1);objeto do espaço(1);nave de extra terrestres(1);objeto não terrestre(1);objeto voador associado a extraterrestres(1);objeto voador em forma de disco(1);alienígenas(1);espacionave alienígena(1);naves espaciais(1);vida extra terrestre(1);espaçonave alienigena(1);extra terrestre(1);nave espacial extra terrestre(1);disco alienígena(1);e t(1);objeto voador não indentificado(1);óvni(1);a(1);ovnis(1);disco(1);s(1);aeronave alien(1);nave espacial alienígena(1);transporte de seres extra terrestres(1);naves alienígenas(1)
efeito_especial	efeitos_especiais	efeito/n_especial/a	efeitos	especiais	28	4.4286	0.6341	3.1786	1.1880	3.4286	1.1031	efeitos(3);computação gráfica(3);efeitos visuais(3);efeito visual(3);cg(2);cgi(2);aplicação especial(1);efeito digitalizado(1);técnicas de gravação(1);efeito digital(1);animações(1);truque(1);efeitos produzidos por computadores(1);efeitos de computador(1);ilusão de ótica(1);efeito exclusivo(1);efeito cinematográfico(1);efeitos adicionados a filmes(1);efeitos que não é comum(1);efeitos computacionais(1);artifícios especiais(1);produção visual(1);computação grafica(1);pós produção(1);efeitos magicos(1);simulações visuais(1);efeito optico(1);sfx(1);ficção(1);fx(1);efeitos extraordinarios(1);efeito(1);efeitos gráficos(1);efeitos gerados por computadores(1);efeitos artificiais(1);a(1);efeitos ficticios(1);efeitos extravagantemente diferenciados(1);efeitos práticos(1);spfx(1);ilusão impactante(1);efeitos de vídeo(1);efeito computadorizado(1);s(1);efeitos cinematográficos(1);efeitos digitais bem trabalhados(1);algo que é alterado em um trabalho cinematográfico(1);alterações na imagem por computação(1);ilusão(1)
elefante_branco	elefante_branco	elefante/n_branco/a	elefante	branco	26	0.0769	0.2717	0.0769	0.2717	0.1538	0.3679	inútil(7);custoso(2);construção inútil(2);sem utilidade(2);obra inútil(2);supérfluo(1);negócios dispendiosos(1);algo valioso e inutil(1);algo bizarro(1);presente inútil(1);construções sem proposito após certo tempo(1);desperdício(1);obras obsoletas eventualmente(1);perda de dinheiro(1);obras sem utilidade(1);algo valioso(1);gasto desnecessario(1);incumbencia(1);muito diferentemente errado(1);fútil(1);caro e inútil(1);projetos inúteis(1);presente grego(1);negócios caros(1);lugares abandonados(1);supervalorizado(1);lugar sem uso(1);lugares não usados(1);difícil de manter(1);a(1);s(1);tranqueira(1);encalhe(1);desnecessário(1);sem finalidade(1);sem propósito(1);dinheiro jogado fora(1);algo que não vale a pena o investimento(1);valioso(1);obra sem utilidade(1);sem proveito(1);obra custosa(1);enorme e inútil(1);caro de se manter(1)
escada_rolante	escada_rolante	escada/n_rolante/a	escada	rolante	22	4.8182	0.3948	3.7273	0.9351	3.8636	0.8335	escada automática(8);escada(7);elevador(4);escada automatica(2);escada elétrica(2);escada mecânica(2);esteira rolante(2);escada automatizada(2);rolante(1);conjunto de degraus com rolamento automático(1);escada que se move(1);escada movimentada(1);escada que anda(1);elevador rolante(1);escada mecanizada(1);escada ascendente(1);degraus moveis(1);escada eletricamente funcional(1);escada que sobe ou desce automaticamente(1);a(1);escada de shopping(1);escadas automáticas(1);escadaria(1);escada com movimento(1);escada motorizada(1);s(1)
estrela_cadente	estrela_cadente	estrela/n_cadente/a	estrela	cadente	26	2.6923	1.9752	3.6923	1.3197	2.5000	1.9026	meteoro(14);meteorito(8);estrela(4);cometa(2);corpo celeste(2);estrela que se move(1);fenômeno astronômico(1);caem do céu(1);traço no céu(1);estrelinhas(1);asteróides(1);fenômeno atmosférico(1);estrela ligeira(1);meteoroide(1);estrela brilhante(1);fenômeno espacial(1);rocha(1);objeto incinerado(1);aerolito(1);estrela veloz(1);fenômeno natural(1);estrela guia(1);estrela incandecente(1);meteoros(1);meteoro se desintegrando(1);meteorito que ão entrar na atmosfera se torna incandescente(1);a(1);meteoritos(1);s(1);estrela que está caindo(1);estrela que cai(1)
exame_clínico	exame_clínico	exame/n_clínico/a	exame	clínico	29	5.0000	0.0000	4.7241	0.5914	4.7586	0.6356	exame médico(14);exame(6);consulta(3);consulta médica(3);exame laboratorial(2);check up(2);averiguação clinica(1);teste laboratorial(1);diagnostico(1);teste de saude(1);exame feito em clínica(1);avaliação(1);check up clinico(1);anamnese(1);examinação clinica(1);exame feito em uma clinica(1);análise(1);exame hospitalar(1);análise médica(1);inspeção médica(1);investigação(1);exame corporal(1);exame de saúde(1);raio x(1);avaliação do paciente(1);exame detalhado(1);exame do médico(1);pesquisa(1);avaliação do corpo(1);diagnóstico(1);radiografia(1);a(1);triagem(1);avaliação médica(1);exame em clinica(1);aferição(1);verificação médica(1);procedimento clínico(1);exame feito por um clinico(1);s(1);inspeção clínica(1);autópsia(1);exame de doença(1)
exame_laboratorial	exames_laboratoriais	exame/n_laboratorial/a	exames	laboratoriais	31	5.0000	0.0000	4.8710	0.4275	4.9032	0.3962	exame de laboratório(10);teste laboratorial(6);exame médico(5);exame(5);exame clínico(3);exame de sangue(3);testes de laboratório(2);exames(2);exame de laboratorio(2);pesquisa empirica(2);exame feito em laboratório(2);exame medico(1);exames do corpo(1);coleta de fluídos(1);exame feito em laboratorio(1);exames realizados em um laboratório(1);exames médicos(1);análise de laboratório(1);exames de laboratório(1);análise(1);analise de laboratorio(1);pesquisa laboratorial(1);exame em laboratório(1);testes(1);averiguação(1);teste(1);teste de laboratorio(1);análise laboratorial(1);a(1);exame de saude(1);investigação laboratorial(1);exame pericial(1);s(1);teste de laboratório(1);análise clínica(1);revisão médica(1)
farinha_integral	farinha_integral	farinha/n_integral/a	farinha	integral	25	5.0000	0.0000	4.6000	0.5774	4.8000	0.4082	farinha(7);farinha não processada(4);farinha não refinada(4);farinha de trigo integral(3);farinha que é integral(2);farinha bruta(2);farinha que não é branca(2);farinha escura(2);farinha que não foi refinada(1);farinha nutritiva(1);farofa integral(1);farinha de grãos(1);farinha menos processada(1);farinha de trigo(1);arroz integral(1);farinha sem calorias(1);farinha de mandioca(1);farinha não pura(1);farinha inalterada(1);farinha de centeio(1);farinha rica(1);íntegro(1);a(1);farinha com fibras(1);farinha grossa(1);farinha que ainda contem suas propriedades naturais(1);farinha inteira(1);farinha organica(1);farinha de grão inteiro(1);farinha natural(1);farinha orgânica(1);s(1);farinha pura(1)
febre_amarelo	febre_amarela	febre/n_amarelo/a	febre	amarela	24	4.1667	0.9631	1.2917	1.1602	1.5000	1.1421	doença(13);febre(7);virose(2);flavivírus(2);dengue(2);doença infecciosa(2);efemeridade(1);chikungunya(1);doença do tropico(1);doença transmitida por mosquito(1);epidemia(1);malária(1);enfermo(1);vírus da febre amarela(1);infecção(1);doença viral(1);febre da ásia(1);gripe(1);amarelão(1);doença tropical(1);febre asiática(1);febre do tropico(1);aedes aegypti(1);a(1);vírose(1);s(1);febre viral(1)
ficha_limpo	ficha_limpa	ficha/n_limpo/a	ficha	limpa	30	3.3333	1.1547	3.1333	1.0743	3.0333	1.0662	honesto(6);inocente(3);sem antecedentes criminais(3);sem crimes(2);honestidade(2);sem histórico criminal(2);histórico limpo(2);sem culpa(1);dignidade(1);sem precendentes criminais(1);sem maus comportamentos(1);pessoa idonea(1);não cometer crimes(1);sem crimes cometidos(1);sem crime(1);histórico livre de problemas graves(1);histórico sem corrupção(1);passado sem crime(1);ficha zerada(1);ficha sem erros(1);possuir uma ficha criminal limpa(1);sem dividas com a justiça(1);bom samaritano(1);transparência(1);ficha imaculada(1);incólume(1);bom histórico(1);comprovação de idoneidade(1);a(1);passado limpo(1);não corrupto(1);passado sem crimes(1);sem passagem(1);s(1);incorruptível(1);ficha de antecendentes de corrupão de um político(1);ficha sem crimes(1);não estar devendo(1);histórico criminal limpo(1);idoneidade(1);conduta sem condenação(1);sem acusações(1);não possuir envolvimento com corrupção(1);sem crimes pregressos(1);passado sem irregularidades(1);idôneo(1);cadastro criminal virgem(1);não estar sendo investigado criminalmente(1);llista de atos corruptos de um político(1)
fila_indiano	fila_indiana	fila/n_indiano/a	fila	indiana	30	4.9000	0.3051	0.5000	0.7768	1.1333	1.0743	fila(12);atrás do outro(6);fila reta(4);fila única(4);fila ordenada(2);linha(2);em sequência ordenada(1);fila sequencial(1);fila de pessoas(1);atras do outro(1);enfileiramento(1);fila unica(1);fila singular(1);organização linear(1);pessoas em linha reta(1);fileira(1);fila em linha reta(1);enfileirar(1);filinha(1);enfileirados(1);fila coordenada(1);enfileirado(1);série de pessoas colocadas umas atrás das outras(1);fila com pessoas uma atras da outra(1);fila por ordem de tamanho(1);espera(1);linha ordenada(1);a(1);bicha(1);fila perfeitamente normal(1);linha reta(1);só uma fila(1);fila duplamente encadeada(1);fila em linha(1);s(1);fila organizada(1);alinhamento(1);fila linear(1)
fio_condutor	fio_condutor	fio/n_condutor/a	fio	condutor	25	1.3200	1.0693	3.4800	1.2288	1.8400	1.2138	tema principal(6);ligação(4);razão(2);trama(2);linha guia(2);tema(2);linha principal(1);encadeamento(1);ponte(1);coesão(1);referência(1);aquele que conduz algo(1);fio de ligação(1);mais importate(1);ideia principal(1);que conduz algum pensamento, conduta, atitude(1);pilar central(1);linha de pensamento(1);carro chefe(1);guia(1);principal(1);elo(1);rumo(1);foco(1);elemento principal(1);que facilita o entendimento de alguma coisa, esclarece, especifica(1);linha condutora(1);que conduz(1);enredo(1);a(1);roteiro principal(1);assunto(1);comandante(1);fio terra(1);fio elétrico(1);ordem(1);pontos em comum(1);condutor(1);fio da meada(1);temática(1);meio de conexão(1);conexão(1);aquele que é o principal para algo(1);s(1);líder(1);linha que determina a ideia central de alguma coisa(1);raciocínio(1)
força_bruto	força_bruta	força/n_bruto/a	força	bruta	37	3.6216	1.2985	3.8649	0.9476	3.3784	1.0369	violência(9);força(7);ignorância(4);violencia(4);brutalidade(3);muita força(3);força pura(3);agressividade(2);força física(2);hostilidade(1);solução imediatista(1);algo forte demais(1);uso de força sem consideração por outras soluções(1);trabalho manual(1);violento(1);repressão(1);potência bruta(1);abuso da força(1);agir(1);burrice(1);trabalho braçal(1);superioridade marcial(1);teste de tudo(1);tentativa e erro(1);atitude baseada exclusivamente na força(1);tentativas exaustivas(1);não pensar(1);agressão(1);autoridade(1);rudez(1);truculência(1);selvageria(1);força contra a vontade(1);ação que não requer inteligência(1);intransigência(1);poder bruto(1);na marra(1);resposta violenta(1);força feroz(1);força massiva(1);com as proprias maos(1);sem pensar(1);força fisica(1);abuso físico(1);aplicação de força sem planejamento(1);virilidade(1);a(1);agir sem pensar(1);punho(1);irracionalidade(1);teimosia(1);uso singular de uma estratégia(1);s(1);ação sem pensar(1);barbarie(1);com os músculos(1);pressão(1);opressão(1);pouco inteligente(1)
gato_pingado	gatos_pingados	gato/n_pingado/a	gatos	pingados	33	0.0000	0.0000	0.1515	0.3641	0.0000	0.0000	poucas pessoas(11);pouco(6);pouca gente(5);poucos(5);pessoas(4);pessoa(4);participantes(2);público pequeno(2);poucos presentes(2);quase nada(2);pouca quantidade(2);escassas pessoas(1);pessoas aleatórias(1);poucos viventes(1);quase ninguém(1);número reduzido(1);grupo com baixo número de participantes(1);algo em baixo número(1);míseros(1);participante(1);zé ninguens(1);público(1);minoria(1);pequena quantidade(1);público escasso(1);vivente(1);café(1);sem importancia(1);quórum baixo(1);inuteis(1);a(1);pouco numero(1);algum(1);número pequeno de indivíduos(1);s(1);grupo pequeno(1);número irrisório de pessoas(1);quase ninguem(1)
