WorkerId	ID	Input.compound	Answer.Qhead	Answer.Qmodifier	Answer.Qheadmodifier	equivalents	Input.noun	Input.modifier	Input.nounlemma	Input.modifierlemma	Input.order	AssignmentStatus
cordeiro737444	29	caixeiro viajante	4	5	4	vendedor - vendedor ambulante	caixeiro	viajante	caixeiro	viajante	NA	Approved
cordeiro737444	30	câmara fria	5	5	5	frigorífico - refrigerador	câmara	fria	câmara	frio	NA	Approved
cordeiro737444	31	carne branca	5	4	4	alimento - carne	carne	branca	carne	branco	NA	Approved
cordeiro737444	32	carne vermelha	5	4	4	carne - carne bovina	carne	vermelha	carne	vermelho	NA	Approved
cordeiro737444	33	carro-forte	4	4	4	carro - carro blindado	carro	forte	carro	forte	NA	Approved
cordeiro737444	34	carta aberta	4	4	4	carta - manifesto	carta	aberta	carta	aberto	NA	Approved
cordeiro737444	35	centro comercial	1	4	2	shopping - shopping center	centro	comercial	centro	comercial	NA	Approved
cordeiro737444	36	centro espírita	4	5	5	casa de espiritismo - casa espírita	centro	espírita	centro	espírita	NA	Approved
cordeiro737444	37	cerca viva	2	5	3	arbusto - planta	cerca	viva	cerca	vivo	NA	Approved
cordeiro737444	38	céu aberto	3	4	3	ar livre - exposto	céu	aberto	céu	aberto	NA	Approved
cordeiro737444	39	cheiro-verde	3	5	3	salsa e cebolinha - salsinha e cebolinha	cheiro	verde	cheiro	verde	NA	Approved
cordeiro737444	40	circuito integrado	4	1	2	chip - microchip	circuito	integrado	circuito	integrado	NA	Approved
cordeiro737444	41	círculo vicioso	3	4	3	ciclo - ciclo vicioso	círculo	vicioso	círculo	vicioso	NA	Approved
cordeiro737444	42	círculo virtuoso	3	5	3	ciclo - ciclo virtuoso - processo auto-alimentador	círculo	virtuoso	círculo	virtuoso	NA	Approved
cordeiro737444	43	classe executiva	3	2	3	classe de negócios - primeira classe	classe	executiva	classe	executivo	NA	Approved
cordeiro737444	44	colégio militar	5	5	5	colégio - escola	colégio	militar	colégio	militar	NA	Approved
cordeiro737444	45	coluna social	4	2	3	coluna de fofocas - fofoca	coluna	social	coluna	social	NA	Approved
cordeiro737444	46	comida caseira	5	5	5	comida - comida feita em casa	comida	caseira	comida	caseiro	NA	Approved
cordeiro737444	47	companhia aérea	5	3	4	companhia de aviação - empresa de aviação	companhia	aérea	companhia	aéreo	NA	Approved
cordeiro737444	48	conta-corrente	4	2	3	conta - conta em banco	conta	corrente	conta	corrente	NA	Approved
cordeiro737444	49	coração partido	2	2	2	sofrimento - tristeza	coração	partido	coração	partido	NA	Approved
cordeiro737444	50	corda bamba	2	2	2	situação de risco - situação delicada	corda	bamba	corda	bambo	NA	Approved
cordeiro737444	51	cordas vocais	2	5	3	laringe - pregas vocais	cordas	vocais	corda	vocal	NA	Approved
cordeiro737444	52	curto-circuito	2	2	2	choque - curto	circuito	curto	circuito	curto	AN	Approved
cordeiro737444	53	deputado federal	5	5	5	deputado - legislador - político - representante	deputado	federal	deputado	federal	NA	Approved
cordeiro737444	54	desfile militar	5	5	5	desfile - desfile de militares	desfile	militar	desfile	militar	NA	Approved
cordeiro737444	55	direitos humanos	5	5	5	direitos - direitos fundamentais	direitos	humanos	direito	humano	NA	Approved
cordeiro737444	56	disco rígido	4	1	1	HD - memória secundária	disco	rígido	disco	rígido	NA	Approved
cordeiro737444	57	disco voador	4	5	4	OVNI - UFO	disco	voador	disco	voador	NA	Approved
cordeiro737444	58	efeitos especiais	5	2	3	efeito - efeito visual	efeitos	especiais	efeito	especial	NA	Approved
cordeiro737444	59	elefante branco	0	0	0	dinheiro jogado fora - perda de dinheiro	elefante	branco	elefante	branco	NA	Approved
cordeiro737444	60	escada rolante	5	4	4	escada - esteira rolante	escada	rolante	escada	rolante	NA	Approved
cordeiro737444	61	estrela cadente	3	5	3	fenômeno atmosférico - meteoro	estrela	cadente	estrela	cadente	NA	Approved
cordeiro737444	62	exame clínico	5	5	5	diagnóstico - exame	exame	clínico	exame	clínico	NA	Approved
cordeiro737444	63	exames laboratoriais	5	5	5	exame - exame de laboratório	exames	laboratoriais	exame	laboratorial	NA	Approved
cordeiro737444	64	farinha integral	5	5	5	farinha - farinha de trigo integral	farinha	integral	farinha	integral	NA	Approved
cordeiro737444	65	febre amarela	4	0	2	doença - febre	febre	amarela	febre	amarelo	NA	Approved
cordeiro737444	66	ficha limpa	2	3	3	comprovação de idoneidade - idoneidade	ficha	limpa	ficha	limpo	NA	Approved
cordeiro737444	67	fila indiana	5	1	3	enfileiramento - fila	fila	indiana	fila	indiano	NA	Approved
cordeiro737444	68	fio condutor	1	4	2	ideia principal - tema principal	fio	condutor	fio	condutor	NA	Approved
cordeiro737444	69	força bruta	5	5	5	agressão - força	força	bruta	força	bruto	NA	Approved
cordeiro737444	70	gatos-pingados	0	0	0	pessoas - poucas pessoas	gatos	pingados	gato	pingado	NA	Approved
cordeiro737444	71	gelo-seco	4	3	3	CO2 - gás carbônico congelado	gelo	seco	gelo	seco	NA	Approved
cordeiro737444	72	golpe baixo	3	2	2	ataque inescrupuloso - covardia	golpe	baixo	golpe	baixo	NA	Approved
cordeiro737444	73	governo federal	5	5	5	governo - poder federal	governo	federal	governo	federal	NA	Approved
cordeiro737444	74	gripe aviária	4	5	5	gripe do frango - influenza aviária	gripe	aviária	gripe	aviário	NA	Approved
cordeiro737444	75	gripe suína	4	5	4	gripe A - H1N1 - influenza suína	gripe	suína	gripe	suíno	NA	Approved
cordeiro737444	76	guarda-florestal	5	3	4	guarda - guarda ambiental	guarda	florestal	guarda	florestal	NA	Approved
cordeiro737444	77	jogo duro	1	4	2	dificuldade - dureza	jogo	duro	jogo	duro	NA	Approved
cordeiro737444	78	juízo final	4	5	4	julgamento final - último julgamento	juízo	final	juízo	final	NA	Approved
cordeiro737444	79	leite integral	5	4	4	leite - leite normal	leite	integral	leite	integral	NA	Approved
cordeiro737444	80	lista negra	3	1	2	considerado indesejado - mira	lista	negra	lista	negro	NA	Approved
cordeiro737444	81	livre-docente	5	0	3	docente - professor	docente	livre	docente	livre	AN	Approved
cordeiro737444	82	livro aberto	1	1	1	conhecido - exposto	livro	aberto	livro	aberto	NA	Approved
cordeiro737444	83	longa data	3	5	3	anos - muito tempo	data	longa	data	longo	AN	Approved
cordeiro737444	84	longa-metragem	5	4	4	filme - obra cinematográfica	metragem	longa	metragem	longo	AN	Approved
cordeiro737444	85	lua cheia	4	4	3	lua plena - plenilúnio	lua	cheia	lua	cheio	NA	Approved
cordeiro737444	86	lua nova	4	1	2	lua na fase nova - novilúnio	lua	nova	lua	novo	NA	Approved
cordeiro737444	87	lugar-comum	0	3	1	chavão - clichê	lugar	comum	lugar	comum	NA	Approved
cordeiro737444	88	má-fé	1	5	2	deslealdade - maldade	fé	má	fé	mau	AN	Approved
cordeiro737444	89	magia negra	5	1	3	bruxaria - magia - maldição	magia	negra	magia	negro	NA	Approved
cordeiro737444	90	mão-fechada	0	1	1	avarento - mão-de-vaca	mão	fechada	mão	fechado	NA	Approved
cordeiro737444	91	máquina virtual	3	5	4	emulador - interpretador	máquina	virtual	máquina	virtual	NA	Approved
cordeiro737444	92	mar aberto	5	3	4	alto mar - mar costeiro	mar	aberto	mar	aberto	NA	Approved
cordeiro737444	93	maré alta	5	5	5	maré cheia - maré enchente	maré	alta	maré	alto	NA	Approved
cordeiro737444	94	maré baixa	5	5	5	baixa-mar - maré vazante	maré	baixa	maré	baixo	NA	Approved
cordeiro737444	95	massa cinzenta	1	3	2	matéria cinzenta - neurônios	massa	cinzenta	massa	cinzento	NA	Approved
cordeiro737444	96	mau contato	4	4	3	fio solto - problema	contato	mau	contato	mau	AN	Approved
cordeiro737444	97	mau-humor	5	5	4	irritabilidade - irritação	humor	mau	humor	mau	AN	Approved
cordeiro737444	98	mau-olhado	3	5	4	inveja - maldição	olhado	mau	olhado	mau	AN	Approved
cordeiro737444	99	mercado negro	4	1	3	contrabando - mercado ilegal	mercado	negro	mercado	negro	NA	Approved
cordeiro737444	100	mesa-redonda	2	3	2	conversa - debate	mesa	redonda	mesa	redondo	NA	Approved
cordeiro737444	101	montanha-russa	2	1	1	atração - diversão	montanha	russa	montanha	russo	NA	Approved
cordeiro737444	102	navio negreiro	5	5	5	navio - navio tumbeiro	navio	negreiro	navio	negreiro	NA	Approved
cordeiro737444	103	nó cego	5	0	3	nó - nó apertado	nó	cego	nó	cego	NA	Approved
cordeiro737444	104	novo mundo	4	5	4	mundo diferente - mundo novo	mundo	novo	mundo	novo	AN	Approved
cordeiro737444	105	novo-rico	5	4	4	recém-ricos - ricos	rico	novo	rico	novo	AN	Approved
cordeiro737444	106	núcleo atômico	5	5	5	núcleo de átomo - prótons e nêutrons	núcleo	atômico	núcleo	atômico	NA	Approved
cordeiro737444	107	olho gordo	3	1	1	inveja - maldição - mau-olhado	olho	gordo	olho	gordo	NA	Approved
cordeiro737444	108	olho mágico	3	1	1	visor - visor para porta	olho	mágico	olho	mágico	NA	Approved
cordeiro737444	109	olho nu	5	3	4	olho humano - vista de todos	olho	nu	olho	nu	NA	Approved
cordeiro737444	110	ônibus executivo	5	2	3	ônibus - ônibus convencional - ônibus leito	ônibus	executivo	ônibus	executivo	NA	Approved
cordeiro737444	111	ovelha negra	0	1	1	diferente - não-conformista	ovelha	negra	ovelha	negro	NA	Approved
cordeiro737444	112	pão-duro	0	1	0	mão fechada - mão-de-vaca - mesquinho	pão	duro	pão	duro	NA	Approved
cordeiro737444	113	papel higiênico	4	5	4	papel - papel sanitário	papel	higiênico	papel	higiênico	NA	Approved
cordeiro737444	114	paraíso fiscal	2	5	3	refúgio fiscal - Suíça	paraíso	fiscal	paraíso	fiscal	NA	Approved
cordeiro737444	115	pastor alemão	4	0	2	cachorro - cão pastor	pastor	alemão	pastor	alemão	NA	Approved
cordeiro737444	116	pau-mandado	0	3	1	controlado - obediente	pau	mandado	pau	mandado	NA	Approved
cordeiro737444	117	pavio curto	1	1	1	irritabilidade - sangue quente	pavio	curto	pavio	curto	NA	Approved
cordeiro737444	118	pé quente	0	1	0	pessoa sortuda - sortudo	pé	quente	pé	quente	NA	Approved
cordeiro737444	119	pé-direito	0	0	0	altura - altura até o teto	pé	direito	pé	direito	NA	Approved
cordeiro737444	120	pé-frio	0	1	0	azarado - sem sorte	pé	frio	pé	frio	NA	Approved
cordeiro737444	121	pente fino	0	0	0	análise - análise detalhada - análise minuciosa	pente	fino	pente	fino	NA	Approved
cordeiro737444	122	peso morto	2	1	1	fardo inútil - inútil	peso	morto	peso	morto	NA	Approved
cordeiro737444	123	planta baixa	4	0	1	mapa - planta	planta	baixa	planta	baixo	NA	Approved
cordeiro737444	124	poção mágica	5	5	5	poção - poção milagrosa	poção	mágica	poção	mágico	NA	Approved
cordeiro737444	125	pólo-aquático	1	5	3	futebol aquático - water-polo	pólo	aquático	pólo	aquático	NA	Approved
cordeiro737444	126	ponto cego	4	3	3	ângulo morto - área sem visibilidade	ponto	cego	ponto	cego	NA	Approved
cordeiro737444	127	ponto forte	2	4	3	forte - qualidade	ponto	forte	ponto	forte	NA	Approved
cordeiro737444	128	ponto fraco	3	4	4	defeito - problema	ponto	fraco	ponto	fraco	NA	Approved
cordeiro737444	129	prato feito	3	2	3	marmita - prato pronto	prato	feito	prato	feito	NA	Approved
cordeiro737444	130	primeira infância	5	2	3	infância - primeiros anos de vida	infância	primeira	infância	primeiro	AN	Approved
cordeiro737444	131	primeira mão	0	4	0	inédito - informação direta	mão	primeira	mão	primeiro	AN	Approved
cordeiro737444	132	primeira necessidade	5	4	4	necessidades - necessidades básicas	necessidade	primeira	necessidade	primeiro	AN	Approved
cordeiro737444	133	primeira-dama	3	1	2	esposa - esposa de governante	dama	primeira	dama	primeiro	AN	Approved
cordeiro737444	134	primeiro ministro	5	4	4	premiê - premier	ministro	primeiro	ministro	primeiro	AN	Approved
cordeiro737444	135	primeiro plano	1	4	1	foco - plano principal	plano	primeiro	plano	primeiro	AN	Approved
cordeiro737444	136	príncipe encantado	2	3	2	homem ideal - homem perfeito	príncipe	encantado	príncipe	encantado	NA	Approved
cordeiro737444	137	processo seletivo	4	5	4	concurso - exame	processo	seletivo	processo	seletivo	NA	Approved
cordeiro737444	138	pronto-socorro	2	0	1	hospital - PA - pronto-atendimento	socorro	pronto	socorro	pronto	AN	Approved
cordeiro737444	139	puro-sangue	2	5	3	de raça pura - de sangue puro	sangue	puro	sangue	puro	AN	Approved
cordeiro737444	140	quadro-negro	5	3	3	quadro - quadro verde	quadro	negro	quadro	negro	NA	Approved
cordeiro737444	141	queda livre	5	1	3	queda - queda constante	queda	livre	queda	livre	NA	Approved
cordeiro737444	142	quinta categoria	3	1	2	baixa qualidade - porcaria	categoria	quinta	categoria	quinto	AN	Approved
cordeiro737444	143	rede social	4	5	3	rede - website	rede	social	rede	social	NA	Approved
cordeiro737444	144	regime político	3	5	4	regime de governo - sistema de governo	regime	político	regime	político	NA	Approved
cordeiro737444	145	relógio analógico	5	4	5	relógio - relógio de ponteiro	relógio	analógico	relógio	analógico	NA	Approved
cordeiro737444	146	relógio biológico	4	5	4	ciclo circadiano - ritmo circadiano	relógio	biológico	relógio	biológico	NA	Approved
cordeiro737444	147	reta final	2	5	3	etapa final - parte final - última parte	reta	final	reta	final	NA	Approved
cordeiro737444	148	roda gigante	4	4	4	atração - roda panorâmica	roda	gigante	roda	gigante	NA	Approved
cordeiro737444	149	roleta russa	1	0	0	aleatoriedade - jogo de azar	roleta	russa	roleta	russo	NA	Approved
cordeiro737444	150	saia justa	0	1	0	situação chata - situação constangedora	saia	justa	saia	justo	NA	Approved
cordeiro737444	151	sala cirúrgica	5	5	5	sala de cirurgia - sala de operação	sala	cirúrgica	sala	cirúrgico	NA	Approved
cordeiro737444	152	salão paroquial	5	5	5	salão - salão da igreja	salão	paroquial	salão	paroquial	NA	Approved
cordeiro737444	153	sangue azul	2	0	1	sangue nobre - sangue real	sangue	azul	sangue	azul	NA	Approved
cordeiro737444	154	sangue frio	0	1	1	cruel - sem piedade	sangue	frio	sangue	frio	NA	Approved
cordeiro737444	155	sangue quente	1	1	1	esquentado - irritabilidade - raiva	sangue	quente	sangue	quente	NA	Approved
cordeiro737444	156	secretária eletrônica	2	5	3	caixa postal de voz - correio de voz	secretária	eletrônica	secretário	eletrônico	NA	Approved
cordeiro737444	157	segundas intenções	5	2	3	dúbias intenções - intenções dúbias - malícia	intenções	segundas	intenção	segundo	AN	Approved
cordeiro737444	158	segundo plano	0	2	0	baixa prioridade - pouca consideração	plano	segundo	plano	segundo	AN	Approved
cordeiro737444	159	sentença judicial	5	5	5	julgamento - sentença	sentença	judicial	sentença	judicial	NA	Approved
cordeiro737444	160	sétima arte	4	1	2	cinema - cinematografia	arte	sétima	arte	sétimo	AN	Approved
cordeiro737444	161	sexto sentido	4	1	3	intuição - percepção extra-sensorial	sentido	sexto	sentido	sexto	AN	Approved
cordeiro737444	162	sinal verde	2	2	2	aceite - aprovação	sinal	verde	sinal	verde	NA	Approved
cordeiro737444	163	sistema político	5	5	5	forma de governo - sistema de governo	sistema	político	sistema	político	NA	Approved
cordeiro737444	164	tapete vermelho	4	5	4	tapete - tapete de cerimônia	tapete	vermelho	tapete	vermelho	NA	Approved
cordeiro737444	165	tartaruga-marinha	5	5	5	cágado - tartaruga	tartaruga	marinha	tartaruga	marinho	NA	Approved
cordeiro737444	166	tela plana	5	5	5	tela de plasma - tela LCD	tela	plana	tela	plano	NA	Approved
cordeiro737444	167	tempo real	4	1	2	instantaneamente - instantâneo	tempo	real	tempo	real	NA	Approved
cordeiro737444	168	terceira idade	3	2	2	idade avançada - idosos	idade	terceira	idade	terceiro	AN	Approved
cordeiro737444	169	terceira pessoa	4	2	3	narrador onisciente - terceira pessoa gramatical	pessoa	terceira	pessoa	terceiro	AN	Approved
cordeiro737444	170	tiro livre	1	1	1	batida de falta - chute - cobrança de falta	tiro	livre	tiro	livre	NA	Approved
cordeiro737444	171	trabalho braçal	5	4	4	trabalho físico - trabalho manual	trabalho	braçal	trabalho	braçal	NA	Approved
cordeiro737444	172	trabalho escravo	5	5	5	trabalho em condições degradantes - trabalho forçado	trabalho	escravo	trabalho	escravo	NA	Approved
cordeiro737444	173	vaca louca	2	1	2	encefalopatia espongiforme bovina - encefalopatia espongiforme do gado	vaca	louca	vaca	louco	NA	Approved
cordeiro737444	174	vinho branco	5	3	4	bebida - vinho	vinho	branco	vinho	branco	NA	Approved
cordeiro737444	175	vinho tinto	5	2	3	bebida - vinho	vinho	tinto	vinho	tinto	NA	Approved
cordeiro737444	176	vista grossa	2	0	0	fingir que não vê - ignorar	vista	grossa	vista	grosso	NA	Approved
cordeiro737444	177	viva voz	3	2	2	oralmente - verbalmente	voz	viva	voz	vivo	AN	Approved
cordeiro737444	178	vôo doméstico	5	2	3	voo local - voo nacional	vôo	doméstico	vôo	doméstico	NA	Approved
cordeiro737444	179	vôo internacional	5	5	5	voo - voo com destino internacional	vôo	internacional	vôo	internacional	NA	Approved
cordeiro737444	180	voto secreto	5	5	5	sufrágio secreto - voto fechado	voto	secreto	voto	secreto	NA	Approved
costa-go563126	5	água mineral	5	4	5	água - garrafa d'água	água	mineral	água	mineral	NA	Approved
costa-go563126	6	alarme falso	4	4	3	engano - erro	alarme	falso	alarme	falso	NA	Approved
costa-go563126	8	alta temporada	5	2	3	alta estação - período de férias	temporada	alta	temporada	alto	AN	Approved
costa-go563126	12	amigo oculto	3	4	3	Amigo secreto - troca de presentes	amigo	oculto	amigo	oculto	NA	Approved
costa-go563126	16	ar condicionado	1	3	2	Condicionador de ar - Refrigerador de ambiente	ar	condicionado	ar	condicionado	NA	Approved
costa-go563126	17	ar livre	1	2	1	ambiente aberto - área descoberta	ar	livre	ar	livre	NA	Approved
costa-go563126	19	ato falho	4	1	2	confusão - engano	ato	falho	ato	falho	NA	Approved
costa-go563126	21	batata-doce	5	3	4	batata - batata baroa	batata	doce	batata	doce	NA	Approved
costa-go563126	22	bebida alcoólica	5	5	5	Álcool - Birita - Goró	bebida	alcoólica	bebida	alcoólico	NA	Approved
costa-go563126	24	braço direito	2	2	2	ajudante - assecla	braço	direito	braço	direito	NA	Approved
costa-go563126	25	buraco negro	1	3	1	grande força gravitacional - objeto massivo	buraco	negro	buraco	negro	NA	Approved
costa-go563126	28	caixa-preta	5	1	3	gravador - registro de cabine	caixa	preta	caixa	preto	NA	Approved
costa-go563126	32	carne vermelha	5	4	4	carne - carne bovina	carne	vermelha	carne	vermelho	NA	Approved
costa-go563126	34	carta aberta	4	3	4	aviso - comunicado	carta	aberta	carta	aberto	NA	Approved
costa-go563126	36	centro espírita	3	3	3	igreja - templo	centro	espírita	centro	espírita	NA	Approved
costa-go563126	38	céu aberto	2	3	2	ar livre - área não coberta	céu	aberto	céu	aberto	NA	Approved
costa-go563126	40	circuito integrado	5	4	4	Chip - Placa	circuito	integrado	circuito	integrado	NA	Approved
costa-go563126	41	círculo vicioso	2	2	2	ciclo de erros - ouroboros	círculo	vicioso	círculo	vicioso	NA	Approved
costa-go563126	43	classe executiva	5	1	3	classe - primeira classe	classe	executiva	classe	executivo	NA	Approved
costa-go563126	48	conta-corrente	5	3	3	Conta - Conta bancária	conta	corrente	conta	corrente	NA	Approved
costa-go563126	49	coração partido	1	2	1	profundamente desapontado - sentimento ferido	coração	partido	coração	partido	NA	Approved
costa-go563126	50	corda bamba	0	1	1	situação delicada - zona de risco	corda	bamba	corda	bambo	NA	Approved
costa-go563126	51	cordas vocais	2	4	3	garganta - Voz	cordas	vocais	corda	vocal	NA	Approved
costa-go563126	52	curto-circuito	4	1	3	choque - problema elétrico	circuito	curto	circuito	curto	AN	Approved
costa-go563126	53	deputado federal	5	5	5	deputado - político	deputado	federal	deputado	federal	NA	Approved
costa-go563126	55	direitos humanos	5	2	1	Direitos - Direitos universais	direitos	humanos	direito	humano	NA	Approved
costa-go563126	58	efeitos especiais	3	1	2	efeitos gráficos - efeitos visuais	efeitos	especiais	efeito	especial	NA	Approved
costa-go563126	60	escada rolante	5	4	4	elevador - Escada	escada	rolante	escada	rolante	NA	Approved
costa-go563126	64	farinha integral	5	4	5	farinha - farinha de trigo	farinha	integral	farinha	integral	NA	Approved
costa-go563126	66	ficha limpa	2	1	2	honesto - sem antecedentes criminais	ficha	limpa	ficha	limpo	NA	Approved
costa-go563126	68	fio condutor	5	5	5	Cabo - Fio - Fio elétrico	fio	condutor	fio	condutor	NA	Approved
costa-go563126	71	gelo-seco	2	2	2	fumaça artificial - produto químico	gelo	seco	gelo	seco	NA	Approved
costa-go563126	72	golpe baixo	3	2	3	movimento traiçoeiro - trairagem	golpe	baixo	golpe	baixo	NA	Approved
costa-go563126	73	governo federal	5	5	5	Estado - Governo	governo	federal	governo	federal	NA	Approved
costa-go563126	74	gripe aviária	5	3	3	gripe - gripe suína	gripe	aviária	gripe	aviário	NA	Approved
costa-go563126	76	guarda-florestal	5	4	4	Guarda - Guarda ambiental	guarda	florestal	guarda	florestal	NA	Approved
costa-go563126	78	juízo final	4	4	4	apocalipse - arrebatamento	juízo	final	juízo	final	NA	Approved
costa-go563126	79	leite integral	5	4	5	Leite - Leite gordo	leite	integral	leite	integral	NA	Approved
costa-go563126	81	livre-docente	5	3	3	Docente - Professor	docente	livre	docente	livre	AN	Approved
costa-go563126	84	longa-metragem	2	2	2	Filme - Longa	metragem	longa	metragem	longo	AN	Approved
costa-go563126	85	lua cheia	5	3	3	fase da lua - lua	lua	cheia	lua	cheio	NA	Approved
costa-go563126	86	lua nova	5	1	3	fase da lua - lua	lua	nova	lua	novo	NA	Approved
costa-go563126	87	lugar-comum	1	3	1	cliché - óbvio	lugar	comum	lugar	comum	NA	Approved
costa-go563126	93	maré alta	5	4	5	Maré - Maré cheia	maré	alta	maré	alto	NA	Approved
costa-go563126	94	maré baixa	5	3	4	maré - marola	maré	baixa	maré	baixo	NA	Approved
costa-go563126	95	massa cinzenta	5	5	4	cérebro - neurônios	massa	cinzenta	massa	cinzento	NA	Approved
costa-go563126	96	mau contato	3	1	1	condutores não encostados - problema de contato	contato	mau	contato	mau	AN	Approved
costa-go563126	98	mau-olhado	3	3	3	inveja - maldição	olhado	mau	olhado	mau	AN	Approved
costa-go563126	99	mercado negro	2	1	2	mercado ilegal - tráfico	mercado	negro	mercado	negro	NA	Approved
costa-go563126	102	navio negreiro	5	3	4	Navio de escravos - transporte de escravos	navio	negreiro	navio	negreiro	NA	Approved
costa-go563126	104	novo mundo	3	2	2	futuro - plano	mundo	novo	mundo	novo	AN	Approved
costa-go563126	106	núcleo atômico	5	5	5	núcleo - prótons e neutrons	núcleo	atômico	núcleo	atômico	NA	Approved
costa-go563126	109	olho nu	1	3	1	olhar direto - olho humano	olho	nu	olho	nu	NA	Approved
costa-go563126	111	ovelha negra	2	3	2	pária - renegado	ovelha	negra	ovelha	negro	NA	Approved
costa-go563126	113	papel higiênico	5	3	3	lenços umedecidos - Papel	papel	higiênico	papel	higiênico	NA	Approved
costa-go563126	115	pastor alemão	2	4	2	Cachorro - Cão	pastor	alemão	pastor	alemão	NA	Approved
costa-go563126	117	pavio curto	2	2	2	esquentadinho - nervoso	pavio	curto	pavio	curto	NA	Approved
costa-go563126	118	pé quente	0	0	0	boa sorte - sortudo	pé	quente	pé	quente	NA	Approved
costa-go563126	121	pente fino	1	1	1	busca minuciosa - investigação	pente	fino	pente	fino	NA	Approved
costa-go563126	123	planta baixa	4	1	3	planta - projeto	planta	baixa	planta	baixo	NA	Approved
costa-go563126	124	poção mágica	4	4	4	alquimia - elixir	poção	mágica	poção	mágico	NA	Approved
costa-go563126	129	prato feito	4	4	4	A la carte - PF	prato	feito	prato	feito	NA	Approved
costa-go563126	132	primeira necessidade	5	3	4	essencial - prioritário	necessidade	primeira	necessidade	primeiro	AN	Approved
costa-go563126	134	primeiro ministro	5	2	3	Chefe de estado - presidente	ministro	primeiro	ministro	primeiro	AN	Approved
costa-go563126	135	primeiro plano	4	4	4	prioritário - urgente	plano	primeiro	plano	primeiro	AN	Approved
costa-go563126	136	príncipe encantado	1	2	2	homem ideal - par perfeito	príncipe	encantado	príncipe	encantado	NA	Approved
costa-go563126	137	processo seletivo	4	3	4	filtro - seleção	processo	seletivo	processo	seletivo	NA	Approved
costa-go563126	140	quadro-negro	4	2	3	Lousa - Quadro	quadro	negro	quadro	negro	NA	Approved
costa-go563126	141	queda livre	4	1	3	queda - salto sem paraquedas	queda	livre	queda	livre	NA	Approved
costa-go563126	142	quinta categoria	2	0	1	baixa qualidade - comum	categoria	quinta	categoria	quinto	AN	Approved
costa-go563126	143	rede social	4	4	4	mídia social - site	rede	social	rede	social	NA	Approved
costa-go563126	144	regime político	4	5	4	governo - Sistema político	regime	político	regime	político	NA	Approved
costa-go563126	145	relógio analógico	5	5	5	cuco - relógio	relógio	analógico	relógio	analógico	NA	Approved
costa-go563126	149	roleta russa	2	0	0	alto risco - situação perigosa	roleta	russa	roleta	russo	NA	Approved
costa-go563126	158	segundo plano	3	3	2	baixa relevância - menor importância	plano	segundo	plano	segundo	AN	Approved
costa-go563126	161	sexto sentido	4	2	2	intuição - palpite	sentido	sexto	sentido	sexto	AN	Approved
costa-go563126	162	sinal verde	3	1	2	concordância - permissão	sinal	verde	sinal	verde	NA	Approved
costa-go563126	163	sistema político	4	5	4	Governo - política	sistema	político	sistema	político	NA	Approved
costa-go563126	164	tapete vermelho	3	2	3	Ambiente de luxo - Entrada do evento	tapete	vermelho	tapete	vermelho	NA	Approved
costa-go563126	165	tartaruga-marinha	5	5	5	Animal marinho - Tartaruga	tartaruga	marinha	tartaruga	marinho	NA	Approved
costa-go563126	167	tempo real	3	3	3	ao vivo - imediato	tempo	real	tempo	real	NA	Approved
costa-go563126	168	terceira idade	1	0	1	melhor idade - velhice	idade	terceira	idade	terceiro	AN	Approved
costa-go563126	169	terceira pessoa	1	3	1	conjugação - pessoa verbal	pessoa	terceira	pessoa	terceiro	AN	Approved
costa-go563126	171	trabalho braçal	5	1	3	esforço físico - trabalho	trabalho	braçal	trabalho	braçal	NA	Approved
costa-go563126	172	trabalho escravo	5	3	3	escravidão - subserviência	trabalho	escravo	trabalho	escravo	NA	Approved
costa-go563126	173	vaca louca	1	1	1	doença bovina - Encefalopatia espongiforme bovina	vaca	louca	vaca	louco	NA	Approved
costa-go563126	178	vôo doméstico	5	4	5	Vôo - Vôo nacional	vôo	doméstico	vôo	doméstico	NA	Approved
costa-go563126	179	vôo internacional	5	5	5	Viagem de avião - Vôo	vôo	internacional	vôo	internacional	NA	Approved
delazeri855737	1	abalo sísmico	4	5	5	terremotos - tremores - tremores de terra	abalo	sísmico	abalo	sísmico	NA	Approved
delazeri855737	4	água doce	5	1	2	água de lagoa - água de rio - água potável	água	doce	água	doce	NA	Approved
delazeri855737	5	água mineral	5	4	3	água para beber - água potável - líquido potável	água	mineral	água	mineral	NA	Approved
delazeri855737	6	alarme falso	3	5	4	aviso falso - engano - falsa notícia	alarme	falso	alarme	falso	NA	Approved
delazeri855737	8	alta temporada	5	4	2	alta demanda - grande mobilização - grande movimento	temporada	alta	temporada	alto	AN	Approved
delazeri855737	9	alta-costura	4	3	0	exclusivo - requintado - sofisticado	costura	alta	costura	alto	AN	Approved
delazeri855737	10	alto mar	5	3	1	alto oceano - dentro do mar - fundo do mar	mar	alto	mar	alto	AN	Approved
delazeri855737	11	alto-falante	3	0	0	barulho - caixa - som	falante	alto	falante	alto	AN	Approved
delazeri855737	12	amigo oculto	5	4	3	amigo misterioso - amigo secreto	amigo	oculto	amigo	oculto	NA	Approved
delazeri855737	22	bebida alcoólica	5	5	5	alcoól - cerveja - depressivo	bebida	alcoólica	bebida	alcoólico	NA	Approved
delazeri855737	23	bode expiatório	0	3	1	acusado - culpado - responsável	bode	expiatório	bode	expiatório	NA	Approved
