compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
milk_tooth	milk_tooth	milk/a_tooth/n	tooth	milk	18	5.0000	0.0000	0.7778	1.1144	1.1111	1.1318	baby teeth(9);baby tooth(9);first teeth(4);temporary tooth(3);front teeth(1);primary teeth(1);little tooth(1);toddler teeth(1);deciduous teeth(1);deciduous tooth(1);non permanent teeth(1);primary(1);first tooth(1);first set of teeth(1);1st tooth(1);teeth(1);original teeth(1);molers(1)
mother_tongue	mother_tongue	mother/a_tongue/n	tongue	mother	15	0.6667	1.0465	0.3333	0.6172	0.4000	0.6325	native language(10);first language(8);language(2);primary language(2);native tongue(2);birth language(2);original language(1);first language spoken(1);vocabulary(1);natural tongue(1);person's original language(1);home language(1);primordial language spoken(1)
narrow_escape	narrow_escape	narrow/a_escape/n	escape	narrow	17	3.9412	1.1440	1.7059	1.3585	1.8235	1.3339	close call(10);close shave(2);close escape(2);quick escape(2);split second decision(1);avoided calamity(1);near miss(1);leaving(1);narrow opportunity(1);near squeak(1);lucky escape(1);lucky break(1);barely missed(1);scary(1);difficult(1);slim(1);slim chance(1);barely getting out(1);life or death situation(1);excuse(1);near death experiance(1);barely escape(1);odds defying(1);almost caught(1);narrow chance(1);escape danger(1);timely escape(1)
net_income	net_income	net/a_income/n	income	net	13	5.0000	0.0000	2.0769	1.8913	3.0000	1.4720	profit(5);net earnings(2);take home pay(2);income(2);total income(2);salary(1);gross income(1);income after expenses(1);combined income(1);net increase(1);total revenue(1);total take home money.(1);net revenue(1);revenue(1);net gross(1);net gain(1);bring home pay(1);net(1);positive income(1);earnings(1)
news_agency	news_agency	news/a_agency/n	agency	news	13	4.5385	0.7763	5.0000	0.0000	5.0000	0.0000	press agency(2);media(2);news service(2);press(2);news source(1);news company(1);reporting company(1);news building(1);media outlet(1);press organization(1);news organization(1);tv news(1);network(1);news bureau(1);news station(1);beat(1);news outlet(1);news channel(1);press association(1);journalist group(1);news syndicate(1);information reporting service(1);newspaper(1);news provider(1)
noble_gas	noble_gas	noble/a_gas/n	gas	noble	11	4.9091	0.3015	0.2727	0.6467	0.5455	0.8202	inert gas(5);stable gas(3);element(2);chemical(2);inert gases(1);core elements(1);non reactive element(1);elements(1);non reactive elements(1);non reactive gas(1);compound(1);electron saturated gas(1);ion(1);neutral gas(1);unreactive gases(1);odorless(1);nonreactive element(1)
nut_case	nut_case	nut/a_case/n	case	nut	16	0.2500	0.5774	0.2500	0.5774	0.2500	0.4472	crazy(8);crazy person(4);insane person(2);madman(2);lunatic(2);unpredictable(2);insane(1);wacko(1);strange person(1);crackpot(1);psychotic(1);divergent(1);nutjob(1);person acting weird(1);nut job(1);crazy guy(1);fruitcake(1);basket case(1);off the rails(1);head case(1);really angry person(1);bonkers(1);mental person(1)
old_flame	old_flame	old/a_flame/n	flame	old	14	0.0000	0.0000	2.7143	1.5407	0.2857	0.6112	ex(6);former lover(2);old girlfriend(2);old lover(2);ex lover(2);old love(2);ex girlfriend(1);ex crush(1);lost love(1);former sweetheart(1);prior lover(1);old boyfriend(1);fling(1);old romantic interest(1);past lover(1);old sweetheart(1);ex lovers(1);old boyfriend/girlfriend(1);ex boyfriend(1);old crush(1);ex boyfriend / girlfriend(1);former romantic partner(1)
old_hat	old_hat	old/a_hat/n	hat	old	14	0.0000	0.0000	3.9286	0.9169	0.2143	0.4258	passe(3);old school(3);old fashioned(2);ancient(2);familiar(2);predictable(2);old news(1);obsolete(1);out of style(1);cumbersome(1);clich̩(1);old fashion(1);antoquated(1);past its time(1);routine(1);old trick(1);cliched(1);ubiquitous(1);old play(1);tritely familiar(1);dated(1);trite(1);yesterday's news(1);taken for granted(1);old timey(1)
old_timer	old_timer	old/a_timer/n	timer	old	15	0.6000	1.1212	4.2000	1.0142	0.7333	1.1629	old person(6);elderly(5);old man(3);senior citizen(3);old folk(1);knowledgable(1);elder(1);older people(1);aged(1);mature persons(1);well versed(1);veterans(1);doing something many times(1);experienced(1);long time member(1);geezer(1);around for a while(1);old soldier(1);mature adults(1);wise(1);fogy(1);experienced person(1)
phone_book	phone_book	phone/a_book/n	book	phone	16	4.5625	0.6292	4.4375	0.6292	4.1875	0.8342	yellow pages(9);directory(5);white pages(4);address book(3);phone directory(2);phone listings(2);people info(1);inventory of numbers(1);phone numbers(1);contact list(1);telephone book(1);telephone number reference(1);telephone guide(1);yellow book(1);iphone(1);listing(1);contact info(1);number database(1);phone pages(1)
pillow_slip	pillow_slip	pillow/a_slip/n	slip	pillow	16	3.5000	1.6330	4.8125	0.4031	4.1875	0.9811	pillow case(11);pillow cover(9);pillowcase(2);sham(2);pillow blanketq(1);bed spread(1);pillow covers(1);cushion slip(1);pillow sham(1);pillow cases(1);pillow sheet(1);cover for pillow(1);bed linen(1);pillow covering(1);pillow linen(1)
pocket_book	pocket_book	pocket/a_book/n	book	pocket	22	1.7727	1.8240	1.7727	1.1519	1.2727	1.1622	wallet(13);purse(12);billfold(3);checkbook(3);handbag(3);budget(3);journal(2);notebook(2);coin purse(1);hand bag(1);small book(1);book fits in pocket(1);diary(1);note book(1);pouch(1);condensed publication(1);planner(1);message book(1);day planner(1);carry bag(1);bill fold(1);mini book(1)
prison_guard	prison_guard	prison/a_guard/n	guard	prison	13	5.0000	0.0000	5.0000	0.0000	5.0000	0.0000	correctional officer(4);corrections officer(3);jail guard(3);guard(2);warden(2);security officer(1);correction officer(1);safety officer(1);jail man(1);policeman(1);prison wardon(1);prison police(1);jailhouse guard(1);penal officer(1);prison warden(1);security(1);night guard(1);maton(1);orderly(1)
prison_term	prison_term	prison/a_term/n	term	prison	13	4.7692	0.4385	5.0000	0.0000	5.0000	0.0000	prison sentence(5);jail time(4);sentence(3);jail sentence(3);jail term(3);prison time(2);incarceration(2);period of incarceration(1);term(1);behind bars(1);prision sentence(1);sent to jail(1);sentance(1);hard time(1);criminal captivity(1);incarceration period(1);punishment(1)
private_eye	private_eye	private/a_eye/n	eye	private	13	0.1538	0.3755	3.0769	1.0377	0.4615	0.7763	detective(9);private investigator(7);investigator(5);private dick(2);private detective(2);hired detective(1);independent investegator(1);spy(1);sleuth(1);gumshoe(1)
record_book	record_book	record/a_book/n	book	record	17	3.4118	1.7698	4.5294	0.7174	3.9412	0.9663	journal(4);log(3);ledger(3);log book(3);register(3);receipt(1);spreadsheet(1);official record(1);written record(1);calendar(1);record file(1);interaction log(1);record pamphlet(1);recordings file(1);document(1);record log(1);permanent record(1);day book(1);register book(1);notebook(1);written entry system(1);record data(1);account book(1);signed record(1);written document(1);directory(1);diary(1);guest book(1);data spreadsheet(1)
research_lab	research_lab	research/a_lab/n	lab	research	13	4.8462	0.3755	5.0000	0.0000	4.8462	0.3755	laboratory(5);science lab(4);research facility(4);scientific laboratory(2);research laboratory(1);science room(1);research room(1);research team(1);testing lab(1);study lab(1);incubator(1);testing room(1);study center(1);research center(1);research and development(1);research building(1);resesarch facility(1);work lab(1)
sex_bomb	sex_bomb	sex/a_bomb/n	bomb	sex	16	0.0625	0.2500	3.1250	1.6683	0.3125	0.6021	sex symbol(4);vixen(2);sexy person(2);bombshell(2);bomb shell(2);hot girl(1);ingenue(1);beautiful woman(1);good looking person(1);hot chick(1);vamp(1);really sexy person(1);attractive woman(1);pin up(1);siren(1);fox(1);sex kitten(1);amazing(1);attractive(1);gorgeous(1);poster girl(1);beauty(1);sex siren(1);salacious in appearance(1);hot person(1);sexually attractive(1);sex pot(1);sex champ(1);sexy lady(1);sexy woman(1);hottie(1)
silver_lining	silver_lining	silver/a_lining/n	lining	silver	19	0.2632	0.4524	0.1579	0.3746	0.2632	0.4524	bright side(6);good thing(2);good news(2);prospect(1);good side(1);gold(1);happy ending(1);good result to compensate for a bad one(1);optmistic(1);positive outcome(1);brightside(1);glass half full(1);positive(1);lining as in side(1);best part(1);unforeseen advantage(1);positive view(1);optimistic outlook(1);good things(1);tender mercy(1);hopeful prospect(1);fact is(1);something good(1);positive outlook(1);unexpected good results(1);light at the end of the tunnel(1);on the other hand(1);up side(1);silver meaning bright(1);one positive(1);big picture(1);bright spot(1);unexpected good result(1);fluke(1);good part of something bad(1);good result(1)
sound_judgement	sound_judgement	sound/a_judgement/n	judgement	sound	16	4.3750	0.8851	2.3125	1.7017	3.8125	1.1087	good judgment(3);good reasoning(2);logical reasoning(2);sensible(2);reasonable judgment(2);wisdom(2);good judgement(2);fair(1);proper judgement(1);correct judgement(1);sound reasoning(1);clear thinking(1);rational(1);trustworthy judgement(1);careful evaluation and thought(1);smart(1);sound mind(1);tact(1);solid understanding of the work(1);reason(1);good sense(1);right judgement(1);competent(1);right choices(1);thoughtful judgment(1);sound decision(1);sound assesment(1);good decision(1);moral reasoning(1);logic(1)
sparkling_water	sparkling_water	sparkling/a_water/n	water	sparkling	19	4.8947	0.3153	2.8421	1.5005	3.2632	1.3267	carbonated water(7);soda water(6);fizzy water(5);bubbly water(4);tonic water(4);seltzer(4);club soda(3);seltzer water(3);bubbling water(1);tonic(1);water with gas(1);mineral water(1);water(1);fizzy watter(1);soda(1);soft drink(1)
street_girl	street_girl	street/a_girl/n	girl	street	15	4.5333	0.9155	2.8667	1.3020	3.4000	1.0556	prostitute(9);hooker(5);homeless girl(3);street walker(3);streetwalker(2);bum(2);street urchin(2);sex trade worker(1);homeless woman(1);prostitutes(1);street kid(1);call girls(1);hustler(1);homeless(1);whore(1)
subway_system	subway_system	subway/a_system/n	system	subway	16	4.6250	0.6191	4.6875	0.4787	4.6875	0.4787	metro(5);tube(3);train system(3);underground(2);public transportation(2);railway(2);public transit line(1);public transit(1);railroad(1);moving around(1);train station(1);metro system(1);underground transport(1);train line(1);subway tunnels(1);train(1);city transportation(1);subway line(1);underground public transit(1);subway rail system(1);underground railway(1);rail system(1);transport network(1);metro line(1);metro rail(1);underground system(1);underground train(1)
tennis_elbow	tennis_elbow	tennis/a_elbow/n	elbow	tennis	16	4.7500	0.5774	2.3750	1.8574	2.6875	1.7783	tennis injury(5);elbow injury(4);sore elbow(4);lateral epicondylitis(3);elbow strain(1);tender elbow(1);elbow pain(1);sports inury(1);sports injury(1);elbow tendon pain(1);stiff elbow(1);fracture(1);injury(1);broken elbow(1);hurt arm(1);tendinitis(1);fragmentation(1);damaged arm(1);elbow condition(1);arm injury(1);repetitive stress injury(1);tendonitis(1);elbow bursistis(1)
top_dog	top_dog	top/a_dog/n	dog	top	16	0.1875	0.4031	4.2500	0.8563	0.6875	1.0782	boss(6);best(4);number one(3);leader(3);greatest(2);big kahuna(1);dominant person(1);in charge(1);winner(1);head honcho(1);decision maker(1);number one.(1);head cheese(1);person at top(1);big dog(1);alpha male(1);honcho(1);big man(1);main man(1);most knowledgeable person(1);king of the hill(1);important(1);first ranked(1);top person(1);person in charge(1);hot shot(1)
wet_blanket	wet_blanket	wet/a_blanket/n	blanket	wet	18	0.2222	0.4278	0.2222	0.4278	0.1111	0.3234	party pooper(9);debbie downer(3);downer(2);no fun(2);stick in the mud(2);boring(2);grouch(2);fun spoiler(1);buzzkill(1);bland(1);miserable(1);killjoy(1);naysayer(1);lame(1);conservative(1);straight laced(1);party crasher(1);sad sack(1);crasher(1);failure(1);miser(1);spoiler(1);sad boy(1);grinch(1);spoil sport(1);loser(1);realistic(1);rule follower(1)
word_painting	word_painting	word/a_painting/n	painting	word	12	0.2500	0.4523	3.5833	1.0836	1.5833	1.0836	elaborating(1);word artistry(1);tone painting(1);emotion of music(1);visualization(1);describing(1);musical delivery(1);poetry(1);musical meaning(1);music(1);evocative words(1);vivid description(1);defining(1);mental picture(1);description(1);clever usage(1);meaning depiction(1);text painting(1);lyrical(1);mental imagery(1);talking music(1);imagery(1);minds eye image(1);music that paints a picture(1);music writing(1);words illustrated through music(1);intense description(1);word expression(1);imbue with feeling through word choice(1)
