Removed outlier trabalho braçal-westhell992912, z-value: 2.84
Removed outlier abalo sísmico-krausema317744, z-value: 3.49
Removed outlier água mineral-krausema317744, z-value: 3.22
Removed outlier farinha integral-krausema317744, z-value: 3.18
Removed outlier curto-circuito-krausema317744, z-value: 2.61
Removed outlier juízo final-krausema317744, z-value: 2.23
Removed outlier amor-próprio-krausema317744, z-value: 2.33
Removed outlier efeitos especiais-krausema317744, z-value: 2.29
Removed outlier ficha limpa-krausema317744, z-value: 2.41
Removed outlier batata-doce-krausema317744, z-value: 3.51
Removed outlier sexto sentido-westhell289886, z-value: 2.31
Removed outlier mão-fechada-westhell289886, z-value: 2.63
Removed outlier ato falho-westhell289886, z-value: 3.97
Removed outlier alta temporada-ruyandre639094, z-value: 3.82
Removed outlier livro aberto-ruyandre639094, z-value: 2.84
Removed outlier sentença judicial-ruyandre639094, z-value: 2.27
Removed outlier efeitos especiais-ruyandre639094, z-value: 2.29
Removed outlier navio negreiro-ruyandre639094, z-value: 2.33
Removed outlier guarda-florestal-ruyandre639094, z-value: 2.84
Removed outlier pente fino-leivasfe719701, z-value: 2.36
Removed outlier ovelha negra-leivasfe719701, z-value: 4.53
Removed outlier acampamento militar-leivasfe719701, z-value: 2.34
Removed outlier ano-novo-leivasfe719701, z-value: 2.89
Removed outlier centro espírita-leivasfe719701, z-value: 2.56
Removed outlier mesa-redonda-leivasfe719701, z-value: 2.88
Removed outlier quinta categoria-leivasfe719701, z-value: 2.95
Removed outlier rede social-leivasfe719701, z-value: 2.30
Removed outlier alto-falante-leivasfe719701, z-value: 2.76
Removed outlier lugar-comum-leivasfe719701, z-value: 3.62
Removed outlier mau contato-leivasfe719701, z-value: 2.27
Removed outlier força bruta-cavallip458465, z-value: 2.58
Removed outlier regime político-cavallip458465, z-value: 3.03
Removed outlier puro-sangue-cavallip458465, z-value: 2.23
Removed outlier sinal verde-cavallip458465, z-value: 2.78
Removed outlier vinho branco-cavallip458465, z-value: 2.56
Removed outlier jogo duro-cavallip458465, z-value: 3.97
Removed outlier mau contato-cavallip458465, z-value: 2.24
Removed outlier nó cego-chalvron550713, z-value: 2.60
Removed outlier alto mar-chalvron550713, z-value: 2.47
Removed outlier água doce-chalvron550713, z-value: 2.26
Removed outlier primeira mão-chalvron550713, z-value: 2.89
Removed outlier algodão-doce-chalvron550713, z-value: 2.72
Removed outlier pé quente-chalvron550713, z-value: 3.05
Removed outlier pau-mandado-chalvron550713, z-value: 3.40
Removed outlier príncipe encantado-chalvron550713, z-value: 2.23
Removed outlier acampamento militar-jacobiot433714, z-value: 2.34
Removed outlier mercado negro-sergiluc763007, z-value: 2.52
Removed outlier saia justa-sergiluc763007, z-value: 2.55
Removed outlier exame clínico-sergiluc763007, z-value: 2.49
Removed outlier olho gordo-sergiluc763007, z-value: 3.20
Removed outlier pão-duro-ramischc677629, z-value: 3.93
Removed outlier magia negra-jantsch-456695, z-value: 2.63
Removed outlier voto secreto-jantsch-456695, z-value: 4.91
Removed outlier tempo real-jantsch-456695, z-value: 3.71
Removed outlier mau-humor-jantsch-456695, z-value: 3.06
Removed outlier navio negreiro-jantsch-456695, z-value: 2.33
Removed outlier ponto fraco-jantsch-456695, z-value: 2.59
Removed outlier trabalho escravo-jantsch-456695, z-value: 2.61
Removed outlier gatos-pingados-bohnenbe641049, z-value: 2.87
Removed outlier roleta russa-bohnenbe641049, z-value: 2.46
Removed outlier carne branca-bohnenbe641049, z-value: 5.39
Removed outlier pau-mandado-bohnenbe641049, z-value: 2.89
Removed outlier alarme falso-bohnenbe641049, z-value: 2.26
Removed outlier bebida alcoólica-bohnenbe641049, z-value: 6.40
Removed outlier amor-próprio-bohnenbe641049, z-value: 2.30
Removed outlier mau-humor-bohnenbe641049, z-value: 2.47
Removed outlier coluna social-bohnenbe641049, z-value: 2.33
Removed outlier governo federal-bohnenbe641049, z-value: 3.87
Removed outlier sinal verde-loureiro122762, z-value: 3.02
Removed outlier câmara fria-loureiro122762, z-value: 1000000.00
Removed outlier olho mágico-loureiro122762, z-value: 2.45
Removed outlier caixa-preta-loureiro122762, z-value: 2.73
Removed outlier sentença judicial-tomazima801780, z-value: 2.25
Removed outlier juízo final-tomazima801780, z-value: 2.23
Removed outlier exames laboratoriais-tomazima801780, z-value: 3.32
Removed outlier arma branca-tomazima801780, z-value: 4.42
Removed outlier segundas intenções-tomazima801780, z-value: 4.02
Removed outlier exame clínico-tomazima801780, z-value: 2.49
Removed outlier mau-humor-tomazima801780, z-value: 2.47
Removed outlier ano-novo-lessinge640273, z-value: 2.45
Removed outlier vôo doméstico-lessinge640273, z-value: 2.56
Removed outlier tartaruga-marinha-lessinge640273, z-value: 2.64
Removed outlier sistema político-moitagab164359, z-value: 4.66
Removed outlier ar condicionado-moitagab164359, z-value: 2.27
Removed outlier pau-mandado-moitagab164359, z-value: 2.89
Removed outlier mercado negro-moitagab164359, z-value: 2.71
Removed 569/5913 (9.62%) outliers


Removing all 65 annotations of timm-do-770267, rho=0.359488712952 on headmodifier
Removing all 8 annotations of timmaugu172991, rho=0.485268972027 on headmodifier
Removing all 5 annotations of wolfartm829091, rho=-0.158113883008 on modifier
Removing all 18 annotations of silva-de656194, rho=0.446305223406 on headmodifier
Removing all 20 annotations of lopesbet380296, rho=0.483587399629 on headmodifier
Removing all 24 annotations of alvesvic300010, rho=0.479515707941 on head
Removing all 5 annotations of weschenf713864, rho=0.0 on headmodifier
Removed 145/5344 (2.71%) answers of 7/101 (6.93%) annotators

Average rho with average of others:
  * headmodifier: 0.72
  * head: 0.75
  * modifier: 0.73
Data retention rate 5199/5913: 87.92%
Total equivalents: 6881
