compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
développement_économique	développement_économique	développement/n_économique/a	développement	économique	15	4.5333	0.8338	4.4667	0.8338	4.4667	0.6399	croissance économique(7);évolution économique(2);reprise économique(2);essor(2);progrès économique(1);mutations positives d'une zone geographique(1);avancés économiques(1);industrialisation(1);progrès(1);développement de l'economie(1);developpement de l'economie(1);développement financier(1);amélioration des conditions de vie(1);richesse(1);évoluer(1);expansion économique(1);croître(1);prospérité(1);évolution positive(1);augmentation des richesses(1);developpement d'une ville(1);progression de l'économie(1);projet de relance économique(1)
eau_chaud	eau_chaude	eau/n_chaud/a	eau	chaude	14	4.8571	0.3631	4.8571	0.3631	4.8571	0.3631	eau bouillante(5);eau chauffée(3);eau à haute température(2);eau a haute temperature(2);eau tiède(2);lavure(1);liquide chaud(1);eau réchauffée(1);eau chauffee(1);eau pas froide(1);eau frémissante(1);eau bouillie(1);eau tempérée(1);eau à température élevée(1);eau brûlante(1);eau à température élevé(1);eau chauffer(1);flot(1);chauffage de l'eau(1)
eau_doux	eau_douce	eau/n_doux/a	eau	douce	15	4.8000	0.7746	2.2000	1.5675	2.3333	1.5430	eau non salée(8);eau potable(4);eau de source(4);eau consommable(2);eau plat(1);eau des rivières et lacs(1);rivière(1);glacier(1);dulcicole(1);eau non saline(1);eau buvable(1);eau d'evier(1);eau de rivière(1);eau no salée(1);eau du lac ou fleuve(1);eau qui n'est pas de sel(1);eau frais(1);eau qui gèle(1);eau continentale(1)
eau_minéral	eau_minérale	eau/n_minéral/a	eau	minérale	16	4.8750	0.5000	3.9375	1.2894	4.1875	1.1087	eau de source(8);eau naturelle(4);eau plate(3);eau de montagne(2);eau bicarbonatée(1);eau minéralisée naturellement(1);eau bonne à boire(1);eau en bouteille(1);eaux minérales(1);boire de l'eau(1);eau qui contient des mineraux(1);eau non gazeuse(1);vichy(1);eau riche en sels minéraux(1);eau gazéifiée(1);eau conditionnée(1);eau thermale(1);eau d'origine souterraine(1);boisson(1);eau gazeuse/plate(1);eau de source de montagne(1);eaux de source(1);eau qui contient des sels(1)
eau_potable	eau_potable	eau/n_potable/a	eau	potable	15	5.0000	0.0000	5.0000	0.0000	5.0000	0.0000	eau buvable(10);eau du robinet(4);eau de consommation(3);eau consommable(3);eau saine(2);consommable(1);eau fraiche(1);eau de boisson(1);eau consumable(1);flot(1);eau minérale(1);liquide buvable(1);eau q'on peut boire(1);eau propre(1);boisson(1);eau propre à la consommation(1);eau propre qu'on peut boire sans danger(1)
eau_vif	eau_vive	eau/n_vif/a	eau	vive	16	4.9375	0.2500	3.3750	1.6279	3.4375	1.3647	rivière(3);cours d'eau(3);eau mouvante(2);eau tumultueuse(2);rapides(2);rapide(1);cascade(1);torrents(1);eau coulante(1);eau au débit torrentiel(1);eau qui coule de source(1);rivière rapide(1);eau d'une rivire ou d'un bassin artificiel(1);des eaux qui coulent de leurs sources(1);eaux tumultueuses(1);eau de source(1);à fort courant(1);eaux agitees(1);mouvement dans le cours d'une rivière(1);eau agitée(1);rivière agitée(1);eau courante(1);descente de rivières(1);intense(1);eau en mouvement(1);des eaux qui circulent dans la nature(1);hydrospeed(1);vivante(1);eau rapide(1)
eau_fort	eau_forte	eau/n_fort/a	eau	forte	12	1.5833	1.4434	1.7500	1.6026	1.2500	1.4222	gravure(6);acide nitrique(3);estampe(3);aquatinte(2);taille douce(2);eau pour peindre(1);imprime(1);gravure à lâeau forte(1);image(1);genre de peinture(1);gravure à l'acide(1);gravure en taille douce(1);peinture ou encre(1);peinture(1);solution acide(1);gravure utilisant l'acide nitrique(1);lithographie(1)
eau_usé	eaux_usées	eau/n_usé/a	eaux	usées	15	5.0000	0.0000	4.0667	1.3870	4.2667	1.3345	eaux d'égouts(7);eaux polluées(5);eaux sales(4);déchets liquides(2);eaux résiduaires(2);eaux vannes(2);eaux souillées(1);eaux domestiques(1);effluents(1);eaux salles(1);tout à l'égoût(1);eaux ménagères(1);effluents liquides(1);eaux d'égout(1);eau sale(1);effluents urbains(1);eau aprés utilisation(1);eaux grises(1);eaux utilisées(1);vidanges(1);eaux noires(1)
effet_spécial	effet_spécial	effet/n_spécial/a	effet	spécial	17	4.4118	0.9393	3.6471	1.3201	3.6471	1.2719	trucage(10);illusion(6);cgi(1);techniques pour créer des illusions(1);retouche(1);effets mécaniques(1);d'effets optiques(1);techniques(1);machinerie(1);illusions cinématographiques(1);animation(1);techniques visuelles ou sonores(1);traitement des films(1);maquillage(1);fait par unordinateur(1);virtuel(1);traitement de l'image(1);illusion visuelle(1);effets additionels(1);effets sur l'image pour creer des illusions(1);illusion d'images ou de son(1);magie de l'écran(1);effet sensationnel(1);illusionisme(1);effets de son ou d'image(1);cinéma fantastique(1)
expérience_professionnel	expérience_professionnelle	expérience/n_professionnel/a	expérience	professionnelle	15	4.6667	0.6172	4.9333	0.2582	4.8000	0.4140	parcours professionnel(2);pratique professionnelle(2);carrière(2);professionnalisme(2);apprentissage(1);expérience de travaille(1);formation professionnelle(1);insertion professionnelle(1);experience de profession(1);technicité(1);antécédents de travail(1);historique professionnel(1);maturité professionnelle(1);familiarité(1);pratique acquise durant une même position(1);competence(1);compétence acquise(1);travail(1);pratique(1);vécu(1);expérience en entreprise(1);qualifications(1);expérience de travail(1);antécédent(1);antécédents du travaile(1);experience de travail(1);cursus professionnel(1);emplois précédents(1);expérience acquise sur le tas(1);qualification(1);histoire du travail(1)
fait_divers	fait_divers	fait/n_divers/a	fait	divers	15	4.0667	1.2228	3.6000	1.2421	3.7333	1.0998	fait(2);rubrique des chiens écrasés(2);événement(2);évènement d'importance secondaire(1);événement secondaire(1);nouvelles de moindre importance(1);chiens écrasés(1);rubrique des nouvelles inclassables(1);rubrique concernant des gens banals(1);fait sans importance(1);nouvelles diverses(1);événement sans grand intérêt(1);nouvelles variées(1);évéments(1);actualité(1);acte(1);histoire maccabre(1);accidents de tout genre(1);journal(1);gazette(1);evenement(1);incident(1);accident sans grand intérêt(1);agissement(1);nouvelles du quotidien(1);évênement(1);faits quotidiens(1);magazine(1);incidents(1);nouvelles de société(1);Évènement(1)
famille_nombreux	famille_nombreuse	famille/n_nombreux/a	famille	nombreuse	16	4.7500	0.7746	4.6250	0.6191	4.6250	0.6191	grande famille(8);famille avec beaucoup d'enfants(2);lignage(2);smala(2);parentèle(1);couvée(1);nombreux enfants(1);famille multiple(1);tribu(1);enfants multiples(1);dynastie(1);famille de plus de 3 enfants(1);descendance(1);group de famille nombreuse(1);famille de plus de 5 personnes(1);famille dont le nombre de membres est considéré comme élevé au regard des normes d'une société(1);famille avec plusieurs membres(1);famille a grand nombre(1);famille traditionnelle(1);famille avec beaucoup de membres(1);clan(1);famille à naissance multiples(1);famille considérable(1);famille composée de plus de 3 enfants(1);foyer(1);famille comprenant trois enfants ou plus(1)
faux_ami	faux_ami	faux/a_ami/n	ami	faux	15	0.8000	0.8619	2.5333	1.6847	1.3333	1.2910	mot piège(2);deux mots similaires(1);ennemi(1);paire de mots anglais et français qui se ressemblent par la forme, mais qui ont des sens complètement ou partiellement différents (1);mots qui se ressemblent(1);contresens(1);mot qui ressemble à un mot dâune autre langue mais de sens différent (1);faux synonymes(1);mot similaire mais avec sens différent(1);ressemblance trompeuse(1);homonyme étranger(1);mot d'un sens différent dans une autre langue(1);mots apparentés(1);mot sans lien(1);mot qui ne signifie pas la même chose dans une autre langue(1);sens différent(1);significations différentes(1);paire de mots qui se ressemblent par la forme(1);mot non transparent(1);mot incompris(1);mots faussement équivalentes(1);mots proche(1);cognates apparentes(1);hypocrite(1);piège(1);faux cul(1);des mots qui se ressemble mais on de sens different(1);mot ne correspondant pas à un autre(1);sens trompeur(1);mots appartenant à deux langues différentes(1);mal fait(1);homophone(1);mots de deux langues qui se ressemblent(1)
faux_cul	faux_cul	faux/a_cul/n	cul	faux	15	0.7333	1.4376	2.0000	1.8898	0.4000	0.7368	hypocrite(13);faux derche(4);fourbe(3);menteur(2);faux jeton(1);insincère(1);tartuffe(1);pas sincere(1);bigot(1);menteur manipulateur(1);malhonnête(1);faux frère(1);personne fausse(1);simulateur(1);hypocritr(1)
faux_pas	faux_pas	faux/a_pas/n	pas	faux	14	1.8571	1.4064	2.6429	1.7368	1.8571	1.1673	erreur(11);faute(5);gaffe(3);maladresse(2);faiblesse(1);comportement répréhensible(1);violation(1);écart(1);geste inapproprié(1);bévue(1);mauvais choix(1);écart de conduite(1);raté(1);erreur de jugement(1)
faux_semblant	faux_semblant	faux/a_semblant/n	semblant	faux	15	3.7333	1.6676	3.7333	1.6242	3.4667	1.4573	ruse(5);tromperie(4);mensonge(3);hypocrisie(3);apparence trompeuse(2);aspect trompeur(2);apparence(2);prétexte mensonger(2);trompeur(1);tartufferie(1);violation(1);délit(1);mensonage(1);tartuferie(1);simulacre(1);manipulation(1);affectation(1);semblant(1);moyens frauduleux(1)
feu_rouge	feu_rouge	feu/n_rouge/a	feu	rouge	15	1.5333	1.9223	4.9333	0.2582	2.6000	1.7238	signal d'arrêt(5);stop(3);signal de danger(2);arrêt obligatoire(2);feu de signalisation(2);feu d'arrêt(2);feu de circulation(2);arret(1);arrêt(1);feu de signalistion(1);rouge(1);sémaphore(1);interdiction de passer(1);interdiction(1);lueur(1);stopper le véhicule(1);lampe(1);feu tricolore(1);feux de circulation routière(1);inderdiction(1);signe d'arret(1);lumière rouge(1)
feu_vert	feu_vert	feu/n_vert/a	feu	vert	15	0.4667	0.7432	1.5333	1.8848	0.8000	0.9411	autorisation(9);accord(6);permission(5);approbation(2);autoriser(2);feu de passage(1);signe de depart(1);possibilité d'entreprendre(1);permis(1);avoir toute liberté d'agir(1);avoir la liberté d'agir(1);liberté d'agir(1);lumière verte(1);autorisation pour débuter(1);aval(1);permission de passage(1)
fil_conducteur	fil_conducteur	fil/n_conducteur/a	fil	conducteur	15	1.3333	1.1127	2.6000	1.5024	1.4667	0.9904	thème(3);fil d'ariane(3);clé(2);indice(1);idée centrale(1);idee(1);fil qui conduit l'electricite(1);theme principal(1);point récurent(1);clef(1);principal(1);fil permettant de conduire l'impulsion électrique(1);déroulé d'une histoire(1);cle(1);idée(1);theme pricipal(1);essentiel(1);suite d'événements(1);directeur(1);idée maitresse(1);cours d'une histoire(1);ce qui guide(1);fil à suivre(1);fil rouge(1);thème dominant(1);guide(1);continuité(1);theme principal, idee(1);intrigue(1)
fleur_bleu	fleur_bleue	fleur/n_bleu/a	fleur	bleue	14	0.8571	0.8644	0.7857	1.1883	0.7143	0.9945	sentimental(6);sentimentale(5);romantique(5);tendre(3);naif(2);amoureux(1);midinette(1);enfantin(1);cul cul(1);romanesque(1);idéaliste(1);fan de romance(1);naïf(1);reveuse(1);sentimentel(1)
foie_gras	foie_gras	foie/n_gras/a	foie	gras	15	4.8667	0.5164	4.5333	0.7432	4.5333	0.6399	pâté de foie(3);pâté de foie d'oie(2);foie de canard(2);pâté(1);bloc de foie gras(1);pâté de fois gras(1);terrine(1);charcuterie molle(1);foie d'oie gavée(1);pate de foie gras(1);foie hypertrophié(1);pâté foie de canard(1);organe édible(1);pâté de luxe(1);foie avec gras(1);oie engraissé(1);foie de canard gavé(1);plat(1);foie engraissé(1);foie hypertrophié d'oie(1);mousse de foie(1);pâté de foie gavé(1);organe edible(1);foie engraissé par gavage(1);nourriture à base de foie(1);foie d'oie ou canard(1);foie d'animal(1);foie hypertrophié d'oie ou de canard(1);foie cyrrhosé(1);foie gras d'oie(1);pâté de foie de canard(1)
fou_rire	fou_rire	fou/a_rire/n	rire	fou	14	4.7857	0.4258	2.1429	1.4064	2.4286	1.2225	rire incontrôlable(5);rire intense(3);crise de nerfs(2);rire incontrolable(2);éclat de rire(2);rire sans se contrôler(2);grand éclat de rire(1);rire impossible à maitriser(1);eclat de rires(1);rire beaucoup(1);rire aux éclat(1);rire(1);gros rire(1);rire incontrôlé(1);rire excessivement(1);éclater de rire(1);rire nerveux(1);eclater en rires(1);rire hystérique(1);rire qu'on ne peut arrêter(1)
grand_air	grand_air	grand/a_air/n	air	grand	15	3.2000	1.8205	1.6000	1.6388	1.3333	1.4475	plein air(9);dehors(8);air frais(4);air libre(2);dans la nature(1);exterieure(1);pleine nature(1);extérieur(1);air de la campaigne(1);grande étendue(1);éxterieur(1);air de la compagne(1);libre(1);air de la campagne(1);à l'extérieur(1);nature(1)
grand_jour	grand_jour	grand/a_jour/n	jour	grand	15	2.0667	1.8696	1.1333	0.9904	1.0667	1.0998	ouvertement(3);visible(2);jour j(2);publiquement(2);moment inoubliable(2);révéler à tout le monde(1);aux yeux de tous(1);evenment important(1);date immanquable(1);lumière(1);evidente(1);d'une manière éclatante(1);clairement(1);jour tant attendu(1);dévoilé(1);vu de tous(1);jour speciale(1);révéler(1);étalalage(1);événement(1);pleine lumière(1);connu(1);au su de tout(1);lumiere(1);jour(1);mettre en lumière(1);exposer(1);au vu de tous(1);montrer avec obstentation(1);mis en lumière(1);a la vue de tous(1)
grand_saut	grand_saut	grand/a_saut/n	saut	grand	13	2.1538	1.6756	2.8462	1.9081	2.2308	1.6909	grand changement(3);risque(2);début de quelque chose de nouveau(1);passage initiatique(1);prendre le risque(1);saut dans l'inconnu(1);prise de risque(1);s'aventurer(1);passer une etape(1);decision gigantesque(1);faire un pas(1);grand bon(1);décéder(1);enjambée(1);chalenge(1);décision irrévocable(1);important(1);avancer vers(1);se lancer(1);défi(1);grand effort(1);pas en avant(1);mourir(1);grand pas(1);bond(1)
grand_écran	grand_écran	grand/a_écran/n	écran	grand	15	3.5333	1.5523	3.7333	1.7099	3.2667	1.8696	cinéma(9);cinema(2);écran de cinéma(2);film(2);industrie des films cinematiques(1);septième art(1);television(1);écran de cinéna(1);projection de film(1);projection(1);films de cinéma (par opposition aux téléfilms)(1);endroit pour films(1);large(1);cinématographe(1);monde du cinéma(1);ciné(1);films pour le cinéma(1);pas la télévision(1);écran d'argent(1);films cinématographiques(1);amphithéâtre(1)
grand_entreprise	grande_entreprise	grand/a_entreprise/n	entreprise	grande	15	4.8667	0.3519	4.5333	0.9155	4.4667	0.7432	multinationale(6);société(3);corporation(2);entreprise pas petite(2);conglomérat(2);entreprise de plus de 500 employés(1);établissement(1);affaires économiques(1);organisation(1);sociétés(1);monde industriel(1);affaire(1);entreprise de taille large(1);haute finance(1);fleuron de l'industrie(1);grande institution(1);multinational(1);grande sociéte(1);géant(1);grand compte(1);large organisation(1);usine florissante(1);grand groupe(1)
grand_surface	grande_surface	grand/a_surface/n	surface	grande	15	3.2000	1.5675	4.4000	0.9103	3.0667	1.5337	supermarché(9);hypermarché(8);grand magasin(8);supermarche(2);commerce(1);magasin de libre service(1);magasin(1);vente de grande dimension(1);grand magazin en libre service(1);centre commercial(1);grand supermarché(1);hypermarche(1)
grippe_aviaire	grippe_aviaire	grippe/n_aviaire/a	grippe	aviaire	15	4.3333	1.4960	3.8000	1.8974	3.6667	1.7995	peste aviaire(4);virus aviaire(3);influenza(2);grippe des oiseaux(2);h5n1(2);maladie virale(1);virus qui vient des oiseaux(1);grippe h5n1(1);grippe provenant des oiseaux (1);poulet(1);peste des volailles(1);virus qui affecte les humains(1);rhume relatif aux oiseaux(1);rhume des oiseaux(1);rhume avaire(1);grippe a(h1n1)(1);maladie du poulet(1);malaise(1);grippe(1);maladie(1);grippe du poulet(1);virus qui infecte les oiseaux sauvage et domestique(1);virus(1);h7n9(1);malaise des oiseaux(1)
gros_mot	gros_mot	gros/a_mot/n	mot	gros	15	4.4667	1.3020	0.8667	1.2459	1.4000	1.5024	injure(5);vulgarité(3);juron(3);insulte(3);mot obscène(2);mot grossier(2);grossièreté(2);obscénité(2);grossièrité(1);injures(1);grossierete(1);impiété(1);mots grossiés(1);mot impoli(1);jurons(1);mot déplacé(1);expression grossière(1);mot désagréable(1);immorale(1);grossier(1)
gros_plan	gros_plan	gros/a_plan/n	plan	gros	15	2.6667	1.7995	2.0000	1.4639	1.8667	1.4075	zoom(5);plan rapproché(2);cadrage serré(2);plan isolant un détail du corps(1);imposant(1);cadrage de près(1);en détail(1);cadrage(1);vue de visage(1);prise de vue rapprochée(1);rapprochement(1);macrophotographie(1);cadrage isolant(1);de près(1);plan de pres(1);zoom rapproché(1);plein écran(1);agrandissement(1);de pres(1);premier plan(1);cadrage d'une personne à la hauteur des épaules(1);isolé un objet afin de mieux le dévoiler(1);plan de caméra par lequel on isole un detail(1);point focal(1);vue de détail(1);important(1);plan serré(1);cadrage sur un détail(1);vue détaillée(1);en macro(1)
guerre_civil	guerre_civile	guerre/n_civil/a	guerre	civile	15	4.5333	0.7432	3.1333	1.7265	3.4667	1.1872	guerre intestine(3);guerre fratricide(2);conflit interne(2);soulèvement(2);conflit fratricide(1);révolte armée(1);conflit inter ethnique(1);conflit civil(1);soulevement populaire(1);combat d'un peuple entre les uns et les autres(1);putsch(1);guerre nationale(1);révolte(1);guerre interne(1);guerre population(1);révolution(1);conflit civile(1);combat(1);conflit armé(1);guerre interne à un pays(1);guerre ethnique(1);trouble(1);revolte(1);guerre entre les citoyens(1);guerre dans le pays meme(1);guerre au sein d'un même état(1);révolte du peuple(1);soulevement(1)
haut_parleur	haut_parleur	haut/a_parleur/n	parleur	haut	14	2.8571	1.7033	1.5714	1.4525	1.7857	1.5281	enceinte(5);baffle(4);boumeur(2);parleur qui augmente le volume(2);enceinte acoustique(1);boumeur, woofer, enceinte, tweeter(1);amplificateur(1);hautparleur(1);speakers(1);magnification du son(1);transducteur électroacoustique(1);enceintes(1);appareil électriques en sons audibles(1);mégaphone(1);instrument qui magnifie le son(1);sono(1);woofer(1);baffe(1);amplificateur sonore(1);caisson(1);enceinte stéréo(1);baffles(1)
haut_mer	haute_mer	haut/a_mer/n	mer	haute	15	4.4667	1.3558	1.7333	1.7512	2.4000	1.6818	eaux internationales(4);pleine mer(3);grand large(2);éloignée des côtes(2);zone maritime(2);eau profonde(1);mer éloignée des côtes(1);eau neutre(1);eaux(1);milieu de haute mer(1);au milieu de la mer(1);loin des côtes(1);pélagique(1);bas fonds(1);loin de la côte(1);loin du bord(1);mer qui n'appartient pas a l'état(1);mer profonde(1);large(1);au large(1);flots(1);transocéanique(1);region dans la merpour aucun etat(1);partie de la mer éloignée des côtes(1)
haut_montagne	haute_montagne	haut/a_montagne/n	montagne	haute	16	4.6250	1.0247	4.3750	1.2583	4.1250	1.4083	montagne(2);haute altitude(2);cime(2);lieu élevé(1);grande montagne(1);sommet(1);sur les sommets(1);zone d'altitude élevée, généralement supérieure à 2 000 mètres(1);de grande altitude(1);terrain élevé(1);en dessus des montagnes(1);montagne élevée(1);altitude(1);colline(1);forêts subalpines(1);pic montagneux(1);montagne de très haute altitude(1);point de sommet(1);montagne élévée(1);hauts sommets(1);sommet élevé(1);domaine de la montagne(1);altitude montagneuse(1);domaine des plus hauts sommets(1);alpine(1);en altitude(1);sommets(1);domaine des massifs(1);de grandes hauteurs(1);de hauts sommets(1);sommets montagneux(1);pas moyenne montagne(1)
heure_supplémentaire	heure_supplémentaire	heure/n_supplémentaire/a	heure	supplémentaire	15	4.0667	1.3345	4.6667	0.4880	4.0667	1.0328	travail supplémentaire(5);heure additionnelle(2);heure exceptionelle(1);heure travaillé en plus(1);heure de plus(1);temps de travail supplémentaire(1);supplémentairement(1);travail supplementaire(1);heures en plus(1);heure additionnel(1);heures de travail ajoutées(1);surtravail(1);heure travaillée en plus de la durée légale contractuelle(1);heure de travail en surplus(1);travail en plus(1);surcharge de travail(1);heure sup(1);heures au delà de 35(1);temps de travail au delà d'un temps complet(1);temps additionnel(1);heure au dela du temps legal(1);travail au delà de la durée(1);travailler plus longtemps(1);heure travaillé au dela de l'heure de travail(1);heure en plus(1);charge supplémentaire(1)
huile_essentiel	huile_essentielle	huile/n_essentiel/a	huile	essentielle	16	4.3750	1.4083	2.0625	1.6919	2.2500	1.5706	essence(9);arôme(4);parfum(2);substance grasse(2);arome(1);essence végétale(1);extrait de plantes(1);huile embaumante(1);huile aux propriétés variées(1);aromatherapie(1);essences végétales(1);ingredient importante(1);produit pour le corps(1);concentré(1);medicament(1);huile aux essences de plantes ou fruits(1);naturelle(1);huiles naturelles(1);pures(1);composé essentiel(1);huile parfumée(1);huile extraite de plantes(1);huile concentré(1);extrait(1)
idée_reçu	idée_reçue	idée/n_reçu/a	idée	reçue	15	4.6667	0.6172	2.6000	1.7238	3.0000	1.5584	préjugé(4);idée préconçue(2);cliché(2);a priori(2);idée faite d'avance(2);stéréotype(2);topique(1);présomption(1);préjugés(1);idées déjà faites d'avance(1);supposition(1);stereotype faux(1);avoir une idée(1);théorie(1);banalités(1);idées fausses(1);idées préconçues(1);lieu commun(1);idee commune pas vraie(1);prejujé(1);croyance(1);idée fausse(1);poncif(1);idées toutes faites(1);a son idée(1);pensée(1);opinion(1)
insertion_professionnel	insertion_professionnelle	insertion/n_professionnel/a	insertion	professionnelle	12	3.7500	0.8660	4.5833	0.9003	4.0833	1.0836	employabilité(1);adaptation professionelle(1);apprentissage(1);inclusion(1);fait de s'insérer un élément supplémentaire(1);intégration économique d'une personne(1);insertion sociale(1);intégration au marché du travail(1);intégration dans la vie active(1);ouverture au monde professionnel(1);utilité professionnelle(1);intégration au monde du travail(1);insertion par le travail(1);insertion dans la vie professionnelle(1);réadaptation professionnelle(1);integration d'individus(1);travail(1);insertion en entreprise(1);integration d'individu dans un groupe(1);assimilation du travail(1);intégration professionnelle(1);initiation à la vie professionnelle(1);inserer un element supplémentaire(1);trouver du travail(1);faire part des gens qui travaillent(1);intégration socio économique(1)
intérêt_général	intérêt_général	intérêt/n_général/a	intérêt	général	15	4.3333	0.8165	4.3333	1.1751	4.3333	1.1127	intérêt public(5);intérêt commun(5);intérêt collectif(3);utilité publique(3);collectif(1);bien de tout le monde(1);methode(1);bien être(1);commun(1);intérêt global(1);bonne vie(1);pour tous(1);esprit civique(1);bien géneral(1);avantage général(1);bien commun(1);but collectif(1);utilité(1);importance publique(1);oeuvre(1);travail communautaire(1);intérêt de tous(1);utilité commune(1);intérêt sociétaire(1)
jeune_fille	jeune_fille	jeune/a_fille/n	fille	jeune	15	4.8000	0.5606	4.8667	0.5164	4.6667	0.7237	adolescente(8);demoiselle(7);jeune femme(4);fille(3);nana(2);gamine(2);pucelle(1);bambine(1);fillette(1);petite fille(1);fille de jeune âge(1);colombe(1);femme(1);célibataire(1);enfant(1);vieille fille(1)
journal_officiel	journal_officiel	journal/n_officiel/a	journal	officiel	13	4.4615	0.7763	4.6923	0.6304	4.3846	0.7679	quotidien officiel(2);bulletin(2);lois et décrets(1);ublication gouvernementale(1);presse qui fait autorité(1);carnet(1);publication gouvernemental(1);journal choisi pour representer(1);lois du pays(1);journal le plus rependu(1);évènements législatifs(1);nouvelle officielle(1);article officiel(1);journal des décrets(1);publication officielle(1);journal de la république(1);publication gouvernemantale(1);journal gouvernemental(1);jo(1);journal celebre(1);publication gouvernementale(1);decrets et arretes a portee generale(1);jorf(1);publication gouvernementale dont l'edition assure par l'insertion qui y est faite l'information des administres sur les lois(1);journal le plus achete(1);publication solennelle(1)
langue_français	langue_française	langue/n_français/a	langue	française	15	4.0667	1.6242	4.6000	1.0556	4.4667	1.1872	français(10);langue de molière(3);langue parlée en france(3);francophonie(2);langage des français(1);language de france(1);langue françoise(1);langue des français(1);langue des francais(1);expression française(1);parler francais(1);langue populaire(1);langue des lumières(1);langage français(1);langue de voltaire(1);langue en france(1);langue de france(1);langue officielle de la france(1)
marée_noir	marée_noire	marée/n_noir/a	marée	noire	16	2.4375	1.6721	3.6875	1.6621	3.0000	1.5916	nappe de pétrole(3);catastrophe écologique(2);fuite de pétrole ou de mazout dans la mer(1);petrole dans la mer(1);marée pétrolière(1);flot d'un produit pétrolier lourd(1);pollution pétrolière(1);pollution de la mer(1);pollution de l'eau(1);nappe de petrole(1);catastrophe(1);pollution par le pétrole(1);soutes des navires ou cargaison(1);catastrophe naturelle(1);marée de pétrole(1);catastrophe industrielle(1);pétrole dans la mer(1);nappe noire(1);accident industriel polluant(1);fioul noir sur les côtes(1);nappe(1);déversement de pétrole(1);pollution des rivages(1);vague des produits pétrolés sur les côtes(1);marée d'hydrocarbures(1);glissant(1);pollution maritime(1);nappe d'hydrocarbures(1);catastrophe industrielle et écologique(1);déversement d'hydrocarbures(1);sinistre(1);nappe d'hydrocarbure(1);pétrole perdu(1);pollution(1)
match_nul	match_nul	match/n_nul/a	match	nul	15	4.4000	1.2421	2.4000	2.1974	2.7333	2.1202	égalité(3);Égalité(3);match dans lequel personne ne gagne(1);match avec ni gagnant ni perdant(1);ni vainqueur ni perdant(1);Égalité de score(1);match sans vainqueur(1);match sans gagnant(1);rencontre sportive entre deux équipes qui aboutit à une situation pour laquelle il n'y a ni vainqueur ni perdant (1);Égalisation(1);match sans score(1);sans gagnant(1);égalité de points(1);match sportif sans résultat(1);ex aequo(1);être à égalité(1);match sans points et gagnants(1);compétition(1);égalisation(1);match sans perdants(1);tournoi(1);egalite(1);absence de gagnant(1);egalisation(1);compétition avec ni vainqueur ni perdant(1);ex æquo(1);match sans vainqueurs(1);égalité de buts(1)
matière_gras	matière_grasse	matière/n_gras/a	matière	grasse	15	4.6000	0.6325	4.8000	0.5606	4.8000	0.5606	graisse(6);gras(6);corps gras(2);lipide(2);lard(2);substance(1);matière oléagineuse(1);saindoux(1);produit gras(1);graisse (1);huile(1);alimentation(1);lipides(1);huiles(1);lipides des animaux ou plantes(1);excretion(1);huile d'olive (1);beurre(1);graisses(1)
matière_gris	matière_grise	matière/n_gris/a	matière	grise	15	3.2667	1.5337	2.0000	1.7728	2.2000	1.4736	cerveau(11);intelligence(7);cervelle(4);neurones(3);cerveaux(2);organe dans la tete(1);intellegence(1);cadre(1);élite intellectuelle(1);substance grise(1);génies(1);intellectuels(1);gens intelligents(1)
matière_premier	matière_première	matière/n_premier/a	matière	première	15	4.1333	1.5976	2.2000	1.5675	2.8000	1.4243	matière brute(7);produit de base(4);produit brut(3);produits de base(2);ressource naturelle(2);matiere extraite de la nature(1);elements qu'on utilise(1);substance(1);matière non transformé(1);bien non manufacturé(1);matière à l'état brut(1);base matérielle(1);source d'energie(1);besoins de base(1);matière originelle(1);materièl(1);matière basique(1);constituents primaires(1);matière naturelle(1);produits de première nécessité(1)
mauvais_foi	mauvaise_foi	mauvais/a_foi/n	foi	mauvaise	16	1.7500	1.4376	3.5625	1.4127	2.3750	1.2583	tromperie(5);malhonnêteté(4);mauvaise volonté(3);mauvaise intention(3);perfidie(2);menteur(2);déloyauté(2);refus de confronter les faits(1);perversion(1);pas honnete(1);méchanceté(1);refus d'accommoder(1);malhonnete(1);indécent(1);malhonnêteté intellectuelle(1);mensonge(1);fraude(1);hypocrisie(1);intention de tromper(1);vilain(1);manque de sincérité(1);hypocrite(1)
mauvais_langue	mauvaise_langue	mauvais/a_langue/n	langue	mauvaise	15	1.7333	1.2799	3.9333	1.2799	2.2000	1.0823	calomniateur(4);médisant(3);personne médisante(2);menteur(2);propos envieus(1);medisant(1);des méchants rumeurs(1);critiqueuse(1);cancaneuse(1);méchante(1);mauvaises histoires(1);racontars(1);vampe(1);qui attise les conflits(1);bavard(1);rumeurs(1);inventeur d'histoires(1);colporteur(1);langue de vipère(1);colporteur de ragots(1);envieux(1);hypocrite(1);torchon(1);langue de vipere(1);fourbe(1);langue de bois(1);parole(1);méchante langue(1)
