compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
eau_fort	eau_forte	eau/n_fort/a	eau	forte	12	1.5833	1.4434	1.7500	1.6026	1.2500	1.4222	gravure(6);acide nitrique(3);estampe(3);aquatinte(2);taille douce(2);eau pour peindre(1);imprime(1);gravure à lâeau forte(1);image(1);genre de peinture(1);gravure à l'acide(1);gravure en taille douce(1);peinture ou encre(1);peinture(1);solution acide(1);gravure utilisant l'acide nitrique(1);lithographie(1)
eau_usé	eaux_usées	eau/n_usé/a	eaux	usées	13	5.0000	0.0000	4.3077	0.8549	4.5385	0.6602	eaux polluées(5);eaux d'égouts(5);eaux sales(4);déchets liquides(2);eaux souillées(1);eaux domestiques(1);effluents(1);tout à l'égoût(1);eaux ménagères(1);effluents liquides(1);eaux d'égout(1);eau sale(1);effluents urbains(1);eau aprés utilisation(1);eaux grises(1);eaux utilisées(1);vidanges(1);eaux résiduaires(1);eaux noires(1);eaux vannes(1)
effet_spécial	effet_spécial	effet/n_spécial/a	effet	spécial	14	4.5000	0.7596	3.8571	0.9493	3.8571	0.8644	trucage(9);illusion(5);effets additionels(1);effets sur l'image pour creer des illusions(1);illusion d'images ou de son(1);techniques pour créer des illusions(1);maquillage(1);retouche(1);machinerie(1);illusions cinématographiques(1);fait par unordinateur(1);traitement des films(1);effet sensationnel(1);virtuel(1);illusionisme(1);traitement de l'image(1);effets de son ou d'image(1);illusion visuelle(1);techniques(1);cinéma fantastique(1);techniques visuelles ou sonores(1)
expérience_professionnel	expérience_professionnelle	expérience/n_professionnel/a	expérience	professionnelle	12	4.9167	0.2887	5.0000	0.0000	4.9167	0.2887	parcours professionnel(2);professionnalisme(2);pratique professionnelle(2);apprentissage(1);expérience de travaille(1);formation professionnelle(1);insertion professionnelle(1);technicité(1);antécédents de travail(1);historique professionnel(1);maturité professionnelle(1);familiarité(1);pratique acquise durant une même position(1);competence(1);compétence acquise(1);carrière(1);pratique(1);vécu(1);expérience en entreprise(1);qualifications(1);expérience de travail(1);antécédent(1);emplois précédents(1);cursus professionnel(1);expérience acquise sur le tas(1);qualification(1)
fait_divers	fait_divers	fait/n_divers/a	fait	divers	13	4.2308	0.9268	3.9231	0.9541	3.8462	1.0682	rubrique des chiens écrasés(2);événement(2);fait(1);évènement d'importance secondaire(1);événement secondaire(1);accidents de tout genre(1);chiens écrasés(1);rubrique des nouvelles inclassables(1);fait sans importance(1);nouvelles de société(1);événement sans grand intérêt(1);nouvelles variées(1);évéments(1);actualité(1);acte(1);nouvelles de moindre importance(1);journal(1);gazette(1);incident(1);accident sans grand intérêt(1);agissement(1);nouvelles du quotidien(1);évênement(1);faits quotidiens(1);magazine(1);incidents(1);nouvelles diverses(1);Évènement(1)
famille_nombreux	famille_nombreuse	famille/n_nombreux/a	famille	nombreuse	13	4.9231	0.2774	4.8462	0.3755	4.8462	0.3755	grande famille(6);lignage(2);famille avec beaucoup d'enfants(2);smala(2);parentèle(1);couvée(1);nombreux enfants(1);famille traditionnelle(1);famille a grand nombre(1);tribu(1);dynastie(1);famille de plus de 3 enfants(1);descendance(1);group de famille nombreuse(1);famille de plus de 5 personnes(1);famille avec plusieurs membres(1);famille multiple(1);famille avec beaucoup de membres(1);clan(1);famille à naissance multiples(1);famille composée de plus de 3 enfants(1);foyer(1)
faux_ami	faux_ami	faux/a_ami/n	ami	faux	14	0.7143	0.8254	2.4286	1.6968	1.1429	1.0995	mot piège(2);deux mots similaires(1);paire de mots anglais et français qui se ressemblent par la forme, mais qui ont des sens complètement ou partiellement différents (1);mots qui se ressemblent(1);contresens(1);mot qui ressemble à un mot dâune autre langue mais de sens différent (1);faux synonymes(1);mot similaire mais avec sens différent(1);ressemblance trompeuse(1);homonyme étranger(1);mot d'un sens différent dans une autre langue(1);mots apparentés(1);mot sans lien(1);mot qui ne signifie pas la même chose dans une autre langue(1);sens différent(1);significations différentes(1);paire de mots qui se ressemblent par la forme(1);mot non transparent(1);mot incompris(1);mots faussement équivalentes(1);mots proche(1);cognates apparentes(1);hypocrite(1);piège(1);des mots qui se ressemble mais on de sens different(1);mot ne correspondant pas à un autre(1);sens trompeur(1);mots appartenant à deux langues différentes(1);mal fait(1);homophone(1);mots de deux langues qui se ressemblent(1)
faux_cul	faux_cul	faux/a_cul/n	cul	faux	12	0.1667	0.3892	1.8333	1.8007	0.1667	0.3892	hypocrite(10);fourbe(3);menteur(2);faux jeton(1);insincère(1);tartuffe(1);pas sincere(1);bigot(1);menteur manipulateur(1);malhonnête(1);personne fausse(1);simulateur(1);faux derche(1);hypocritr(1)
faux_pas	faux_pas	faux/a_pas/n	pas	faux	14	1.8571	1.4064	2.6429	1.7368	1.8571	1.1673	erreur(11);faute(5);gaffe(3);maladresse(2);faiblesse(1);comportement répréhensible(1);violation(1);écart(1);geste inapproprié(1);bévue(1);mauvais choix(1);écart de conduite(1);raté(1);erreur de jugement(1)
faux_semblant	faux_semblant	faux/a_semblant/n	semblant	faux	14	4.0000	1.3587	3.9286	1.4917	3.6429	1.3363	ruse(5);tromperie(4);mensonge(3);hypocrisie(3);apparence trompeuse(2);aspect trompeur(2);prétexte mensonger(2);tartufferie(1);violation(1);délit(1);mensonage(1);tartuferie(1);apparence(1);simulacre(1);manipulation(1);affectation(1);trompeur(1);moyens frauduleux(1)
feu_rouge	feu_rouge	feu/n_rouge/a	feu	rouge	14	1.3571	1.8649	5.0000	0.0000	2.5000	1.7431	signal d'arrêt(5);feu de signalisation(2);signal de danger(2);feu de circulation(2);stop(2);arrêt obligatoire(2);feu d'arrêt(2);lumière rouge(1);lampe(1);sémaphore(1);interdiction de passer(1);interdiction(1);lueur(1);stopper le véhicule(1);arrêt(1);feu de signalistion(1);rouge(1);feux de circulation routière(1);feu tricolore(1);signe d'arret(1)
feu_vert	feu_vert	feu/n_vert/a	feu	vert	13	0.2308	0.4385	1.2308	1.7394	0.6154	0.8697	autorisation(8);accord(6);permission(5);approbation(2);autoriser(2);feu de passage(1);possibilité d'entreprendre(1);permis(1);avoir toute liberté d'agir(1);avoir la liberté d'agir(1);liberté d'agir(1);lumière verte(1);autorisation pour débuter(1)
fil_conducteur	fil_conducteur	fil/n_conducteur/a	fil	conducteur	15	1.3333	1.1127	2.6000	1.5024	1.4667	0.9904	thème(3);fil d'ariane(3);clé(2);indice(1);idée centrale(1);idee(1);fil qui conduit l'electricite(1);theme principal(1);point récurent(1);clef(1);principal(1);fil permettant de conduire l'impulsion électrique(1);déroulé d'une histoire(1);cle(1);idée(1);theme pricipal(1);essentiel(1);suite d'événements(1);directeur(1);idée maitresse(1);cours d'une histoire(1);ce qui guide(1);fil à suivre(1);fil rouge(1);thème dominant(1);guide(1);continuité(1);theme principal, idee(1);intrigue(1)
fleur_bleu	fleur_bleue	fleur/n_bleu/a	fleur	bleue	13	0.7692	0.8321	0.5385	0.7763	0.5385	0.7763	sentimental(6);romantique(5);sentimentale(4);tendre(3);naif(2);amoureux(1);enfantin(1);cul cul(1);romanesque(1);idéaliste(1);fan de romance(1);naïf(1);reveuse(1);sentimentel(1)
foie_gras	foie_gras	foie/n_gras/a	foie	gras	13	5.0000	0.0000	4.7692	0.4385	4.6923	0.4804	pâté de foie d'oie(2);pâté de foie(2);foie de canard(2);pâté(1);bloc de foie gras(1);pâté de fois gras(1);terrine(1);pâté de foie de canard(1);foie d'oie gavée(1);foie hypertrophié(1);pâté foie de canard(1);organe édible(1);pâté de luxe(1);foie avec gras(1);oie engraissé(1);foie de canard gavé(1);foie engraissé(1);foie hypertrophié d'oie(1);mousse de foie(1);pâté de foie gavé(1);organe edible(1);foie engraissé par gavage(1);nourriture à base de foie(1);foie d'oie ou canard(1);foie d'animal(1);foie hypertrophié d'oie ou de canard(1);foie cyrrhosé(1);foie gras d'oie(1)
fou_rire	fou_rire	fou/a_rire/n	rire	fou	12	4.7500	0.4523	2.3333	1.4355	2.8333	0.7177	rire incontrôlable(5);crise de nerfs(2);rire incontrolable(2);éclat de rire(2);rire intense(2);grand éclat de rire(1);rire impossible à maitriser(1);eclat de rires(1);rire beaucoup(1);gros rire(1);rire incontrôlé(1);rire excessivement(1);éclater de rire(1);rire sans se contrôler(1);rire nerveux(1);eclater en rires(1);rire hystérique(1);rire qu'on ne peut arrêter(1)
grand_air	grand_air	grand/a_air/n	air	grand	14	3.0714	1.8172	1.7143	1.6375	1.4286	1.4525	dehors(8);plein air(8);air frais(4);air libre(2);dans la nature(1);exterieure(1);pleine nature(1);extérieur(1);air de la compagne(1);grande étendue(1);éxterieur(1);libre(1);air de la campagne(1);à l'extérieur(1);nature(1)
grand_jour	grand_jour	grand/a_jour/n	jour	grand	15	2.0667	1.8696	1.1333	0.9904	1.0667	1.0998	ouvertement(3);visible(2);jour j(2);publiquement(2);moment inoubliable(2);révéler à tout le monde(1);aux yeux de tous(1);evenment important(1);date immanquable(1);lumière(1);evidente(1);d'une manière éclatante(1);clairement(1);jour tant attendu(1);dévoilé(1);vu de tous(1);jour speciale(1);révéler(1);étalalage(1);événement(1);pleine lumière(1);connu(1);au su de tout(1);lumiere(1);jour(1);mettre en lumière(1);exposer(1);au vu de tous(1);montrer avec obstentation(1);mis en lumière(1);a la vue de tous(1)
grand_saut	grand_saut	grand/a_saut/n	saut	grand	12	2.0833	1.7299	2.6667	1.8749	2.0833	1.6765	grand changement(3);risque(2);début de quelque chose de nouveau(1);passage initiatique(1);saut dans l'inconnu(1);prise de risque(1);s'aventurer(1);passer une etape(1);decision gigantesque(1);faire un pas(1);grand bon(1);décéder(1);prendre le risque(1);chalenge(1);décision irrévocable(1);important(1);avancer vers(1);se lancer(1);défi(1);grand effort(1);pas en avant(1);mourir(1);grand pas(1)
grand_écran	grand_écran	grand/a_écran/n	écran	grand	14	3.7857	1.2514	4.0000	1.4142	3.5000	1.6984	cinéma(8);cinema(2);écran de cinéma(2);industrie des films cinematiques(1);septième art(1);television(1);écran de cinéna(1);projection de film(1);projection(1);films de cinéma (par opposition aux téléfilms)(1);endroit pour films(1);large(1);cinématographe(1);monde du cinéma(1);ciné(1);films pour le cinéma(1);pas la télévision(1);écran d'argent(1);films cinématographiques(1);film(1);amphithéâtre(1)
grand_entreprise	grande_entreprise	grand/a_entreprise/n	entreprise	grande	12	5.0000	0.0000	4.8333	0.3892	4.7500	0.4523	multinationale(5);corporation(2);conglomérat(2);société(2);multinational(1);grande sociéte(1);organisation(1);entreprise de plus de 500 employés(1);large organisation(1);grande institution(1);usine florissante(1);sociétés(1);entreprise pas petite(1);monde industriel(1);géant(1);haute finance(1);fleuron de l'industrie(1);grand groupe(1);établissement(1);affaires économiques(1)
grand_surface	grande_surface	grand/a_surface/n	surface	grande	11	3.6364	0.9244	4.6364	0.5045	3.8182	0.8739	hypermarché(7);supermarché(7);grand magasin(5);commerce(1);magasin de libre service(1);supermarche(1);vente de grande dimension(1);grand magazin en libre service(1);centre commercial(1);magasin(1);hypermarche(1)
grippe_aviaire	grippe_aviaire	grippe/n_aviaire/a	grippe	aviaire	12	4.5833	0.9962	4.3333	1.2309	4.4167	0.9962	peste aviaire(4);influenza(2);grippe des oiseaux(2);virus aviaire(2);h5n1(2);grippe du poulet(1);rhume des oiseaux(1);virus qui infecte les oiseaux sauvage et domestique(1);maladie virale(1);peste des volailles(1);grippe a(h1n1)(1);grippe h5n1(1);grippe(1);virus(1);rhume avaire(1);h7n9(1);virus qui vient des oiseaux(1);poulet(1);virus qui affecte les humains(1);malaise des oiseaux(1)
gros_mot	gros_mot	gros/a_mot/n	mot	gros	13	4.7692	0.4385	0.6923	0.9473	1.1538	1.2142	injure(4);juron(3);insulte(3);mot grossier(2);mot obscène(2);vulgarité(2);grossièreté(2);obscénité(2);mot impoli(1);injures(1);impiété(1);expression grossière(1);grossièrité(1);jurons(1);mot déplacé(1);mot désagréable(1);grossier(1)
gros_plan	gros_plan	gros/a_plan/n	plan	gros	14	2.7143	1.8576	1.7857	1.2514	1.6429	1.1507	zoom(5);plan rapproché(2);cadrage serré(2);plan isolant un détail du corps(1);cadrage de près(1);en détail(1);cadrage(1);vue de visage(1);prise de vue rapprochée(1);rapprochement(1);macrophotographie(1);cadrage isolant(1);de près(1);plan de pres(1);zoom rapproché(1);plein écran(1);agrandissement(1);de pres(1);premier plan(1);cadrage d'une personne à la hauteur des épaules(1);isolé un objet afin de mieux le dévoiler(1);plan de caméra par lequel on isole un detail(1);point focal(1);vue de détail(1);plan serré(1);cadrage sur un détail(1);vue détaillée(1);en macro(1)
guerre_civil	guerre_civile	guerre/n_civil/a	guerre	civile	12	4.7500	0.4523	3.1667	1.5859	3.7500	1.0553	guerre intestine(3);guerre fratricide(2);révolte armée(1);conflit inter ethnique(1);conflit civil(1);soulevement populaire(1);combat d'un peuple entre les uns et les autres(1);putsch(1);guerre nationale(1);révolte(1);guerre interne(1);guerre population(1);révolution(1);conflit civile(1);conflit interne(1);combat(1);conflit armé(1);guerre interne à un pays(1);guerre entre les citoyens(1);guerre ethnique(1);soulèvement(1);guerre dans le pays meme(1);guerre au sein d'un même état(1);soulevement(1)
haut_parleur	haut_parleur	haut/a_parleur/n	parleur	haut	13	2.6923	1.6525	1.3077	1.1094	1.5385	1.2659	enceinte(5);baffle(4);boumeur(2);amplificateur sonore(1);speakers(1);parleur qui augmente le volume(1);baffles(1);baffe(1);enceintes(1);magnification du son(1);caisson(1);boumeur, woofer, enceinte, tweeter(1);transducteur électroacoustique(1);enceinte stéréo(1);amplificateur(1);appareil électriques en sons audibles(1);mégaphone(1);sono(1);hautparleur(1);woofer(1);enceinte acoustique(1)
haut_mer	haute_mer	haut/a_mer/n	mer	haute	14	4.7857	0.5789	1.8571	1.7478	2.5714	1.6036	eaux internationales(4);pleine mer(3);grand large(2);éloignée des côtes(2);zone maritime(2);eau profonde(1);mer éloignée des côtes(1);eau neutre(1);eaux(1);milieu de haute mer(1);au milieu de la mer(1);loin des côtes(1);bas fonds(1);loin de la côte(1);loin du bord(1);mer qui n'appartient pas a l'état(1);mer profonde(1);large(1);au large(1);flots(1);region dans la merpour aucun etat(1);partie de la mer éloignée des côtes(1)
haut_montagne	haute_montagne	haut/a_montagne/n	montagne	haute	13	5.0000	0.0000	4.9231	0.2774	4.6154	0.7679	montagne(2);haute altitude(2);lieu élevé(1);sur les sommets(1);zone d'altitude élevée, généralement supérieure à 2 000 mètres(1);de grande altitude(1);terrain élevé(1);montagne élevée(1);altitude(1);colline(1);forêts subalpines(1);pic montagneux(1);montagne de très haute altitude(1);montagne élévée(1);hauts sommets(1);sommet élevé(1);domaine de la montagne(1);altitude montagneuse(1);domaine des plus hauts sommets(1);en altitude(1);cime(1);domaine des massifs(1);de grandes hauteurs(1);de hauts sommets(1);sommets montagneux(1);pas moyenne montagne(1)
heure_supplémentaire	heure_supplémentaire	heure/n_supplémentaire/a	heure	supplémentaire	13	4.3077	0.7511	4.6154	0.5064	4.2308	0.5991	travail supplémentaire(4);heure exceptionelle(1);heure travaillé en plus(1);heure de plus(1);temps de travail supplémentaire(1);supplémentairement(1);heure en plus(1);heures en plus(1);heures de travail ajoutées(1);surtravail(1);heure travaillée en plus de la durée légale contractuelle(1);heure additionnelle(1);travail supplementaire(1);travail en plus(1);surcharge de travail(1);heure sup(1);heures au delà de 35(1);temps de travail au delà d'un temps complet(1);temps additionnel(1);travail au delà de la durée(1);travailler plus longtemps(1);heure travaillé au dela de l'heure de travail(1);heure de travail en surplus(1);charge supplémentaire(1)
huile_essentiel	huile_essentielle	huile/n_essentiel/a	huile	essentielle	14	4.6429	0.8419	2.1429	1.7033	2.2857	1.4899	essence(8);arôme(3);parfum(2);substance grasse(2);arome(1);extrait de plantes(1);huile embaumante(1);huile aux propriétés variées(1);aromatherapie(1);huile concentré(1);ingredient importante(1);produit pour le corps(1);concentré(1);medicament(1);huile aux essences de plantes ou fruits(1);naturelle(1);pures(1);composé essentiel(1);essence végétale(1);huile parfumée(1);huile extraite de plantes(1);extrait(1)
idée_reçu	idée_reçue	idée/n_reçu/a	idée	reçue	13	4.7692	0.4385	2.5385	1.8081	2.8462	1.5730	préjugé(4);idée préconçue(2);cliché(2);a priori(2);idée faite d'avance(2);stéréotype(2);topique(1);présomption(1);préjugés(1);idées déjà faites d'avance(1);supposition(1);stereotype faux(1);banalités(1);idées fausses(1);idées préconçues(1);lieu commun(1);idee commune pas vraie(1);croyance(1);idée fausse(1);poncif(1);idées toutes faites(1);opinion(1)
insertion_professionnel	insertion_professionnelle	insertion/n_professionnel/a	insertion	professionnelle	10	3.9000	0.8756	4.8000	0.4216	4.5000	0.5270	employabilité(1);adaptation professionelle(1);apprentissage(1);inclusion(1);intégration économique d'une personne(1);insertion sociale(1);intégration au marché du travail(1);intégration dans la vie active(1);ouverture au monde professionnel(1);utilité professionnelle(1);intégration au monde du travail(1);insertion par le travail(1);réadaptation professionnelle(1);integration d'individus(1);travail(1);insertion en entreprise(1);assimilation du travail(1);intégration professionnelle(1);inserer un element supplémentaire(1);trouver du travail(1);faire part des gens qui travaillent(1);intégration socio économique(1)
intérêt_général	intérêt_général	intérêt/n_général/a	intérêt	général	13	4.4615	0.7763	4.6923	0.6304	4.6923	0.6304	intérêt public(4);intérêt commun(4);intérêt collectif(3);utilité publique(3);oeuvre(1);bonne vie(1);but collectif(1);bien commun(1);bien être(1);travail communautaire(1);commun(1);intérêt de tous(1);importance publique(1);collectif(1);bien de tout le monde(1);utilité commune(1);intérêt sociétaire(1);methode(1);pour tous(1);intérêt global(1);bien géneral(1)
jeune_fille	jeune_fille	jeune/a_fille/n	fille	jeune	13	4.9231	0.2774	5.0000	0.0000	4.9231	0.2774	adolescente(8);demoiselle(7);fille(2);gamine(2);jeune femme(2);pucelle(1);bambine(1);nana(1);fillette(1);petite fille(1);fille de jeune âge(1);colombe(1);célibataire(1);enfant(1);femme(1)
journal_officiel	journal_officiel	journal/n_officiel/a	journal	officiel	11	4.4545	0.8202	4.8182	0.4045	4.4545	0.6876	quotidien officiel(2);bulletin(2);lois et décrets(1);ublication gouvernementale(1);presse qui fait autorité(1);carnet(1);publication gouvernemental(1);lois du pays(1);journal le plus rependu(1);évènements législatifs(1);nouvelle officielle(1);article officiel(1);journal des décrets(1);publication officielle(1);journal de la république(1);publication gouvernemantale(1);journal gouvernemental(1);jo(1);journal celebre(1);publication gouvernementale(1);jorf(1);publication solennelle(1)
langue_français	langue_française	langue/n_français/a	langue	française	14	4.2857	1.4373	4.8571	0.3631	4.7143	0.7263	français(10);langue de molière(3);langue parlée en france(3);francophonie(2);langage des français(1);language de france(1);langue françoise(1);langue des français(1);expression française(1);parler francais(1);langue populaire(1);langue des lumières(1);langage français(1);langue de voltaire(1);langue en france(1);langue officielle de la france(1)
marée_noir	marée_noire	marée/n_noir/a	marée	noire	15	2.6000	1.5946	3.9333	1.3870	3.2000	1.4243	nappe de pétrole(3);catastrophe écologique(2);fuite de pétrole ou de mazout dans la mer(1);petrole dans la mer(1);marée pétrolière(1);flot d'un produit pétrolier lourd(1);pollution pétrolière(1);pollution de la mer(1);pollution de l'eau(1);nappe de petrole(1);catastrophe(1);pollution par le pétrole(1);soutes des navires ou cargaison(1);catastrophe naturelle(1);marée de pétrole(1);catastrophe industrielle(1);pétrole dans la mer(1);nappe noire(1);accident industriel polluant(1);fioul noir sur les côtes(1);sinistre(1);déversement de pétrole(1);pollution des rivages(1);vague des produits pétrolés sur les côtes(1);marée d'hydrocarbures(1);pollution maritime(1);nappe d'hydrocarbures(1);catastrophe industrielle et écologique(1);déversement d'hydrocarbures(1);nappe d'hydrocarbure(1);pétrole perdu(1);pollution(1)
match_nul	match_nul	match/n_nul/a	match	nul	13	4.6154	0.8697	2.2308	2.3149	2.4615	2.1454	égalité(3);Égalité(3);Égalisation(1);match dans lequel personne ne gagne(1);ni vainqueur ni perdant(1);Égalité de score(1);match sans vainqueur(1);match sans gagnant(1);match sans score(1);sans gagnant(1);égalité de points(1);match sportif sans résultat(1);ex aequo(1);match sans points et gagnants(1);compétition(1);égalisation(1);match sans perdants(1);tournoi(1);egalite(1);absence de gagnant(1);egalisation(1);compétition avec ni vainqueur ni perdant(1);match sans vainqueurs(1);égalité de buts(1)
matière_gras	matière_grasse	matière/n_gras/a	matière	grasse	13	4.6923	0.4804	4.9231	0.2774	4.9231	0.2774	gras(5);graisse(4);corps gras(2);lipide(2);lard(2);substance(1);matière oléagineuse(1);saindoux(1);produit gras(1);graisse (1);huile(1);alimentation(1);huiles(1);lipides des animaux ou plantes(1);excretion(1);huile d'olive (1);beurre(1);graisses(1)
matière_gris	matière_grise	matière/n_gris/a	matière	grise	14	3.5000	1.2860	2.1429	1.7478	2.3571	1.3927	cerveau(10);intelligence(7);cervelle(4);neurones(3);cerveaux(2);organe dans la tete(1);génies(1);cadre(1);élite intellectuelle(1);substance grise(1);intellectuels(1);gens intelligents(1)
matière_premier	matière_première	matière/n_premier/a	matière	première	12	4.6667	0.6513	2.5000	1.4460	3.1667	0.9374	matière brute(5);produit de base(3);produit brut(3);produits de base(2);ressource naturelle(2);matiere extraite de la nature(1);elements qu'on utilise(1);matière non transformé(1);bien non manufacturé(1);base matérielle(1);source d'energie(1);materièl(1);matière basique(1);constituents primaires(1);matière naturelle(1)
mauvais_foi	mauvaise_foi	mauvais/a_foi/n	foi	mauvaise	15	1.8667	1.4075	3.8000	1.0823	2.5333	1.1255	tromperie(5);malhonnêteté(4);mauvaise volonté(3);mauvaise intention(3);déloyauté(2);perfidie(2);refus de confronter les faits(1);indécent(1);malhonnêteté intellectuelle(1);fraude(1);perversion(1);pas honnete(1);mensonge(1);méchanceté(1);refus d'accommoder(1);hypocrisie(1);intention de tromper(1);menteur(1);vilain(1);manque de sincérité(1);malhonnete(1)
mauvais_langue	mauvaise_langue	mauvais/a_langue/n	langue	mauvaise	12	1.7500	1.3568	4.0833	1.0836	2.5833	0.6686	calomniateur(3);médisant(2);personne médisante(2);propos envieus(1);medisant(1);des méchants rumeurs(1);méchante(1);mauvaises histoires(1);racontars(1);vampe(1);qui attise les conflits(1);menteur(1);bavard(1);rumeurs(1);inventeur d'histoires(1);colporteur(1);langue de vipère(1);colporteur de ragots(1);hypocrite(1);torchon(1);fourbe(1);langue de bois(1);parole(1);méchante langue(1)
montagne_russe	montagnes_russes	montagne/n_russe/a	montagnes	russes	13	1.3077	1.4367	0.6154	0.7679	0.7692	1.0127	grand huit(4);attraction de fête foraine(2);manège(2);attraction foraine(2);roller coaster(2);toboggan electrique(1);attraction de grande vitesse(1);jeux fête foraine(1);circuit de montées et descentes(1);jeux avec chariots sur railles(1);jeu de fête foraine(1);divertissement(1);jeu(1);vehicules rapides dans un parc(1);trajet sinueux(1);circuit de train fermé(1);animation fête foraine(1);manège sur rail(1);attraction de frissons(1);circuit fait de montées et de descentes(1);attraction forraine(1)
monument_historique	monument_historique	monument/n_historique/a	monument	historique	13	4.8462	0.3755	4.8462	0.3755	4.8462	0.3755	édifice historique(2);mémorial(2);emblème historique(1);classement(1);monument ancien(1);ruines historiques(1);edifice(1);monument ancien et classé(1);bâtiment historique(1);bâtiment ancien(1);construction historique(1);monument connu dans l'histoire(1);vieux bâtiment(1);Édifice(1);patrimoine monumental(1);statue(1);monument classé(1);vielle pierre(1);monument commémoratif(1);batiment historique(1);monuments ancients(1);œuvre de commémoration(1);batiment public(1);patrimoine architectural(1);souvenir historique(1);patrimoine historique(1);chateau(1)
mort_né	mort_né	mort/n_né/a	mort	né	13	4.9231	0.2774	4.0000	1.2247	3.5385	1.8081	mort à la naissance(3);bébé mort à la naissance(2);bébé(1);gamin creuvé(1);mortinaissance(1);condition qui affecte les enfants(1);cadavre(1);décédé à la naissance(1);né mort(1);décédé en naissant(1);bébé décédé(1);foetus décédé(1);enfants qui sont mort a naissance(1);déjà mort au moment de la naissance(1);petit ange(1);né sans signe de vie(1);mortinatalité(1);mort avant de naitre(1);enfant mort(1);sans vis en droit français(1);mis au monde sans vie(1);mort au moment de la naissance(1);enfant décédé(1)
nouveau_monde	nouveau_monde	nouveau/a_monde/n	monde	nouveau	15	3.2000	1.6987	2.6667	1.6330	2.7333	1.6242	amérique(9);nouveau continent(5);amériques(3);nouvelle terre(2);amerique(2);continent américain(2);nouveaux territoires(1);des terres à l'ouest(1);monde étranger(1);moderne(1);nouvel age(1);outre atlantique(1);continent(1);amérique du nord(1);amérique centrale(1);monde découvert(1);naissant(1)
nuit_blanc	nuit_blanche	nuit/n_blanc/a	nuit	blanche	14	4.3571	0.8419	0.2857	0.6112	0.9286	0.9972	insomnie(8);nuit sans sommeil(7);nuit sans dormir(3);absence de sommeil(2);arum(1);nuit sans repos(1);réveil toute la nuit(1);sans dormir(1);veille(1);veiller(1);nuis sans sommeil(1);manque de sommeil(1);nuit éveillée(1);ne pas dormir(1)
numéro_vert	numéro_vert	numéro/n_vert/a	numéro	vert	11	4.9091	0.3015	0.3636	0.6742	1.0000	0.8944	numéro gratuit(5);libre appel automatique(2);appel gratuit(2);numéro d'appel gratuit(1);numero spécial(1);numéro permettant à l'émetteur de ne pas payer la communication(1);numéro téléphone gratuit(1);appel sans coût(1);ligne téléphonique gratuite(1);numéro spécial(1);téléphone(1);numero d'appel(1);numéro qui commence par 08(1);numéro non géographique(1);numéro téléphonique non payant(1);numéro téléphonique qui, en france, permet d’appeler gratuitement une entreprise ou une administration(1)
ordure_ménager	ordure_ménagère	ordure/n_ménager/a	ordure	ménagère	14	4.7857	0.4258	4.4286	0.7559	4.3571	0.7449	poubelle(3);ordure domestique(3);déchet(2);déchets ménagers(2);déchets(2);poubelles(2);restes domestiques(1);déchet ménagé(1);déchets de la maison(1);residu(1);ordures(1);débris(1);dechet(1);déchet ménager(1);détritus(1);détritut(1);pubelles(1);salletes d'intérieur(1);saleté domestique(1);des déchets(1);déchets quotidiens(1);déchets des ménages(1);déchets domestiques(1)
organisation_syndical	organisation_syndicale	organisation/n_syndical/a	organisation	syndicale	11	4.8182	0.4045	4.7273	0.6467	4.8182	0.4045	syndicat(8);organisation ouvrière(3);syndicat social(1);représentation d'employés(1);syndicats(1);rassemblement ouvrier(1);organisation d'employés(1);association de salariés(1);organisation de défense des travailleurs(1);congregation(1);association(1);union syndicales(1);intersyndicale(1);fédération(1);association syndicale(1);confederation(1)
page_jaune	pages_jaunes	page/n_jaune/a	pages	jaunes	15	4.3333	0.7237	3.2000	1.8974	3.0000	1.6475	annuaire téléphonique(6);annuaire(4);bottin(2);annuaire des professionnels(2);répertoire téléphonique(2);listes professionelles(1);annuaire téléphonique regroupant les coordonnées des professionnels(1);annuaire commercial(1);répertoire des numeros de téléphone entreprises(1);pages professionnelles(1);pages d'adresses(1);trouver les numéros de telephone et les adresses(1);annuaire du commerce(1);livre d'addresses(1);registre des enterprises(1);pages informatives(1);annuaires téléphonique(1);pages d'information(1);annuaire professionnelle(1);télécontact(1);annuaire des entreprises(1);coordonnées de professionnels(1);agenda(1);liste de téléphones professionnels(1)
parachute_doré	parachute_doré	parachute/n_doré/a	parachute	doré	12	0.1667	0.3892	0.5000	0.9045	0.1667	0.3892	prime de départ(4);parachute en or(3);indemnité de départ(2);prime(1);conditions royales(1);golden parachute(1);prime de depart(1);bonus de départ(1);indemnités de licenciement(1);dédommagement financier élevé(1);compensation(1);indemnités de départ d'un haut dirigeant de grande entreprise(1);bonus de retraite patronale(1);ulm(1);indemnité(1);somme d'argent(1);protection de licenciement(1);cordial dico parachute ascensionnel motorisé(1);clause contractuelle(1);grande compensation(1);indemnisation patronale(1)
