compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
centro_comercial	centro_comercial	centro/n_comercial/a	centro	comercial	36	3.0278	1.5397	4.5833	0.7700	3.4444	1.4431	shopping(17);shopping center(6);centro de comércio(5);centro de compras(5);galeria(4);mercado(3);lojas(2);centro de vendas(2);comércio(2);local de compras(2);região comercial(1);local com varias lojas(1);área de compras(1);mercados(1);núcleo de lojas(1);s(1);conjuntos comerciais(1);conjunto de lojas(1);zonas comerciais(1);local de aglomeração de lojas(1);lugar de comprar(1);galeria comercial(1);mercadão(1);centro(1);centro em que comércio é realizado(1);centro mercante(1);lojas comerciais(1);bairro comercial(1);concentração de lojas(1);a(1);conjuntos de lojas(1);prédio comercial(1);agrupamento de negócios que oferecem produtos ou serviços(1);lugar com comércio(1);varejo(1);local onde se agrupam diversas formas de comércio(1);compras(1);estabelecimento que engloba várias lojas(1);polo de comercio(1);local com alta densidade de lojas(1)
centro_espírita	centro_espírita	centro/n_espírita/a	centro	espírita	33	2.9697	1.6295	4.1515	1.1214	3.2727	1.4421	centro religioso(6);igreja(4);templo(3);centro de espiritismo(2);casa espírita(2);templo espirita(2);espiritismo(2);religião(2);lugar espírita(2);casa de cultos(1);local de reunião de espíritas(1);lugar para prática do espiritismo(1);entidade religiosa(1);igreja espirita(1);centro para estudo e prática da religião espírita(1);terreiro(1);espécie de igreja espírita(1);local de estudo e prática da religião espirita(1);religião espírita(1);lugar de culto espírita(1);reunião espíritual(1);terreiro de cerimônias espíritas(1);local das cerimônias espíritas(1);templo de espiritas(1);centro espiritual(1);s(1);lugar, encontro, espiritismo, espiritos, religiao, comunidade(1);lugar de prática oculta(1);casa de espiritismo(1);entidade espírita(1);centro de espíritas(1);instituição seguidora do espiritismo(1);centro kardecista(1);local espírita(1);centro de estudos crísticos(1);solidariedade(1);local de prática do espiritismo(1);centro(1);templo espírita(1);centro de atividade espírita(1);comunidade de espiritas(1);lugar de doutrina espírita(1);casa de amor fraterno(1);casa da 3a revelação(1);grupo espírita(1);a(1);doutrina(1);sociedade espírita(1);local de culto(1);centro mediúnico(1);local espirita(1);lugar onde é praticado o espiritismo(1);casa de espíritos(1);local onde se pratica o espiritismo(1);casa de religião(1);centro de espiritos(1)
cerca_vivo	cerca_viva	cerca/n_vivo/a	cerca	viva	38	3.8421	1.1746	3.8421	1.1746	3.3158	1.3775	cerca de plantas(12);cerca natural(5);arbusto(5);muro de plantas(4);plantas(4);cerca verde(3);tapume(2);sebe(2);parede de plantas(2);cerca(2);plantas com uma determinada forma(1);muro(1);cerca de arbustos(1);cercado de plantas(1);cerca com plantas(1);planta usada como cerca(1);cercamento vegetal(1);cerca vegetal(1);vegetação(1);barreira natural(1);separação(1);divisão de plantas(1);tipo de vegetação(1);muro vivo(1);trepadeira(1);jardinagem(1);canteiro de arvores(1);planta parra barra a passagem(1);cercamento verde(1);cerca nativa(1);sebe viva(1);s(1);plantas que fazem contorno(1);cerca de espinho(1);divisão com plantas(1);folhagens(1);muro vegetal(1);cerca feita de plantas(1);linhas de arbustos(1);a(1);cerca coberta de plantas(1);cerca de árvores(1);certa com vida(1);parede verde(1);cerca não de madeira(1);planta(1);cerca de jardinagem(1);cerca arborizada(1);linhas de arbusto(1);arbusto que barra a passagem(1);vegetação plantada imitando uma cerca(1)
cheiro_verde	cheiro_verde	cheiro/n_verde/a	cheiro	verde	23	1.2174	1.5062	3.8696	1.8167	0.9565	1.2961	tempero(11);tempero verde(4);ervas(3);vegetal(3);erva(2);salsa(2);salsa e cebolinha(2);planta(2);ervas verdes(1);tempeiro(1);erva de cheiro(1);erva aromática(1);ervas aromáticas(1);especiarias verdes(1);ervas aromaticas(1);s(1);ingrediente(1);ar puro da natureza(1);cheiro esverdeado(1);mato(1);salsinha e cebolinha(1);cebolinha e salsa(1);vegetais verdes(1);a(1);temperos(1);mistura de salsinha e cebolinha(1);condimentos verdes(1);cebolinha(1);condimento aromático(1);condimento(1);cheiro das plantas(1)
circuito_integrado	circuito_integrado	circuito/n_integrado/a	circuito	integrado	28	4.7500	0.5182	4.4286	0.9595	4.3929	0.8751	chip(20);microchip(8);circuito(5);ci(4);placa(3);chip integrado(2);placa integrada(2);conjunto de transistores(1);cirucito eletrônico(1);componente feito na placa(1);ic(1);circuito all in one (tudo em um)(1);componente intrínseco a uma placa(1);circuito não feito em partes(1);processador(1);componente de computador(1);equipamento eletrônico(1);componente eletrônico(1);circuito eletrônico miniaturizado(1);componente elétrico(1);a(1);circuito feito tudo junto(1);s(1);eletrônica(1);circuito eletronico(1)
classe_executivo	classe_executiva	classe/n_executivo/a	classe	executiva	33	4.1515	0.8704	2.4242	1.0906	2.6364	1.2201	primeira classe(9);classe de negócios(3);alta classe(2);classe de luxo(2);classe superior(2);classe rica(2);classe mais barata(1);classe media(1);burguesia(1);parte reservada da cabine(1);classe econômica(1);categoria mais cara(1);chefia(1);classe empresarial(1);classe mais alta(1);setor de passagens intermediárias(1);classe mais importante(1);classe privilegiada(1);lugar mais caro e mais espaçoso(1);classe preferencial(1);classe de maior padrão(1);classe alta(1);setor do avião com qualidade intermediária(1);ricos(1);classe privelegiada(1);espaco do avião que eh mais confortavel e mais caro que a classe economica(1);classe prioritária(1);parte que viajam os apoderados(1);local especifico destinado aqueles que exercem funcoes executivas(1);chefes(1);classe intermediária(1);setor executivo(1);lugar de luxo(1);segunda classe(1);classe business(1);classe mais nobre(1);classe previlegiada(1);business class(1);ala executiva(1);espaço no avião reservado à pessoas de boa condição financeira(1);qualidade média(1);a(1);classe rico(1);lugares mais caros(1);classe corporativa(1);viagem a trabalho(1);lugares mais confortáveis(1);classe mais cara(1);classe(1);divisão executiva(1);categoria executiva(1);classe melhor que a economica(1);s(1);classe com altos níveis de qualidade e conforto(1);conforto(1);serviço superior ão da classe economica(1)
coluna_social	coluna_social	coluna/n_social/a	coluna	social	27	2.6667	1.3587	3.6667	1.3009	2.5556	1.3960	coluna de fofoca(4);reportagem(2);página de fofocas(2);revista de fofoca(2);tabloide(2);coluna de jornal(2);notícias da sociedade(2);matéria(2);páginas de famosos(1);notícias sobre sociedade(1);coluna de artistas(1);materia de jornal(1);seção de fofocas do jornal(1);meios de comunicação(1);jornalismo social(1);espaço para informações sociais(1);fofocas(1);parte social de jornal ou revista(1);coluna de noticias(1);fofoca(1);coluna de fofocas(1);jornais(1);coluna sobre festas(1);mural de fotos de pessoas que comparecem em ocasiões especiais(1);lacuna social(1);revistas(1);panfleto da high society(1);espaço social(1);informações de pessoas(1);manchete social(1);cobertura dos eventos locais(1);coluna de personalidades(1);coluna do cotidiano(1);coluna de revista(1);trecho de celebridades(1);acompanhamento da vida de pessoas famosas(1);a(1);notícias sociais(1);site de fofoca(1);fofoca sobre celebridades(1);redação(1);reportagens sociais(1);s(1);coluna com enfoque em relações sociais(1);reportagens(1);ambientes de fofoca(1);local de publicação sobre eventos(1)
colégio_militar	colégio_militar	colégio/n_militar/a	colégio	militar	32	4.9062	0.3902	4.7188	0.5811	4.6250	0.7071	escola militar(14);colégio do exército(7);colégio(5);escola(4);colégio de militares(2);instituição militar(2);colegio do exercito(2);escola regida por militares(1);escola da aeronautica(1);colégio subordinado ão exército(1);educação militar(1);escola de oficiais do exército(1);escola de guerra(1);colégio da aeronáutica(1);colegio da aeronautica(1);exército(1);colégio preparatório para quem quer seguir carreira militar(1);escola pública(1);educandário militar(1);instituição militar de ensino(1);s(1);da marinha(1);internato(1);colégio da marinha(1);ensino militar(1);instituição regida por militares(1);a(1);colégio de filosofia militar(1);colégio regido por militares(1);instituição de ensino herdada dos anos de chumbo(1);escola onde os militares estudam(1);escola do exercito(1);escola de ensino médio e fundamental regida por militares(1);instituição educacional(1);instituição de ensino(1);ensino militarizado(1);instituição de ensino comandada por militares(1);corporação(1);colégio dos militares(1)
comida_caseiro	comida_caseira	comida/n_caseiro/a	comida	caseira	41	4.9024	0.4901	4.0000	1.0247	4.0244	1.0837	comida feita em casa(24);comida de casa(9);comida simples(6);comida(6);refeição caseira(4);comida da mãe(3);comida artesanal(2);comida não industrial(2);comida tradicional(2);comida doméstica(2);culinária cotidiana(1);comida que não é artificial(1);comida de mãe(1);petisco caseiro(1);comfort food(1);feita em casa(1);comida de pai(1);feita em cas(1);feito em casa(1);boia(1);comida de conforto(1);comida que lembra a comida que a mãe faz(1);alimento caseiro(1);comidinha(1);não industrial(1);comida não comprada(1);comida do dia a a dia(1);comida de familia(1);alimento feito em casa(1);alimento de casa(1);a(1);refeição popular(1);alimentação feita por membros familiares(1);comida de vó(1);alimento produzido em pequena quantidade(1);grude(1);comida popular(1);s(1);tempero caseiro(1);elaborada em casa(1);comida da vó(1)
companhia_aéreo	companhia_aérea	companhia/n_aéreo/a	companhia	aérea	33	4.4848	0.9722	3.3333	1.2666	3.0606	1.4564	empresa aérea(14);companhia de aviação(6);empresa de aviões(3);companhia de aviões(3);empresa de aviação(3);companhia de voo(2);avião(2);empresa de voo(2);empresa de voos(2);transportadora aérea(2);linha aérea(2);empresa(1);empresa que trabalha com avioes(1);aeroporto(1);empresa de transporte por avião(1);operadora de vôos(1);empresa de movimentação aérea(1);empresa de vôos(1);viagens(1);companhia de vôo(1);corporação aérea(1);tam(1);empresa de transporte aéreo(1);time aereo(1);empresa que oferece transporte aereo(1);agencia aerea(1);linhas aéreas(1);companhia de taxi aéreo(1);companhia de viagens de avião(1);empresa de taxi aéreo(1);empresas(1);cia aerea(1);companhia de vôos(1);a(1);empresa aeronáutica(1);empresa de linhas aéreas(1);aviação(1);empresa de avião(1);companhia(1);agencia de avioes(1);transporte(1);empresa aerea(1);s(1)
conta_corrente	conta_corrente	conta/n_corrente/a	conta	corrente	34	4.3235	1.0932	2.5000	1.1348	2.6765	1.3421	conta bancária(16);conta(8);conta no banco(5);conta à ordem(3);conta de banco(3);conta em banco(3);poupança(2);conta em instituição financeira(1);contas(1);contas poupança(1);conta do banco(1);saldo bancário(1);conta de débito(1);conta aplicação(1);deposito e saque(1);banco(1);forma de armazenar dinheiro(1);s(1);depósito de dinheiro(1);cc(1);conta que consiste do exato valor que a pessoa tem disponível(1);conta normal(1);depósito(1);dinheiro, movimento de dinheiro, banco(1);conta ativa(1);conta poupança(1);cofres(1);conta de giro(1);conta bancária movimentada(1);conta bancaria(1);a(1);conta de depósito(1);deposito de dinheiro(1);conta de uso(1);atividade bancária(1);aplicação financeira(1)
coração_partido	coração_partido	coração/n_partido/a	coração	partido	39	1.8462	1.2678	1.6667	1.1773	1.2564	1.0442	triste(8);decepção amorosa(6);magoado(5);tristeza(4);decepcionado(4);decepção(3);desiludido(3);mágoa(3);coração quebrado(3);desapontado(2);coração dividido(2);sofrimento(2);dor de cotovelo(2);desilusão(2);profundamente desapontado(1);traído(1);espírito partido(1);sofrendo por amor(1);desiludido amorosamente(1);magoad(1);coração despedaçado(1);magoa(1);broken heart(1);triste por amor(1);sentimentos arrasados(1);profundamente triste(1);muito triste(1);depressão(1);dor de coração(1);desilusão amorosa(1);coração destruído(1);frustração amorosa(1);decepção afetiva(1);coração dilacerado(1);sofrimento amoroso(1);tristeza extrema(1);triteza amorosa(1);desapontamento amoroso(1);a(1);deilusão amorosa(1);que foi magoado(1);infelicidade(1);s(1);coração cortado(1);dor de amor(1);que foi rejeitado(1);sentimento ferido(1);traido(1);desapontamento(1)
corda_bambo	corda_bamba	corda/n_bambo/a	corda	bamba	32	1.0625	1.1897	1.8750	1.4312	1.5000	1.2181	situação delicada(5);situação de risco(4);incerteza(3);dificuldade(3);situação complicada(3);vulnerabilidade(2);no limite(2);saia justa(2);situação difícil(2);desequilibrio(2);quase caindo(2);beira do abismo(1);duvidoso(1);em risco(1);propenso ão erro(1);incerto(1);instável(1);instavel(1);voluvel(1);indecisão(1);por um triz(1);fio instável(1);cai não cai(1);situação instável(1);perto do erro(1);ameaça de queda(1);à beira do erro(1);receio(1);iminencia(1);enrrascada(1);a(1);corda frouxa(1);instabilidade(1);periculosidade(1);arriscado(1);s(1);pisando em ovos(1);ameaça(1);iminência do tombo(1);zona de risco(1);faca no pescoço(1);situação duvidosa(1);mais pra lá do que pra cá(1);difícil(1);apuros(1);beira o erro(1);perigo(1);em dúvida(1);mais pra lá que pra cá(1);insegurança(1);complicação(1);aperto(1);estresse(1);no laço(1)
corda_vocal	cordas_vocais	corda/n_vocal/a	cordas	vocais	35	2.0000	1.4142	4.2857	1.1523	2.3143	1.2071	pregas vocais(13);voz(12);garganta(8);músculos vocais(3);gogó(3);laringe(2);vias vocais(1);cordas vocálicas(1);tecido da laringe(1);aparelho fonador(1);som(1);parte do corpo(1);fala(1);vocal(1);parte do corpo humano utilizada pra a reprodução da voz(1);orgão vibratório(1);parte do corpo humano(1);cordas da voz(1);s(1);órgão(1);estrutura corpórea(1);sistema de fala(1);diz se de parte do aparelho fonador humano responsável por modular o fluxo de ar na fala(1);a(1);faixas membranosas da laringe(1);cordas responsáveis pela voz(1);membrana emissora de som(1);sons(1);órgãos responsáveis pela voz(1);onde passa o som(1);caixa vocal(1);ondas(1);palheta vocal(1);responsaveis pela fala(1);cordas garganta(1);aparelhos vocais(1);cordas de fala(1);fíbras vocais(1)
curto_circuito	curto_circuito	curto/a_circuito/n	circuito	curto	31	3.0645	1.3400	1.9677	1.4256	2.1290	1.2843	problema elétrico(7);choque(6);curto(6);pane(4);falha elétrica(3);pane elétrica(3);colapso(2);curto elétrico(2);queima do circuito(1);circuito encurtado(1);muita corrente, pouca resistência(1);estragou o circuito(1);conectar os dois terminais da tomada(1);fenômeno elétrico(1);falha na energia(1);queda de resistencia(1);sobrecarga elétrica(1);energia(1);fio queimou(1);falha(1);dificuldade(1);problema eletrico(1);circuito com alta corrent(1);queimou o circuito(1);circuito com baixa resistencia(1);problema de fiação(1);explosão elétrica(1);choque elétrico(1);desfuncionamento(1);conectar os dois terminais de entrada de um circuito(1);pane no sistema(1);acidente(1);a(1);circuito estourado(1);pani elétrica(1);descarga elétrica(1);passagem de corrente elétrica acima do normal(1);mal funcionamento(1);curto no circuito(1);desorientação(1);s(1)
câmara_frio	câmara_fria	câmara/n_frio/a	câmara	fria	23	4.4348	1.2368	4.9565	0.2085	4.4348	1.1610	refrigerador(7);congelador(5);sala fria(4);frigorífico(4);freezer(3);geladeira(2);câmara resfriada(2);câmara(2);câmara frigorífica(2);despensa(1);câmara de congelamento(1);camara frigorifica(1);reservatório frio(1);local de temperatura controlada(1);estufa fria(1);frigoríficos(1);câmara climatizada(1);câmara de gelo(1);sala refrigerada(1);compartimento frigorífico(1);câmara que é fria(1);sala gelada(1);geladeira, conservação(1);ambiente climatizado(1);a(1);frio, extremo(1);s(1);recinto resfriado(1);câmara gelada(1)
céu_aberto	céu_aberto	céu/n_aberto/a	céu	aberto	35	2.4000	1.5568	2.6286	1.4569	1.7143	1.2735	ar livre(15);sem teto(7);ao ar livre(6);ambiente aberto(3);na rua(3);aberto(2);sem cobertura(2);sem proteção(2);fora(2);rua(2);espaço aberto(2);descoberto(2);externo(2);de rua(2);sem telhado(1);exterior(1);céu livre(1);ambiente externo(1);s(1);em ambiente aberto(1);área não coberta(1);direto pro ceu(1);abóbada celeste(1);céu visível(1);céu limpo(1);área aberta(1);natureza(1);não coberto(1);campos(1);a(1);em contato com o tempo na rua(1);sem o teto(1);teto aberto(1);ás estrelas(1);exposto ão tempo(1);fora de um edifício(1);exposto(1);céu de brigadeiro(1);firmamento(1)
círculo_vicioso	círculo_vicioso	círculo/n_vicioso/a	círculo	vicioso	34	2.3235	1.2726	3.1765	1.5854	2.3235	1.4918	ciclo vicioso(7);repetição(3);ciclo inacabável(2);vício(2);dependência(2);loop(2);diz se de uma situação ininterrupta que acaba sempre voltando ão estado inicial(1);laço(1);ciclo aditivo(1);agravamento de um problema(1);ciclo de erros(1);repetição de ações(1);ciclo ruim(1);looping(1);comportamento negativo(1);algo que se repete de maneira circular(1);circuito sem fim(1);ciclo destrutivo(1);círculo degenerativo(1);negatividade(1);rotina que se repete(1);ciclo(1);algo que está se repetindo constantemente(1);circulo viciado(1);situação negativa(1);círculo viciado(1);círculo permanente(1);comportamento que segue um padrão que rotaciona(1);sequência repetitiva(1);açoes repetitivas(1);processo cíclico vantajoso(1);definição circular(1);recorrência(1);circulo que vicia(1);impotencia(1);repetição de atividades prejudiciais(1);problema sem solução(1);rede do mal(1);ciclo nocivo(1);tendência(1);ciclo benéfico(1);loop de ações ruins(1);período difícil(1);ouroboros(1);problema(1);círculo maléfico(1);a(1);circulo de vicios(1);repetição de atividades(1);algo repetitivo(1);processo negativo(1);vicio(1);procedimento que perdura(1);círculo de coisas ruins(1);s(1);sequência desfávorável(1);conexão sem fim(1);repetição de atitudes(1);círculo malicioso(1);circulo sem fim(1);sequencia repetida(1);sucessão desfavorável e infinita(1)
círculo_virtuoso	círculo_virtuoso	círculo/n_virtuoso/a	círculo	virtuoso	22	2.4091	1.3331	3.8182	1.4683	2.6364	1.4325	ciclo virtuoso(4);ciclo(3);ciclo positivo(3);acontecimentos positivos(2);sequência de acontecimentos bons(2);prosperidade(1);ciclo benefico(1);boa vibe(1);movimento honesto(1);karma positivo(1);ciclo vantajoso(1);processo positivo(1);ciclo vicioso(1);movimento ético(1);círculo de sorte(1);rede de virtudes(1);s(1);ajuda mútua(1);bemfeiçoes em loop(1);laço virtuoso(1);ciclo sem fim(1);série de bons ocorridos(1);círculo positivo(1);situação favorável(1);boas ações recíprocas(1);processo cíclico vantajoso(1);relação de simbiose(1);ciclo benéfico(1);a(1);processo auto alimentador(1);ciclo de virtude(1);círculo benéfico(1);movimento correto(1);desenvolvimento(1);círculo de acontecimentos positivos(1);ações positivas(1);circulo bom(1);corrente do bem(1);sequencia de virtudes(1);círculo construtivo(1)
deputado_federal	deputado_federal	deputado/n_federal/a	deputado	federal	29	4.8966	0.5571	4.6552	1.0782	4.8276	0.6017	político(13);deputado(8);representante(4);deputado da federação(3);congressista(3);parlamentar federal(2);cargo político(2);congressista federal(2);representante nacional(2);deputado nacional(1);politico(1);senador(1);representante do congresso nacional(1);cargo federal(1);presidente(1);representante da câmara(1);político federal(1);representante federal(1);funcionario publico(1);a(1);legislador(1);parlamentar(1);deputado estadual(1);deputado do país(1);mentiroso profissional(1);deputado da esfera federal(1);eleito(1);s(1);funcionário do país(1);funcionário federal(1);ocupação no cenário político(1);corrupto(1);cargo público(1)
desfile_militar	desfile_militar	desfile/n_militar/a	desfile	militar	33	4.8182	0.5276	4.9091	0.3844	4.7273	0.6261	parada militar(10);marcha(5);marcha militar(5);desfile(5);desfile de militares(3);demonstração militar(3);parada(2);caminhada militar(2);exibição militar(2);desfile dos militares(2);passeata(2);caminhada(2);apresentação militar(2);desfile ufanista(2);passeata militar(1);desfile patriótico(1);desfile do exército(1);apresentações(1);ensaio militar(1);apresentações de militares(1);parada do exercito(1);ato cívico(1);desfile do exercito(1);marchinha(1);desfile policiais(1);exposição militar(1);passarela(1);desfile patriotico(1);marcha ordenada para o público(1);comemoração militar(1);a(1);parada de militares(1);formatura militar(1);desfile marcial(1);apresentação do exército(1);exibição(1);s(1);desfile patriota(1)
direito_humano	direitos_humanos	direito/n_humano/a	direitos	humanos	24	4.5833	0.9286	3.6667	1.4346	3.7083	1.3667	direitos(3);direitos básicos(3);direitos universais(2);direitos humanitários(2);direitos do homem(2);direitos fundamentais(2);direitos individuais(1);compilação de regras que devem ser mantidas em relação ão respeito entre seres humanos(1);direito pessoal(1);direito das pessoas, em qualquer situação e local em que estejam(1);que todo humando mereçe por natureza(1);direitos univesais(1);direitos basicos(1);direitos do cidadão(1);s(1);conjunto de ideias referentes aos seres humanos(1);ajuda aos humanos(1);leis de respeito pessoal(1);direitos e liberdades dos seres humanos(1);leis humanitárias(1);respeito a pessoa(1);dignidade humana(1);direitos humanitarios(1);direitos de vida(1);humanidade(1);direito à vida(1);respeito(1);direitos humanistas(1);direitos básicos de cada pessoa(1);leis que defendem direitos básicos(1);a(1);garantias mínimas(1);direito a todos(1);direitos dos seres humanos(1);direitos basico de todo ser humano que existe, por exemplo, saude, abrigo, seguranca, etc (1);direitos de todos(1);direito de expressão(1);liberdades públicas(1);direito civil(1);direitos de tudo da classe humana(1);privilégios garantidos aos humanos(1)
disco_rígido	disco_rígido	disco/n_rígido/a	disco	rígido	41	3.4390	1.5008	3.2195	1.6660	2.7073	1.5850	hd(23);hdd(6);memória secundária(5);disco duro(4);memoria(4);winchester(3);hard drive(2);armazenamento(2);memória permanente(2);memória(2);aparelho de armazenamento de dados(1);parte do computador(1);dispositivo de memória bruta(1);drive de armazenamento(1);drive(1);hardware(1);periférico(1);dispositivo de armazentamento(1);memória rígida(1);sistema de armazenamento(1);memória física(1);memoria fisica(1);disco de armazenamento(1);computador(1);s(1);sata(1);disco de computador(1);local de armazenamento(1);que não é virtual(1);dispositivo para armazenamento de dados em um computador(1);equipamento eletrônico(1);periférico de estocagem(1);dispositivo de armazenamento(1);aramazenamento de memória do dispositivo eletrônico(1);disco de memória(1);hard disk drive(1);disco magnético(1);ssd(1);hard disk(1);parte do computador para armazenamento de dados(1);a(1);unidade de armazenamento(1);armazenador de dados(1);disco de armazenamento de dados em um computador(1);objeto, disco tangivel(1);memória interna(1);disco(1);memória de massa(1);armazenamento eletrônico(1);dispositivo de mídia física(1)
disco_voador	disco_voador	disco/n_voador/a	disco	voador	40	2.7750	1.7020	4.5000	1.1547	2.8500	1.5941	ovni(21);ufo(7);nave espacial(7);objeto voador não identificado(5);aliens(3);nave extraterrestre(3);nave alienígena(3);nave alienigena(2);nave de et(2);ovnis(2);espaçonave(2);nave(1);extra terrestres(1);nave extra terrestre(1);alien(1);objeto do espaço(1);nave de extra terrestres(1);objeto não terrestre(1);objeto voador associado a extraterrestres(1);nave de alienígenas(1);espécie de avião dos ets(1);objeto voador em forma de disco(1);alienígenas(1);espacionave alienígena(1);naves espaciais(1);transporte de alienígenas(1);extra terrestre(1);vida extra terrestre(1);espaçonave alienigena(1);objeto não identificado(1);nave espacial extra terrestre(1);alienígena(1);disco alienígena(1);e t(1);objeto voador não indentificado(1);óvni(1);a(1);ets(1);disco(1);s(1);aeronave alien(1);nave espacial alienígena(1);transporte de seres extra terrestres(1);naves alienígenas(1)
efeito_especial	efeitos_especiais	efeito/n_especial/a	efeitos	especiais	33	4.0303	1.2621	2.9394	1.2733	3.0303	1.4681	computação gráfica(5);cg(4);efeitos(3);efeitos visuais(3);efeito visual(3);cgi(2);efeitos gráficos(2);aplicação especial(1);efeito digitalizado(1);cenas criadas digitalmente(1);técnicas de gravação(1);efeito digital(1);animações(1);truque(1);efeitos produzidos por computadores(1);efeitos de computador(1);ilusão de ótica(1);efeito exclusivo(1);efeito cinematográfico(1);efeitos de computação(1);efeitos adicionados a filmes(1);efeitos que não é comum(1);efeitos computacionais(1);artifícios especiais(1);produção visual(1);efeitos digitais(1);pós produção(1);efeitos magicos(1);simulações visuais(1);efeito optico(1);sfx(1);ficção(1);fx(1);efeitos extraordinarios(1);efeito(1);efeitos gerados por computadores(1);de computção gráfica(1);efeitos artificiais(1);a(1);efeitos ficticios(1);efeitos extravagantemente diferenciados(1);montagem(1);efeitos práticos(1);spfx(1);ilusão impactante(1);efeitos de vídeo(1);efeito computadorizado(1);s(1);computação grafica(1);efeitos cinematográficos(1);efeitos digitais bem trabalhados(1);algo que é alterado em um trabalho cinematográfico(1);alterações na imagem por computação(1);ilusão(1)
elefante_branco	elefante_branco	elefante/n_branco/a	elefante	branco	29	0.2414	0.5766	0.2414	0.5766	0.2414	0.5110	inútil(7);custoso(2);construção inútil(2);sem utilidade(2);desnecessário(2);obra inútil(2);supérfluo(1);propriedade sem utilidade(1);algo valioso e inutil(1);algo bizarro(1);presente inútil(1);construções sem proposito após certo tempo(1);ligado à corrupção em construções federais(1);desperdício(1);obras obsoletas eventualmente(1);perda de dinheiro(1);obras sem utilidade(1);algo valioso(1);gasto desnecessario(1);negócios dispendiosos(1);posse sem valor(1);muito diferentemente errado(1);fútil(1);caro e inútil(1);projetos inúteis(1);presente grego(1);negócios caros(1);lugares abandonados(1);supervalorizado(1);lugar sem uso(1);lugares não usados(1);difícil de manter(1);a(1);projetos de obras faraônicas que possuem desvio de dinheiro(1);s(1);tranqueira(1);encalhe(1);problema grande(1);sem finalidade(1);sem propósito(1);incumbencia(1);dinheiro jogado fora(1);algo que não vale a pena o investimento(1);valioso(1);obra sem utilidade(1);sem proveito(1);obra custosa(1);enorme e inútil(1);caro de se manter(1)
escada_rolante	escada_rolante	escada/n_rolante/a	escada	rolante	24	4.7917	0.4149	3.5000	1.2158	3.5833	1.2482	escada(8);escada automática(8);elevador(5);escada elétrica(3);esteira rolante(3);escada automatica(2);escada mecânica(2);escada automatizada(2);rolante(1);conjunto de degraus com rolamento automático(1);escada que se move(1);escada movimentada(1);escada que anda(1);elevador rolante(1);escada mecanizada(1);escada ascendente(1);degraus moveis(1);escada eletricamente funcional(1);escada que sobe ou desce automaticamente(1);a(1);escada para deficientes(1);escada de shopping(1);escadas automáticas(1);escadaria(1);escada com movimento(1);escada motorizada(1);s(1)
estrela_cadente	estrela_cadente	estrela/n_cadente/a	estrela	cadente	29	2.5517	1.9381	3.4483	1.4781	2.3793	1.8596	meteoro(15);meteorito(8);cometa(4);estrela(4);corpo celeste(3);estrela que se move(1);fenômeno astronômico(1);meteóro(1);caem do céu(1);traço no céu(1);estrelinhas(1);fenômeno natural espacial(1);asteróides(1);fenômeno atmosférico(1);estrela ligeira(1);meteoroide(1);estrela brilhante(1);fenômeno espacial(1);rocha(1);objeto incinerado(1);aerolito(1);estrela veloz(1);fenômeno natural(1);estrela guia(1);estrela incandecente(1);meteoros(1);meteoro se desintegrando(1);meteorito que ão entrar na atmosfera se torna incandescente(1);a(1);meteoritos(1);s(1);estrela que está caindo(1);estrela que cai(1)
exame_clínico	exame_clínico	exame/n_clínico/a	exame	clínico	37	4.8378	0.3737	4.4324	0.9292	4.4324	1.0939	exame médico(17);exame(8);consulta médica(4);consulta(3);diagnóstico(3);exame laboratorial(2);análise médica(2);inspeção médica(2);check up(2);avaliação médica(2);averiguação clinica(1);teste laboratorial(1);diagnostico(1);teste de saude(1);exame feito em clínica(1);avaliação(1);encontro médico(1);check up clinico(1);anamnese(1);examinação clinica(1);exame feito em uma clinica(1);checagem das funções vitais do ser humano(1);análise(1);exame hospitalar(1);investigação(1);exame corporal(1);verificação da saúde do paciente(1);raio x(1);avaliação do paciente(1);exame detalhado(1);exame do médico(1);pesquisa(1);avaliação do corpo(1);exame de clinicos(1);radiografia(1);a(1);triagem(1);exame em clinica(1);exame de saúde(1);aferição(1);verificação médica(1);procedimento clínico(1);reconhecimento(1);exame feito por um clinico(1);s(1);inspeção clínica(1);exame feito em clinicas(1);autópsia(1);exame de doença(1)
exame_laboratorial	exames_laboratoriais	exame/n_laboratorial/a	exames	laboratoriais	37	4.8919	0.3148	4.6216	1.0891	4.7027	0.9087	exame de laboratório(11);exame médico(6);teste laboratorial(6);exame(6);exame clínico(3);exame de sangue(3);testes de laboratório(2);exames médicos(2);exames(2);exame de laboratorio(2);teste(2);análise laboratorial(2);pesquisa empirica(2);exame feito em laboratório(2);exame medico(1);exames do corpo(1);coleta de fluídos(1);teste clínico(1);exame feito em laboratorio(1);exames realizados em um laboratório(1);exame específico(1);análise de laboratório(1);exames de laboratório(1);análise(1);analise de laboratorio(1);pesquisa laboratorial(1);exame em laboratório(1);testes(1);pesquisa(1);averiguação(1);experiência(1);exame (usado em um certo contexto)(1);teste de laboratorio(1);a(1);exame de saude(1);investigação laboratorial(1);avaliação médica(1);análises clínicas(1);exame pericial(1);s(1);teste de laboratório(1);análise clínica(1);revisão médica(1)
