compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
lime_tree	lime_tree	lime/a_tree/n	tree	lime	18	4.7222	1.1785	4.6111	1.2433	4.6111	1.2433	citrus tree(12);fruit tree(8);lime plant(4);fruit(2);fruit bearing tree(2);linden(1);plant(1);lime grove(1);citrus(1);tree producing limes(1);tree(1);basswood(1);tree that bears lime(1);green(1);tree that grows limes(1)
loan_shark	loan_shark	loan/a_shark/n	shark	loan	19	0.5789	1.0706	4.5789	0.9612	1.0000	1.2472	lender(7);moneylender(4);usurer(3);money lender(3);gangster(2);bookie(2);shylock(2);high interest loan(1);usurious(1);scam artist(1);loaner(1);aggressive(1);greedy lender(1);criminal(1);loan office(1);criminal investor(1);predator(1);unscrupulous lender(1);criminal banker(1);money shark(1);expensive loan(1);extortionist(1);extortion(1);bank(1);usury(1);money broker(1);predatory lender(1);high loan rates(1);banker(1);loan gouger(1)
loose_woman	loose_woman	loose/a_woman/n	woman	loose	19	4.8947	0.3153	2.2105	1.6526	2.5263	1.4670	whore(8);slut(8);promiscuous woman(4);hussy(3);harlot(3);floozy(2);easy woman(2);tramp(2);jezebel(2);prostitute(2);hore(1);slutty(1);sexually promiscuous(1);immoral woman(1);easy girl(1);call girl(1);fast and loose(1);woman who enjoys sex(1);nymphomaniac(1);promiscuous(1);streetwalker(1);willing to sleep around(1)
mail_service	mail_service	mail/a_service/n	service	mail	16	4.4375	0.8921	4.8750	0.3416	4.6875	0.6021	postal service(10);delivery service(6);snail mail(2);post(2);postal delivery service(1);usps(1);postal serivce(1);mail order(1);courier service(1);mail company(1);mail delivery(1);post delivery(1);letter delivery(1);mailbox(1);post office(1);mail provider(1);mail carrier(1);mail(1);mail courrier(1);email(1);parcel serivce(1)
market_place	market_place	market/a_place/n	place	market	19	2.3158	2.0015	3.7368	1.3267	3.0000	1.6330	market(5);store(4);business(2);super market(2);sector(1);market square(1);retail industry(1);financial market(1);shopping place(1);shopping center(1);sales market(1);grocery store(1);exchange(1);street market(1);on the market(1);commerce(1);consumer market(1);business market(1);forum(1);market exchange(1);industry(1);open market(1);market store(1);business field(1);exchange center(1);mall(1);market sector(1);retailers(1);financial industry(1);in stores(1);trade street(1)
mental_disorder	mental_disorder	mental/a_disorder/n	disorder	mental	18	4.8333	0.5145	4.9444	0.2357	4.8889	0.3234	mental illness(6);psychological disorder(3);craziness(2);mental disability(2);brain disease(2);mental sickness(2);mental health issue(1);mental disease(1);mentally challenged(1);mentally disturbed(1);schizophrenia(1);psychotic disorders(1);psychological illness(1);depression(1);mentally ill(1);thinking disorder(1);mental handicap(1);mental insanity(1);psychological issue(1);mental problems(1);mental case(1);insanity(1);phsyco(1);emotional disorder(1);metal illness(1);psychological problems(1);psychosis(1);retardation(1);mental imbalance(1)
middle_school	middle_school	middle/a_school/n	school	middle	19	4.6842	1.0029	3.6316	1.3829	3.8421	1.4630	junior high(9);secondary school(7);junior high school(7);intermediate school(4);grades 6 8(1);educational institute(1);between elementary and high school(1);pre teen education(1);grammar school(1);grades 7 and 8(1);7th grade(1);8th grade(1);post elementary(1);school between elementary and high school(1);junior highschool(1);between grade & high(1);middle high(1);junior class(1);pre high school(1);grade school(1)
milk_tooth	milk_tooth	milk/a_tooth/n	tooth	milk	21	4.9048	0.4364	1.0952	1.3381	1.4286	1.4687	baby teeth(10);baby tooth(10);first teeth(4);temporary tooth(3);deciduous tooth(2);primary tooth(2);front teeth(1);primary teeth(1);little tooth(1);toddler teeth(1);deciduous teeth(1);non permanent teeth(1);primary(1);first tooth(1);first set of teeth(1);1st tooth(1);teeth(1);original teeth(1);molers(1);child's teeth(1)
mother_tongue	mother_tongue	mother/a_tongue/n	tongue	mother	17	0.8235	1.2862	0.5294	0.8745	0.5882	0.7952	native language(12);first language(8);native tongue(3);language(2);primary language(2);birth language(2);original language(1);first language spoken(1);home language(1);mother language(1);familiar dialect(1);natural tongue(1);person's original language(1);vocabulary(1);primordial language spoken(1)
narrow_escape	narrow_escape	narrow/a_escape/n	escape	narrow	20	3.5000	1.6059	1.6500	1.3089	1.7500	1.3328	close call(13);close escape(4);near miss(2);close shave(2);quick escape(2);split second decision(1);avoided calamity(1);near squeak(1);leaving(1);narrow opportunity(1);lucky escape(1);lucky break(1);barely missed(1);narrow miss(1);scary(1);difficult(1);slim(1);slim chance(1);barely getting out(1);life or death situation(1);barely escaped(1);excuse(1);narrow call(1);near death experiance(1);barely escape(1);odds defying(1);almost caught(1);narrow chance(1);escape danger(1);timely escape(1)
net_income	net_income	net/a_income/n	income	net	17	4.7647	0.6642	2.2353	1.8884	2.9412	1.5601	profit(5);total income(4);net earnings(3);take home pay(2);income(2);gross income(1);total revenue(1);net profit(1);net gross(1);revenue(1);earnings(1);positive income(1);net(1);total take home money.(1);net increase(1);before taxes(1);take home income(1);bring home pay(1);bottom line(1);salary(1);combined income(1);after taxes income(1);income after expenses(1);net revenue(1);net gain(1)
news_agency	news_agency	news/a_agency/n	agency	news	18	3.9444	1.5136	4.9444	0.2357	4.3889	1.2433	newspaper(4);press(3);press agency(2);media(2);news station(2);news service(2);news source(1);news company(1);reporting company(1);news building(1);media outlet(1);press organization(1);staff(1);tv news(1);news reporting organization(1);group of journalists and reporters(1);newsroom(1);news bureau(1);news organization(1);news group(1);journalists(1);beat(1);news outlet(1);news channel(1);network(1);press association(1);journalist group(1);news gathering organization(1);reports(1);news syndicate(1);information reporting service(1);news provider(1)
noble_gas	noble_gas	noble/a_gas/n	gas	noble	17	4.6471	0.8618	0.5294	0.8745	1.1765	1.2862	inert gas(5);stable gas(4);chemical(2);element(2);inert gases(1);krypton(1);compound(1);chemical elements(1);nonreactive elements(1);neutral gas(1);radon(1);helium(1);chemical element(1);non reactive gas(1);non reactive element(1);elements(1);stable element(1);electron saturated gas(1);ion(1);noble gas are rare elements.(1);noble gas is stable or charged depending on ions.(1);unreactive gases(1);group 18(1);core elements(1);maximum valence electrons(1);non reactive elements(1);unreactive(1);periodic elements(1);stable elements(1);nonreactive element(1);stable gases(1);odorless(1)
nut_case	nut_case	nut/a_case/n	case	nut	18	0.4444	1.0416	0.4444	1.0416	0.4444	0.7838	crazy(9);crazy person(5);insane person(3);madman(2);lunatic(2);unpredictable(2);insane(1);wacko(1);psycho(1);strange person(1);crackpot(1);psychotic(1);mental case(1);divergent(1);nutjob(1);person acting weird(1);nut job(1);crazy guy(1);fruitcake(1);basket case(1);off the rails(1);head case(1);really angry person(1);bonkers(1);mental person(1)
old_flame	old_flame	old/a_flame/n	flame	old	19	0.3158	0.7493	2.7895	1.5484	0.5789	1.0706	ex(8);ex lover(3);former lover(2);ex girlfriend(2);old girlfriend(2);old lover(2);old boyfriend/girlfriend(2);old love(2);past lover(2);former romantic partner(1);girlfriend(1);ex crush(1);old romantic interest(1);previous paramour(1);previous lover(1);lost love(1);boyfriend(1);former sweetheart(1);prior lover(1);old boyfriend(1);fling(1);old friend(1);old sweetheart(1);ex lovers(1);former girlfriend(1);exe(1);ex boyfriend(1);former love(1);old crush(1);ex boyfriend / girlfriend(1)
old_hat	old_hat	old/a_hat/n	hat	old	17	0.0588	0.2425	3.6471	1.2719	0.3529	0.6063	passe(4);old fashioned(4);predictable(3);old school(3);out of style(2);ancient(2);familiar(2);dated(2);old news(1);obsolete(1);cumbersome(1);clich̩(1);vintage(1);old fashion(1);antoquated(1);past its time(1);routine(1);old trick(1);cliched(1);ubiquitous(1);old play(1);outdated(1);tritely familiar(1);trite(1);yesterday's news(1);taken for granted(1);old timey(1)
old_timer	old_timer	old/a_timer/n	timer	old	18	0.8889	1.4907	3.6667	1.6450	0.8889	1.4907	old person(7);elderly(6);old man(3);experienced(3);senior citizen(3);old folk(1);elderly person(1);knowledgable(1);elder(1);older people(1);aged(1);mature persons(1);veteran(1);well versed(1);veterans(1);old hat(1);doing something many times(1);long time member(1);geezer(1);around for a while(1);old soldier(1);mature adults(1);wise(1);fogy(1);senior(1);experienced person(1)
phone_book	phone_book	phone/a_book/n	book	phone	20	4.4000	0.9947	4.3000	0.8645	4.2500	0.7864	yellow pages(9);directory(6);white pages(4);address book(3);telephone directory(2);phone directory(2);phone listings(2);contact list(1);telephone number reference(1);telephone guide(1);contact book(1);restaurant listings(1);iphone(1);listing(1);telephone listings(1);contact info(1);telephone book(1);yellow book(1);phone contacts(1);phone pages(1);people info(1);inventory of numbers(1);phone numbers(1);number database(1);business catalog(1)
pillow_slip	pillow_slip	pillow/a_slip/n	slip	pillow	20	3.0000	1.8638	4.6500	0.6708	3.7000	1.3803	pillow case(12);pillow cover(11);sham(3);pillow sham(2);pillowcase(2);bed linen(2);pillow covering(2);pillow blanketq(1);bed spread(1);pillow linen(1);pillow covers(1);cushion slip(1);pillow cases(1);pillow sheet(1);cover for pillow(1);linen(1);cover for pillows(1)
pocket_book	pocket_book	pocket/a_book/n	book	pocket	24	1.9167	1.8631	1.8750	1.1910	1.4167	1.2482	wallet(14);purse(12);billfold(3);checkbook(3);handbag(3);budget(3);journal(2);notebook(2);pocket planner(1);calendar(1);coin purse(1);hand bag(1);small book(1);book fits in pocket(1);diary(1);note book(1);pouch(1);condensed publication(1);planner(1);message book(1);day planner(1);pocket wallet(1);carry bag(1);bill fold(1);mini book(1)
prison_guard	prison_guard	prison/a_guard/n	guard	prison	19	4.8421	0.3746	4.8947	0.3153	4.8947	0.3153	corrections officer(5);correctional officer(4);jail guard(4);warden(3);jailer(2);guard(2);security officer(2);correction officer(1);jailor(1);maton(1);safety officer(1);jail man(1);prison wardon(1);keep prisoners there(1);night guard(1);jailhouse guard(1);employee(1);leader(1);jail keeper(1);person watching over prison(1);prison keep(1);prison police(1);prison warden(1);policeman(1);orderly(1);penal officer(1);overseer(1);security(1)
prison_term	prison_term	prison/a_term/n	term	prison	19	4.4211	0.6925	4.8421	0.3746	4.7895	0.4189	sentence(6);prison sentence(6);jail time(5);jail term(5);jail sentence(4);incarceration(3);prison time(2);punishment(2);period of incarceration(1);term(1);behind bars(1);end of sentence(1);sent to jail(1);penalty(1);prision sentence(1);sentance(1);hard time(1);criminal captivity(1);incarceration period(1);duration of sentence(1)
private_eye	private_eye	private/a_eye/n	eye	private	17	0.5882	1.1757	3.0588	1.2976	0.8235	1.1311	detective(12);private investigator(8);investigator(5);private detective(3);gumshoe(3);spy(2);sleuth(2);private dick(2);hired detective(1);independent investegator(1);private surveilence(1)
record_book	record_book	record/a_book/n	book	record	20	3.3500	1.8432	4.4000	0.8826	3.7000	1.3416	ledger(4);journal(4);log book(4);log(3);document(3);register(3);spreadsheet(2);record log(2);receipt(1);official record(1);written record(1);personal written history(1);calendar(1);record file(1);interaction log(1);record pamphlet(1);recordings file(1);listing(1);permanent record(1);day book(1);register book(1);notebook(1);written entry system(1);record data(1);kept records(1);account book(1);signed record(1);written document(1);directory(1);diary(1);guest book(1);data spreadsheet(1)
research_lab	research_lab	research/a_lab/n	lab	research	16	4.7500	0.5774	4.8750	0.3416	4.7500	0.4472	laboratory(6);research facility(5);science lab(4);testing lab(2);scientific laboratory(2);research laboratory(1);science experiment(1);work lab(1);testing facility(1);study center(1);lab for studies(1);resesarch facility(1);study lab(1);research room(1);science room(1);lab(1);testing room(1);research building(1);research and development(1);research team(1);incubator(1);group studying(1);research center(1)
sex_bomb	sex_bomb	sex/a_bomb/n	bomb	sex	19	0.2105	0.5353	3.1053	1.7605	0.5263	0.9048	sex symbol(4);vixen(3);sex kitten(2);sexy person(2);bombshell(2);bomb shell(2);beautiful(1);sexually attractive(1);hot girl(1);ingenue(1);beautiful woman(1);good looking person(1);hot chick(1);vamp(1);really sexy person(1);attractive woman(1);pin up(1);fox(1);amazing(1);attractive(1);gorgeous(1);poster girl(1);sex goddess(1);beauty(1);sex siren(1);siren(1);salacious in appearance(1);aphrodisiac oils(1);hot person(1);femme fatale(1);sex doll(1);sex pot(1);sex champ(1);sexy lady(1);sexy woman(1);hottie(1);sex magnet(1)
silver_lining	silver_lining	silver/a_lining/n	lining	silver	20	0.3500	0.5871	0.2500	0.5501	0.3500	0.5871	bright side(7);good thing(2);good news(2);prospect(1);good side(1);gold(1);happy ending(1);good result to compensate for a bad one(1);optmistic(1);positive outcome(1);brightside(1);glass half full(1);positive(1);lining as in side(1);best part(1);unforeseen advantage(1);positive view(1);optimistic outlook(1);good things(1);tender mercy(1);hopeful prospect(1);fact is(1);something good(1);positive outlook(1);unexpected good results(1);light at the end of the tunnel(1);on the other hand(1);up side(1);silver meaning bright(1);one positive(1);big picture(1);bright spot(1);unexpected good result(1);comforting part(1);fluke(1);good part of something bad(1);good result(1)
sound_judgement	sound_judgement	sound/a_judgement/n	judgement	sound	18	4.1667	1.3394	2.0556	1.7648	3.3889	1.6139	sensible(3);good judgment(3);good reasoning(2);logical reasoning(2);reasonable judgment(2);wisdom(2);good judgement(2);assertiveness(1);fair(1);proper judgement(1);correct judgement(1);right choices(1);sound reasoning(1);clear thinking(1);rational(1);fair minded(1);trustworthy judgement(1);careful evaluation and thought(1);smart(1);reasonable(1);sound mind(1);tact(1);solid understanding of the work(1);reason(1);good sense(1);right judgement(1);competent(1);promptly(1);thoughtful judgment(1);sound decision(1);sound assesment(1);good decision(1);moral reasoning(1);logic(1)
sparkling_water	sparkling_water	sparkling/a_water/n	water	sparkling	22	4.7727	0.6853	2.7273	1.6383	3.1364	1.4895	carbonated water(8);soda water(6);fizzy water(6);bubbly water(4);tonic water(4);seltzer(4);club soda(4);seltzer water(3);soda(2);bubbly(1);bubbling water(1);tonic(1);water with gas(1);spritzer water(1);water(1);fizzy watter(1);steltzer water(1);soft drink(1);mineral water(1)
street_girl	street_girl	street/a_girl/n	girl	street	19	4.1579	1.5371	2.6842	1.4927	3.1579	1.3443	prostitute(13);hooker(6);homeless girl(4);street walker(3);streetwalker(2);bum(2);homeless(2);whore(2);street urchin(2);sex trade worker(1);homeless woman(1);prostitutes(1);street worker(1);street kid(1);call girls(1);hustler(1);vagrant girl(1)
subway_system	subway_system	subway/a_system/n	system	subway	19	4.4211	0.9016	4.7368	0.4524	4.6316	0.5973	metro(5);tube(3);train system(3);metro rail(2);underground(2);underground railway(2);public transportation(2);train station(2);underground train(2);railway(2);public transit line(1);public transit(1);railroad(1);underground transport(1);moving around(1);underground transportation(1);metro system(1);transportation(1);subway trains(1);train line(1);subway tunnels(1);train(1);city transportation(1);subway line(1);underground public transit(1);subway rail system(1);rail system(1);transport network(1);metro line(1);underground system(1)
tennis_elbow	tennis_elbow	tennis/a_elbow/n	elbow	tennis	18	4.3333	1.3284	2.2222	1.8005	2.5000	1.7573	sore elbow(5);tennis injury(5);elbow injury(4);lateral epicondylitis(4);sports injury(2);forearm overuse(1);epicondylitis(1);elbow strain(1);elbow pain(1);sports inury(1);tender elbow(1);elbow tendon pain(1);stiff elbow(1);fracture(1);injury(1);broken elbow(1);hurt arm(1);tendinitis(1);fragmentation(1);damaged arm(1);elbow condition(1);arm injury(1);repetitive stress injury(1);tendonitis(1);elbow bursistis(1)
top_dog	top_dog	top/a_dog/n	dog	top	20	0.3500	0.6708	4.1000	1.2524	1.0500	1.3945	boss(6);leader(5);best(4);number one(3);head honcho(2);king of the hill(2);greatest(2);big kahuna(1);top of the heap(1);dominant person(1);in charge(1);winner(1);decision maker(1);top performer(1);number one.(1);head cheese(1);person at top(1);big dog(1);alpha male(1);honcho(1);big man(1);main man(1);most knowledgeable person(1);important(1);succesful(1);first ranked(1);top person(1);person in charge(1);big fish(1);hot shot(1);big cheese(1)
wet_blanket	wet_blanket	wet/a_blanket/n	blanket	wet	19	0.3158	0.5824	0.3158	0.5824	0.2105	0.5353	party pooper(10);debbie downer(3);naysayer(2);downer(2);no fun(2);stick in the mud(2);boring(2);grouch(2);fun spoiler(1);buzzkill(1);bland(1);miserable(1);killjoy(1);practicalist(1);conservative(1);straight laced(1);party crasher(1);sad sack(1);crasher(1);failure(1);miser(1);spoiler(1);sad boy(1);grinch(1);spoil sport(1);lame(1);loser(1);realistic(1);rule follower(1)
word_painting	word_painting	word/a_painting/n	painting	word	16	0.4375	0.7274	3.1875	1.5586	1.6250	1.3102	tone painting(3);text painting(3);elaborating(1);word artistry(1);decoration(1);language arts(1);vivid description(1);visualization(1);describing(1);musical delivery(1);poetry(1);music(1);creative writing(1);musical meaning(1);evocative words(1);emotion of music(1);defining(1);mental picture(1);description(1);clever usage(1);protective coating(1);meaning depiction(1);lyrical(1);mental imagery(1);talking music(1);imagery(1);minds eye image(1);music that paints a picture(1);music writing(1);words illustrated through music(1);intense description(1);word expression(1);imbue with feeling through word choice(1)
